X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
27,479	-21,72	26,028	-1,4523
24,522	-23,548	24,386	-1,4707
26,808	-21,98	22,419	-1,9154
29,641	-21,94	24,416	-3,5865
29,711	-23,515	22,279	-3,5119
29,	-19,682	27,601	-3,6758
29,766	-20,382	27,279	-4,6713
29,766	-21,502	26,406	-4,5268
27,479	-20,548	26,963	-2,0156
29,641	-20,801	25,392	-4,1498
29,419	-19,646	26,773	-4,43
29,	-17,166	29,232	-3,4256
29,766	-17,977	28,921	-4,2927
29,765	-19,166	28,146	-3,8871
27,479	-19,335	27,846	-1,2314
29,419	-18,425	27,644	-3,6458
29,	-14,515	30,635	-3,7247
29,767	-15,44	30,352	-4,6736
29,765	-16,691	29,681	-4,8268
27,479	-18,084	28,674	-1,7654
27,548	-14,147	30,807	-1,9731
24,814	-16,51	29,608	-1,774
27,066	-15,17	27,684	-2,4551
29,09	-13,672	28,981	-3,5147
29,92	-16,047	28,336	-3,544
30,224	-14,571	29,658	-3,1563
29,419	-17,132	28,403	-4,1799
29,	-11,751	31,798	-2,7758
29,741	-12,694	31,587	-2,9612
29,764	-14,093	30,998	-4,4387
27,548	-12,77	31,403	-1,7381
29,09	-12,317	29,623	-3,2797
30,224	-13,216	30,3	-2,9214
29,	-8,8946	32,712	-1,6071
29,744	-9,9297	32,563	-1,5547
29,741	-11,284	32,118	-2,2473
27,548	-11,369	31,937	-1,0242
30,817	-10,494	32,301	-1,3222
29,09	-10,91	30,143	-2,5658
30,44	-9,0862	30,612	-1,9056
28,151	-9,5198	31,306	-1,6752
29,	-5,9687	33,37	-0,84471
29,73	-7,012	33,308	-0,60873
29,744	-8,4796	32,971	-1,0999
27,548	-9,945	32,408	-0,56942
27,539	-5,6067	33,433	-0,76485
24,94	-8,2618	32,878	-0,49254
29,052	-5,755	32,	-1,3469
30,44	-7,6392	31,005	-1,4508
30,092	-7,55	33,117	-0,74228
28,151	-8,0728	31,7	-1,2204
29,	-2,9961	33,767	-0,41115
29,736	-4,1132	33,791	-0,19542
29,73	-5,5318	33,585	-0,30117
27,539	-4,1224	33,648	-0,45729
29,052	-4,2789	32,264	-1,0393
29,	-5,9848e-014	33,9	-0,31962
29,76	-1,2182	34,028	-7,3265e-002
29,736	-2,6144	33,94	-6,9419e-002
27,539	-2,63	33,798	-0,33129
29,052	-2,7852	32,397	-0,9133
30,255	-1,4993	33,06	-0,4145
29,	2,9961	33,767	-0,49838
29,751	2,722	33,937	-0,26163
29,874	1,4432	34,071	-0,15221
29,76	0,28819	34,049	-0,10774
27,539	-1,1324	33,881	-0,36576
27,541	3,3535	33,734	-0,59567
24,678	0,46164	33,897	-0,42531
26,488	0,4359	31,623	-0,56681
28,774	2,9695	32,081	-0,59539
29,052	-1,2857	32,397	-0,94777
30,524	2,2967	33,67	-0,21784
30,255	2,4816e-004	33,06	-0,44898
29,874	1,0319	31,233	-0,63229
29,	5,9687	33,37	-0,82059
29,749	5,6238	33,578	-0,54028
29,751	4,2205	33,784	-0,40591
27,541	4,8424	33,552	-0,73995
28,774	4,4631	31,948	-0,73967
29,	8,8946	32,712	-1,1704
29,747	8,4924	32,969	-0,84564
29,749	7,1035	33,296	-0,71821
27,541	6,3217	33,305	-0,91788
28,774	5,9392	31,684	-0,9176
29,847	7,7223	32,442	-0,77908
29,	11,751	31,798	-1,7092
29,742	11,285	32,118	-1,2697
29,747	9,9424	32,561	-1,0175
27,541	7,7888	32,993	-1,0897
27,556	11,955	31,722	-1,5058
24,867	9,0489	32,67	-1,2316
27,037	9,3323	30,568	-1,3265
29,078	11,27	30,512	-1,3494
28,774	7,3862	31,291	-1,0894
30,179	10,023	31,273	-0,94825
29,847	9,1692	32,048	-0,95092
29,	14,515	30,635	-2,3327
29,764	14,093	30,998	-2,1242
29,742	12,695	31,587	-1,6367
27,556	13,346	31,162	-1,8728
29,078	12,676	29,992	-1,7165
29,	17,166	29,232	-3,1375
29,765	16,691	29,681	-2,7651
29,767	15,44	30,352	-2,3806
27,556	14,712	30,541	-2,1292
27,146	18,413	28,464	-2,337
27,698	15,661	27,638	-2,3941
30,198	16,033	29,294	-1,8838
29,078	14,031	29,35	-1,9728
28,98	16,882	27,993	-2,5735
29,	19,682	27,601	-4,0697
29,765	19,166	28,146	-3,7899
29,766	17,977	28,921	-3,3136
27,146	19,654	27,622	-2,8855
30,198	17,326	28,535	-2,4322
28,98	18,176	27,234	-3,1219
29,	22,045	25,753	-4,4072
29,766	21,502	26,406	-5,5379
29,766	20,382	27,279	-4,1736
27,146	20,856	26,725	-3,2692
30,983	21,138	25,981	-2,445
28,98	19,396	26,363	-3,5056
28,912	21,066	25,333	-3,9636
29,	24,235	23,704	-4,9471
29,767	23,68	24,472	-5,9048
29,765	22,638	25,437	-5,4916
27,146	22,018	25,776	-3,2229
24,917	23,069	24,841	-2,8275
28,912	22,205	24,358	-3,9174
29,	26,235	21,47	-5,4205
29,741	25,738	22,28	-7,7698
29,764	24,729	23,409	-6,491
27,116	26,219	21,488	-3,6496
24,917	24,145	23,796	-3,4137
30,85	24,98	22,625	-3,2735
29,896	25,605	20,928	-4,2778
28,46	22,922	21,816	-4,3898
28,003	25,267	20,23	-4,8662
28,912	23,253	23,286	-4,5035
29,	28,03	19,067	-5,7927
29,744	27,561	19,984	-8,9132
29,741	26,699	21,12	-7,657
27,116	27,144	20,308	-3,5368
29,896	26,555	19,768	-4,165
28,003	26,217	19,07	-4,7534
29,	29,605	16,515	-6,0955
29,746	29,177	17,542	-9,2062
29,744	28,418	18,745	-9,3983
27,116	28,016	19,087	-4,0218
24,917	28,778	17,918	-3,5255
29,914	28,171	16,553	-4,6096
29,896	27,398	18,528	-4,65
28,003	27,061	17,83	-5,2385
29,	30,949	13,834	-6,0772
29,736	30,613	14,885	-10,276
29,746	29,924	16,234	-9,0239
27,111	30,941	13,853	-3,3205
24,917	29,542	16,627	-3,3432
29,91	29,939	13,683	-4,7464
29,914	28,901	15,243	-4,4273
27,984	29,409	13,936	-5,2412
28,003	27,791	16,52	-5,0562
29,	32,05	11,045	-7,5411
29,76	31,78	12,225	-11,11
29,736	31,242	13,517	-10,44
27,111	31,523	12,47	-3,4846
29,91	30,551	12,314	-4,9105
27,984	30,021	12,567	-5,4053
29,	32,901	8,1688	-8,885
29,759	32,96	8,5446	-13,957
29,874	32,686	9,7201	-13,302
29,76	32,29	10,807	-12,409
27,111	32,044	11,064	-4,7843
24,917	32,471	9,7394	-4,352
27,325	29,871	8,8766	-6,5777
29,72	31,955	7,1246	-6,7172
29,91	31,039	10,897	-6,2102
29,945	30,046	8,9061	-5,8525
27,984	30,51	11,15	-6,705
30,371	32,577	9,9373	-7,3187
30,234	32,259	8,8192	-5,7208
29,	33,494	5,229	-7,9374
29,749	33,581	5,6056	-13,915
29,759	33,306	7,0783	-14,002
27,109	33,492	5,2459	-4,5084
24,917	32,87	8,2936	-4,3961
27,325	30,232	7,4213	-6,6219
29,72	32,317	5,6693	-6,7613
30,387	33,36	6,5232	-7,407
30,234	32,621	7,3639	-5,765
29,	33,825	2,2483	-7,1868
29,748	33,938	2,6959	-12,467
29,749	33,796	4,1147	-12,924
27,109	33,691	3,7593	-3,5167
29,72	32,548	4,1877	-5,7696
29,	33,892	-0,74994	-7,2861
29,742	34,042	-0,22124	-14,58
29,748	34,024	1,192	-12,708
27,109	33,824	2,2654	-3,7578
24,917	33,889	0,87854	-3,3376
26,996	31,477	1,5207	-5,8888
29,72	32,647	2,6915	-6,0107
30,277	33,383	-0,78661	-5,7387
28,377	32,12	-0,92731	-6,4631
30,351	32,868	0,90443	-4,5391
27,281	32,935	-0,31507	-5,107
29,	33,693	-3,7424	-7,0328
29,763	33,896	-3,2449	-14,133
29,742	33,999	-1,7268	-14,438
27,108	33,694	-3,7288	-3,7422
24,917	33,894	-0,62133	-3,1959
29,931	32,428	-4,4417	-5,2602
30,277	33,349	-2,2858	-5,5969
28,377	32,086	-2,4265	-6,3213
27,281	32,902	-1,8142	-4,9652
29,	33,23	-6,7055	-6,3404
29,764	33,496	-6,1298	-11,64
29,767	33,723	-4,7284	-14,022
27,108	33,496	-5,2156	-3,6306
29,931	32,262	-5,9321	-5,1486
28,377	31,921	-3,9168	-6,2098
29,	32,508	-9,6161	-6,0591
29,765	32,85	-8,9698	-11,545
29,767	33,195	-7,5929	-11,059
27,108	33,233	-6,6922	-3,0498
24,652	32,891	-8,2091	-2,6963
29,931	31,966	-7,402	-4,5677
27,974	30,827	-9,8406	-5,3035
29,	31,53	-12,452	-6,7387
29,766	31,963	-11,744	-10,73
29,766	32,425	-10,402	-11,845
26,997	31,447	-12,661	-3,5705
24,652	32,496	-9,656	-2,9959
29,931	31,54	-8,8399	-4,8673
29,867	31,352	-11,124	-5,4975
27,974	30,402	-11,279	-5,6031
29,	30,307	-15,189	-5,9463
29,767	30,843	-14,433	-11,182
29,765	31,417	-13,134	-11,11
26,997	30,856	-14,04	-3,9505
29,931	30,094	-13,373	-5,113
29,867	30,801	-12,518	-5,8775
29,663	29,944	-14,692	-6,3082
27,974	29,851	-12,673	-5,9832
29,	28,846	-17,809	-5,2687
29,74	29,442	-17,088	-8,9043
29,764	30,179	-15,771	-10,009
26,997	30,205	-15,391	-2,778
24,523	29,122	-17,353	-2,7345
28,035	28,264	-16,375	-4,546
29,663	29,272	-16,033	-5,1357
27,974	29,179	-14,014	-4,8107
29,	27,159	-20,288	-5,8553
29,743	27,863	-19,56	-9,041
29,74	28,658	-18,374	-9,3993
27,464	26,927	-20,595	-3,9923
24,523	28,326	-18,624	-3,2294
29,947	27,155	-19,355	-4,5614
28,772	25,814	-19,78	-4,9177
28,035	27,477	-17,651	-5,0409
29,663	28,484	-17,309	-5,6307
29,	25,259	-22,609	-5,9901
29,746	26,08	-21,883	-7,4674
29,743	26,971	-20,773	-9,1326
27,464	25,99	-21,766	-4,0839
29,947	26,258	-20,557	-4,653
28,772	24,916	-20,981	-5,0093
29,	23,162	-24,753	-5,224
29,736	24,037	-24,103	-7,1463
29,746	25,086	-23,015	-7,5106
27,464	25,001	-22,894	-4,1271
31,08	24,479	-23,396	-3,473
30,472	22,886	-24,52	-3,6677
28,772	23,916	-22,098	-5,0525
28,325	21,72	-23,823	-4,538
29,	20,884	-26,703	-4,1136
29,76	21,901	-26,072	-5,562
29,736	22,948	-25,142	-6,337
27,464	23,964	-23,978	-3,3178
27,568	20,665	-26,873	-3,358
24,901	22,588	-25,279	-3,0164
30,472	21,791	-25,544	-2,8585
29,742	20,801	-26,213	-3,5018
28,325	20,625	-24,848	-3,7288
29,	18,442	-28,445	-3,3087
29,756	18,811	-28,38	-3,5222
29,873	19,826	-27,745	-4,192
29,76	20,727	-27,015	-5,2609
27,568	19,456	-27,761	-3,0569
29,619	18,071	-27,512	-2,826
29,742	19,62	-27,137	-3,2006
28,325	19,444	-25,772	-3,4276
29,	15,856	-29,963	-2,5676
29,735	16,294	-29,886	-2,5363
29,756	17,537	-29,185	-3,0184
27,568	18,209	-28,594	-2,5531
25,198	16,955	-29,355	-2,2571
27,307	15,078	-27,829	-2,3361
29,619	16,813	-28,328	-2,3222
29,	13,146	-31,247	-2,0589
29,747	13,595	-31,213	-1,8641
29,735	14,956	-30,578	-2,2991
27,454	13,334	-31,168	-1,9448
25,198	15,64	-30,077	-2,0198
27,307	13,753	-28,531	-2,0989
30,904	14,194	-30,613	-1,2198
29,619	15,487	-29,029	-2,0849
29,23	12,938	-30,254	-1,8091
29,	10,333	-32,287	-1,4917
29,746	10,856	-32,267	-1,2703
29,747	12,201	-31,783	-1,5926
27,454	11,942	-31,727	-1,6733
30,042	11,124	-31,451	-1,2183
29,23	11,556	-30,836	-1,5376
29,	7,439	-33,074	-1,0151
29,74	8,0475	-33,077	-0,83839
29,746	9,4176	-32,716	-0,9745
27,454	10,527	-32,224	-1,3775
25,992	7,6104	-33,035	-1,111
30,042	9,6956	-31,908	-0,92254
28,077	7,7615	-31,485	-1,1379
29,23	10,128	-31,293	-1,2418
29,879	7,0398	-32,521	-0,82991
30,09	7,9455	-31,467	-0,85013
29,	4,4868	-33,602	-0,67706
29,764	5,0978	-33,668	-0,51058
29,74	6,5765	-33,401	-0,65763
25,992	6,1417	-33,339	-0,93022
28,077	6,2986	-31,814	-0,95711
29,879	5,5768	-32,85	-0,64914
29,765	2,2021	-33,981	-0,28163
29,767	3,6166	-33,86	-0,35331
26,999	0,74994	-33,892	-0,47201
25,992	4,661	-33,578	-0,77294
28,077	4,8122	-32,013	-0,79983
28,822	1,3391	-32,203	-0,72588
29,955	3,1684	-32,398	-0,53027
30,045	1,8612	-33,342	-0,42796
29,879	4,0905	-33,049	-0,49187
26,362	2,05	-32,284	-0,6336
0,	2,4745	-33,81	-2,0134e-002
0,	-2,4745	-33,81	-5,5783e-002
1,7417	-1,2381	-33,877	-4,7025e-002
1,943	1,591	-33,863	-0,11893
0,	2,9852	-28,98	-2,608e-002
0,	-1,0528	-28,533	2,287e-002
0,	-2,9633	-30,538	2,6434e-002
2,8122	7,0477e-002	-31,789	-4,2825e-002
1,1467	-2,2506	-32,229	5,6317e-002
0,	7,3709	-33,089	-1,4126e-002
1,4757	6,4057	-33,289	-0,14953
1,943	4,0586	-33,656	-0,11347
0,	5,4531	-28,799	-2,0621e-002
2,8202	5,9722	-30,977	-0,23557
2,8122	2,5384	-31,608	-3,7366e-002
0,	12,11	-31,663	-2,6318e-002
1,4757	8,8186	-32,733	-0,14898
2,0785	10,712	-32,163	-0,25976
0,	7,8684	-28,261	-2,0072e-002
0,	12,043	-28,186	-2,9463e-002
2,8202	8,3875	-30,439	-0,23502
2,5551	12,08	-30,352	-0,33734
0,	16,591	-29,562	-3,3476e-002
1,4074	15,657	-30,068	-0,24308
2,0785	13,031	-31,295	-0,2725
0,	14,355	-27,302	-4,2204e-002
2,5551	14,392	-29,468	-0,35008
0,	20,719	-26,832	-2,7213e-002
1,4074	17,81	-28,845	-0,2375
2,061	19,43	-27,779	-0,32125
0,	16,512	-26,091	-3,6621e-002
0,	24,405	-23,529	-2,2147e-002
1,4074	23,655	-24,282	-0,20304
2,061	21,406	-26,287	-0,32057
0,	22,108	-21,32	-1,72e-002
0,	18,471	-24,579	-3,5941e-002
3,4553	20,381	-24,009	-0,49298
0,	27,571	-19,725	6,659e-003
1,4074	25,365	-22,491	-0,19866
2,0811	26,606	-21,007	-0,24007
0,	23,825	-19,539	-1,2814e-002
2,4195	25,209	-20,19	-0,29773
0,	30,149	-15,501	3,6432e-002
1,4074	29,648	-16,438	-8,1903e-002
2,0811	28,069	-19,009	-0,21565
0,	27,145	-13,103	-3,1956e-003
0,	25,265	-17,526	1,1605e-002
2,045	27,713	-15,862	-0,18806
2,4195	26,649	-18,177	-0,27331
0,	32,084	-10,946	4,8782e-002
1,4074	30,769	-14,23	-7,6549e-002
2,3035	31,572	-12,345	-5,8175e-002
0,	28,276	-10,902	2,1584e-003
2,045	28,844	-13,661	-0,1827
0,	33,336	-6,1575	8,251e-002
1,4074	33,127	-7,1993	2,1257e-002
2,3035	32,389	-10,008	-5,1179e-002
2,9594	32,864	-8,3169	-1,6095e-002
0,	29,075	-8,5604	9,1542e-003
1,788	31,621	-7,0738	-2,9107e-002
0,	33,877	-1,2381	0,10517
1,4074	33,564	-4,762	4,799e-002
2,0569	33,779	-2,8569	8,1937e-002
0,	28,306	-1,9889	7,853e-003
0,	29,525	-6,127	3,5887e-002
2,7066	31,464	-1,4684	-0,12455
1,788	32,071	-4,6404	-2,3745e-003
0,	33,697	3,7077	6,5639e-002
1,4074	33,796	2,6497	7,469e-002
2,0569	33,898	-0,3835	7,786e-002
0,	28,396	0,48404	3,7758e-003
0,	30,351	3,3778	4,2919e-002
2,7066	31,554	1,0045	-0,12862
0,	32,798	8,5744	5,9537e-002
1,4074	33,513	5,1096	3,9241e-002
2,2881	33,177	6,9642	8,0268e-004
0,	30,081	5,8375	7,4697e-003
0,	31,2	13,258	5,7013e-002
1,4074	31,6	12,274	-2,6253e-002
2,2881	32,58	9,3673	3,0149e-002
0,	29,455	8,2316	3,6816e-002
0,	28,035	12,769	5,4667e-002
3,158	29,256	11,118	-0,29415
0,	28,937	17,66	9,2179e-004
1,4074	30,62	14,548	-5,8123e-002
2,2921	29,769	16,217	-0,18819
0,	27,067	15,046	2,2797e-002
1,8923	27,958	16,338	-0,18801
0,	26,057	21,685	-1,6283e-002
1,4074	26,724	20,858	-0,19703
2,2921	28,506	18,347	-0,21241
0,	25,778	17,158	-1,4243e-003
1,8923	26,668	18,45	-0,21223
0,	22,622	25,248	-1,3014e-002
1,4074	25,13	22,753	-0,19001
2,2954	23,843	24,098	-0,33587
0,	20,345	21,603	-2,9499e-002
0,	24,195	19,06	5,5918e-003
1,9741	22,466	22,892	-0,28084
0,	18,705	28,273	-2,6146e-002
1,4074	19,582	27,672	-0,22738
2,2954	22,02	25,774	-0,33962
0,	18,502	23,254	-3,3246e-002
0,	16,897	26,327	-1,5396e-002
1,9741	20,623	24,543	-0,28459
0,	14,389	30,695	-2,9865e-002
1,4074	17,51	29,028	-0,23676
2,3464	15,83	29,977	-0,34082
0,	14,833	27,692	-2,478e-002
0,	9,7666	32,463	-2,4964e-002
1,4074	10,779	32,141	-0,17277
2,3464	13,599	31,053	-0,33515
0,	8,9927	27,745	-2,4779e-002
0,	12,593	28,742	-1,9115e-002
1,8988	10,456	30,523	-0,20024
0,	4,9359	33,539	-2,2715e-002
1,4074	8,4044	32,842	-0,17353
2,2752	6,583	33,255	-0,1865
0,	6,6231	28,457	-2,5544e-002
1,7981	4,3204	31,826	-5,9836e-002
1,8988	8,0861	31,236	-0,20101
0,	-4,6838e-014	33,9	-2,6956e-002
1,4074	1,0625	33,883	-4,6468e-002
2,2752	4,138	33,646	-0,18348
3,0291	2,4388	33,812	-0,15387
0,	-0,68236	30,421	3,781e-002
0,	4,1749	28,818	-2,253e-002
1,7981	1,8723	32,186	-5,6821e-002
0,	-4,9359	33,539	-2,7479e-002
1,4074	-1,4136	33,871	-5,3724e-002
2,0398	-3,3112	33,738	-1,2818e-003
0,	-3,1569	30,421	3,0554e-002
1,7981	-0,60229	32,186	-6,4077e-002
0,	-9,7666	32,463	-1,8939e-002
1,4074	-8,7443	32,753	5,8354e-002
2,0398	-5,7651	33,406	5,4507e-003
3,0291	-7,4058	33,081	-2,5197e-003
0,	-5,6051	30,061	3,7287e-002
1,6779	-7,342	31,522	0,10174
0,	-14,389	30,695	1,4817e-002
1,4074	-11,112	32,027	6,0162e-002
2,0398	-12,891	31,353	0,15732
0,	-7,9747	29,348	3,9095e-002
0,	-11,485	27,375	5,577e-002
2,2119	-12,333	29,649	0,17364
1,6779	-9,7116	30,809	0,10355
0,	-18,705	28,273	2,4684e-002
1,4074	-17,81	28,845	0,10551
2,0398	-15,145	30,329	0,18927
3,0291	-16,622	29,545	0,20508
0,	-13,726	26,325	8,7717e-002
2,2119	-14,573	28,598	0,20559
0,	-22,622	25,248	-0,15289
1,4074	-19,868	27,468	8,3428e-002
2,2958	-21,344	26,337	0,1035
0,	-18,847	21,774	7,4447e-002
0,	-15,79	24,959	6,5637e-002
3,3456	-19,397	24,555	0,23861
1,6001	-21,583	23,984	9,3968e-002
0,	-26,057	21,685	-0,12263
1,4074	-25,365	22,491	-0,1712
2,2958	-23,21	24,709	-5,1996e-002
0,	-20,69	20,122	-8,1044e-002
0,	-24,65	19,568	-9,7595e-002
1,6001	-23,426	22,333	-6,1523e-002
0,	-28,937	17,66	-6,8713e-002
1,4074	-26,939	20,579	1,4553e-002
2,1018	-28,127	18,923	-1,269e-002
0,	-26,232	17,666	8,8154e-002
0,	-31,2	13,258	-0,14494
1,4074	-30,769	14,23	-0,24217
2,1018	-29,433	16,82	-0,14452
2,962	-30,269	15,264	-0,21838
0,	-27,522	15,554	-4,368e-002
0,	-32,798	8,5744	-0,13108
1,4074	-31,725	11,946	-0,18656
2,0569	-32,35	10,133	-0,25385
0,	-26,552	8,9633	4,0658e-002
0,	-28,489	13,276	1,1923e-002
0,	-30,409	7,1691	2,0761e-002
3,0847	-29,866	9,3177	5,4917e-002
0,	-33,697	3,7077	-0,36597
1,4074	-33,564	4,762	-0,34594
2,0569	-33,003	7,7446	-0,29559
0,	-31,035	4,7751	-2,0976e-002
0,	-33,877	-1,2381	-0,41548
1,4074	-33,822	2,2993	-0,53909
2,2884	-33,897	0,41697	-0,5652
0,	-31,305	2,3154	-0,21413
2,209	-32,404	0,3586	-0,3514
0,	-33,336	-6,1575	-0,2485
1,4074	-33,513	-5,1096	-0,36373
2,2884	-33,837	-2,0585	-0,42156
0,	-29,159	-2,9815	-9,2392e-002
0,	-31,215	-0,15752	-7,0482e-002
2,209	-32,314	-2,1143	-0,20775
1,0701	-31,132	-4,0064	-8,5595e-002
0,	-32,084	-10,946	-0,19199
1,4074	-33,05	-7,5423	-0,3404
2,2924	-32,583	-9,3557	-0,27534
0,	-27,925	-9,5165	-7,7338e-003
0,	-28,71	-5,4149	-6,9059e-002
3,4077	-30,401	-8,7565	-4,2002e-002
1,0701	-30,683	-6,4398	-6,2263e-002
0,	-30,149	-15,501	-9,6922e-002
1,4074	-30,62	-14,548	-0,1717
2,2924	-31,814	-11,709	-0,24216
0,	-27,126	-11,859	2,5442e-002
3,4077	-29,602	-11,099	-8,8262e-003
0,	-27,571	-19,725	-2,5729e-002
1,4074	-29,476	-16,744	-0,10981
2,2957	-28,512	-18,338	-0,12088
0,	-25,995	-14,059	8,733e-002
0,	-24,264	-18,459	3,68e-002
1,4301	-26,504	-18,49	2,3244e-002
0,	-24,405	-23,529	-9,9655e-003
1,4074	-25,13	-22,753	3,1125e-003
2,2957	-27,098	-20,37	-0,11157
0,	-22,824	-20,471	4,6105e-002
1,4301	-25,064	-20,502	3,255e-002
0,	-20,719	-26,832	1,0119e-002
1,4074	-23,402	-24,526	9,5696e-003
2,0636	-21,969	-25,818	0,13109
0,	-21,106	-22,253	5,2563e-002
2,3286	-19,278	-24,725	0,19985
0,	-16,591	-29,562	3,8026e-002
1,4074	-17,51	-29,028	0,13041
2,0636	-20,026	-27,352	0,14471
0,	-14,331	-25,029	5,4069e-002
0,	-19,148	-23,765	6,619e-002
2,3286	-17,319	-26,237	0,21348
0,	-12,11	-31,663	1,7782e-002
1,4074	-15,344	-30,229	0,14469
2,4267	-13,712	-31,003	0,13371
0,	-12,173	-26,24	6,8348e-002
0,	-10,158	-28,935	6,5383e-002
2,3286	-15,161	-27,448	0,22776
3,1295	-11,628	-29,307	0,21539
0,	-7,3709	-33,089	-5,1357e-002
2,4267	-11,412	-31,921	9,9189e-002
2,4911	-8,2826	-32,873	1,3136e-002
0,	-7,8465	-29,819	3,0861e-002
3,1295	-9,3168	-30,191	0,18087
1,1467	-7,1338	-31,51	6,0744e-002
1,7417	-3,7077	-33,697	-7,7216e-002
2,4911	-5,861	-33,39	-2,148e-002
0,	-5,4312	-30,357	-3,7559e-003
1,1467	-4,7185	-32,048	2,6127e-002
31,	1,4836	-35,869	7,6693e-002
31,	-1,4836	-35,869	0,12853
31,	0,3806	-36,396	0,12746
31,	-0,77365	-36,384	0,16092
30,846	0,71152	-35,124	3,8195e-002
30,846	-0,71152	-35,124	0,13708
33,069	-5,8442e-002	-36,4	0,46761
32,102	1,1747	-35,512	0,1821
31,667	-0,91077	-35,254	0,1243
31,045	0,36312	-34,408	-0,10813
31,	4,4406	-35,624	2,262e-002
31,	4,1624	-36,143	3,055e-002
31,	1,8629	-36,335	8,4276e-002
31,	3,0157	-36,275	6,1013e-002
32,25	4,1624	-36,143	0,20696
30,846	2,1914	-35,063	-4,986e-003
30,846	3,6096	-34,945	-7,666e-002
32,102	2,657	-35,45	0,13892
31,	7,3672	-35,136	-2,9285e-002
31,	5,6346	-35,959	1,9658e-002
31,	6,8292	-35,784	8,8415e-003
32,25	5,6346	-35,959	0,19607
30,846	5,0794	-34,762	-8,7551e-002
30,834	6,5647	-34,482	-0,23459
32,102	4,1292	-35,267	0,12803
32,029	6,1718	-34,184	3,1778e-002
31,913	7,1385	-34,942	9,3385e-002
30,879	5,5469	-33,87	-0,22611
31,	10,244	-34,408	-8,8786e-002
31,	9,4758	-35,304	-3,6868e-002
31,	8,2812	-35,48	-3,2172e-002
30,837	8,0016	-34,186	-0,27561
30,836	9,401	-33,825	-0,41171
31,782	10,06	-34,058	-1,1779e-002
31,913	8,5905	-34,637	5,2371e-002
31,	13,05	-33,444	-0,21738
31,	10,898	-34,881	-5,5355e-002
31,	12,092	-34,706	-3,7428e-002
30,84	10,809	-33,411	-0,4302
30,836	12,184	-32,926	-0,75251
31,782	11,482	-33,635	-3,0266e-002
31,	15,767	-32,252	-0,49696
31,	14,669	-33,991	-0,13811
31,	13,474	-34,166	-0,14753
30,84	13,553	-32,396	-0,86261
30,83	14,942	-31,753	-1,2976
31,904	14,146	-31,733	-0,21835
31,782	12,864	-33,096	-0,14037
32,204	15,238	-32,897	-9,3826e-002
31,	18,377	-30,84	-0,60591
31,	18,391	-32,988	-0,35442
31,	16,002	-33,339	-0,30759
30,835	16,263	-31,11	-1,4671
30,839	17,542	-30,419	-1,9492
31,904	15,479	-31,081	-0,38784
32,755	17,42	-30,39	-0,22439
31,544	18,321	-29,989	-0,88022
32,204	16,571	-32,245	-0,26331
32,461	18,834	-31,834	-0,36508
31,	20,861	-29,217	-0,92015
31,	22,055	-31,878	-0,28553
31,	19,666	-32,229	-0,29389
30,844	18,806	-29,668	-1,8886
30,887	19,888	-29,09	-2,5584
31,544	19,596	-29,23	-0,81968
32,461	20,108	-31,074	-0,30454
31,	23,202	-27,395	-1,5911
31,	23,262	-31,016	-0,66031
30,888	21,093	-28,229	-2,9332
30,846	21,963	-27,417	-4,0021
32,978	22,894	-28,694	-0,95269
31,472	21,794	-26,833	-1,2985
31,544	20,803	-28,368	-1,1945
32,461	21,316	-30,212	-0,67932
31,	25,385	-25,385	-2,0394
31,	26,784	-29,707	-0,98096
31,	24,394	-30,057	-0,95651
30,841	23,084	-26,466	-4,2983
30,835	24,129	-25,498	-5,0733
32,978	24,026	-27,735	-1,2489
33,445	27,408	-26,172	-1,8455
32,08	24,519	-24,75	-1,4001
31,472	22,926	-25,874	-1,5948
31,	27,395	-23,202	-3,6502
31,	27,833	-28,658	-1,133
30,83	25,168	-24,457	-5,2254
30,84	26,232	-23,344	-5,5897
31,	28,599	-24,191	-1,157
33,445	28,457	-25,123	-1,9976
32,08	25,568	-23,701	-1,5522
32,502	27,309	-22,936	-2,3912
31,	29,217	-20,861	-4,3002
30,836	27,178	-22,222	-7,0484
30,838	28,078	-21,084	-8,7137
31,	29,557	-23,059	-2,6157
32,08	26,526	-22,569	-3,0109
30,947	27,306	-20,847	-4,234
32,502	28,268	-21,804	-3,8499
31,808	28,317	-19,867	-3,612
31,	30,84	-18,377	-4,0396
30,835	28,927	-19,887	-7,905
30,837	29,732	-18,674	-8,2632
31,	32,606	-21,728	-1,7427
31,	33,163	-18,883	-1,6754
31,	30,419	-21,852	-1,807
33,395	31,984	-20,159	-3,2255
32,502	29,13	-20,596	-3,0412
31,808	29,179	-18,659	-2,8032
31,	32,252	-15,767	-4,7918
30,834	30,479	-17,411	-8,8112
30,846	31,229	-16,091	-9,9162
31,	33,922	-17,609	-2,2235
32,779	33,374	-15,796	-4,4283
33,395	32,743	-18,885	-3,7736
31,95	31,217	-15,782	-3,9306
31,808	29,938	-17,385	-3,3513
31,	33,444	-13,05	-4,6016
30,846	31,88	-14,761	-10,12
30,846	32,451	-13,458	-10,049
31,	34,574	-16,276	-2,4276
31,	35,423	-13,614	-2,0921
31,908	32,952	-12,28	-5,0103
32,779	34,025	-14,463	-4,6324
31,95	31,868	-14,449	-4,1348
31,	34,408	-10,244	-4,9275
