X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
98,449	-87,665	-28,344	-3,1151e-004
95,157	-87,959	-25,099	1,118e-003
98,921	-89,041	-23,925	-1,9094e-003
97,05	-91,759	-20,403	1,906e-004
97,05	-92,695	-15,612	-2,1766e-004
94,942	-92,251	-18,049	6,4575e-004
98,921	-90,185	-19,18	-2,3056e-003
94,844	-89,901	-16,055	1,3656e-004
98,978	-90,626	-15,815	-2,0469e-003
97,05	-93,38	-10,778	-5,311e-004
97,05	-93,814	-5,9149	-9,6818e-004
94,942	-93,625	-8,3849	-4,4878e-004
101,11	-90,458	-7,9655	-2,7765e-003
96,955	-90,636	-7,1273	-2,2872e-003
99,999	-92,165	-6,2447	-2,3891e-003
97,05	-93,994	-1,036	-1,0334e-003
97,05	-93,921	3,8457	-1,0659e-003
94,942	-93,99	1,3694	-3,1345e-004
101,11	-90,783	1,4052	-1,9501e-003
97,873	-91,416	2,735	-3,0165e-003
97,05	-93,595	8,717	-9,8908e-004
97,05	-93,016	13,565	-5,492e-004
94,942	-93,341	11,109	1,0203e-004
101,11	-90,467	10,218	-2,2389e-003
96,754	-88,	11,448	-2,5149e-003
97,873	-91,051	7,6018	-2,9397e-003
99,088	-90,557	13,872	-2,9875e-003
97,05	-92,186	18,376	-3,2379e-004
97,05	-91,108	23,138	1,1572e-004
94,942	-91,686	20,729	7,433e-004
101,11	-88,709	20,694	-1,4521e-003
94,655	-89,311	19,722	7,1036e-004
98,558	-89,018	22,413	-2,1806e-003
99,088	-89,688	18,675	-2,7621e-003
97,05	-89,784	27,837	1,0706e-003
97,05	-88,217	32,461	2,4694e-003
94,942	-89,042	30,125	2,4218e-003
101,11	-86,141	29,879	-1,1781e-003
95,017	-85,299	32,378	2,2791e-003
95,058	-86,508	27,925	2,1707e-003
98,558	-87,656	27,099	-1,2257e-003
99,035	-86,097	32,335	-2,6074e-004
97,05	-86,413	36,997	3,1945e-003
97,05	-84,375	41,434	3,5462e-003
94,942	-85,438	39,196	4,1074e-003
98,819	-83,126	39,217	5,1092e-004
95,017	-83,459	36,899	3,0042e-003
97,05	-82,11	45,759	4,3203e-003
97,05	-79,624	49,961	4,7458e-003
94,942	-80,913	47,845	5,6176e-003
98,017	-78,523	48,014	2,9424e-003
97,05	-76,922	54,027	4,0444e-003
97,05	-74,013	57,948	4,3238e-003
94,942	-75,515	55,978	6,0364e-003
101,11	-71,943	54,135	2,1127e-003
94,629	-73,538	53,988	5,0279e-003
98,623	-71,543	57,237	3,5034e-004
98,017	-75,79	52,057	2,241e-003
97,05	-70,905	61,713	3,4383e-003
97,05	-67,605	65,311	3,7079e-003
94,942	-69,303	63,507	6,6924e-003
101,11	-64,983	63,703	-5,3204e-004
96,828	-63,382	63,024	5,1187e-003
94,511	-67,585	61,358	7,8684e-003
98,623	-68,405	60,975	-5,3512e-004
96,973	-64,146	68,711	2,2188e-003
96,806	-59,07	73,121	1,4191e-003
95,04	-62,062	70,599	5,3891e-003
95,279	-59,992	72,367	5,1448e-003
96,751	-59,897	66,395	3,6295e-003
94,604	-59,31	70,34	5,4431e-003
98,184	-57,437	71,599	3,491e-004
99,452	-60,33	69,749	-2,3458e-003
97,202	-55,015	76,219	7,6261e-004
96,785	-53,044	77,603	2,0978e-003
98,58	-53,417	74,739	-3,0737e-004
92,047	-54,123	-76,855	1,2005e-002
90,676	-55,882	-75,585	1,5423e-002
86,66	-53,624	-73,169	9,943e-003
90,664	-53,374	-73,98	1,3616e-002
89,285	-51,331	-76,273	1,1065e-002
91,931	-61,026	-71,497	1,1838e-002
90,114	-59,068	-73,123	1,5863e-002
89,934	-62,564	-70,155	1,557e-002
88,554	-61,76	-67,33	1,5415e-002
87,543	-59,81	-70,301	1,4604e-002
90,474	-59,755	-70,168	1,3965e-002
92,057	-67,824	-65,084	1,0185e-002
89,949	-66,086	-66,848	1,437e-002
89,949	-69,467	-63,327	1,2907e-002
86,113	-65,628	-61,682	7,7224e-003
88,569	-65,253	-63,996	1,4214e-002
87,732	-68,831	-61,563	1,159e-002
92,057	-74,208	-57,699	8,0153e-003
89,949	-72,662	-59,635	9,9167e-003
89,949	-75,66	-55,781	8,6132e-003
88,465	-73,714	-55,605	9,924e-003
92,057	-79,791	-49,693	5,3505e-003
89,949	-78,454	-51,778	6,29e-003
89,949	-81,037	-47,635	5,258e-003
86,113	-77,468	-49,099	3,7811e-003
88,917	-78,802	-47,606	5,828e-003
88,465	-76,475	-51,581	7,6008e-003
92,057	-84,514	-41,15	3,5681e-003
89,949	-83,401	-43,363	4,858e-003
89,949	-85,54	-38,974	4,1132e-003
89,06	-82,011	-39,968	5,013e-003
87,875	-84,291	-38,937	4,7532e-003
92,057	-88,326	-32,164	2,0389e-003
89,949	-87,448	-34,48	3,1486e-003
89,949	-89,12	-29,893	2,1312e-003
89,401	-86,124	-31,332	2,9744e-003
87,989	-87,89	-29,975	2,7144e-003
92,057	-91,185	-22,831	1,7225e-003
89,949	-90,552	-25,226	2,5226e-003
89,949	-91,74	-20,49	2,1777e-003
86,113	-87,339	-23,732	3,2708e-003
86,113	-89,429	-18,995	3,215e-003
90,164	-88,58	-22,793	2,2537e-003
89,851	-89,379	-18,494	1,6685e-003
92,057	-93,061	-13,252	9,0352e-004
89,949	-92,68	-15,7	1,7669e-003
89,949	-93,37	-10,866	9,8584e-004
86,113	-90,331	-14,199	2,8042e-003
86,113	-90,833	-9,0366	3,4521e-003
89,851	-90,28	-13,697	1,2577e-003
92,057	-93,934	-3,5298	1,7279e-004
89,949	-93,808	-6,0038	6,9218e-004
89,949	-93,993	-1,1251	8,9272e-004
86,113	-91,232	-4,1724	3,1585e-003
89,01	-91,507	-2,0607	2,006e-003
92,057	-93,793	6,2303	9,9935e-005
89,949	-93,925	3,7566	8,5234e-004
89,949	-93,603	8,6282	1,191e-003
88,838	-91,269	6,6925	2,0332e-003
92,057	-92,642	15,923	1,0691e-003
89,949	-93,029	13,477	1,7203e-003
89,949	-92,204	18,289	2,1362e-003
86,113	-88,979	14,197	3,0219e-003
89,662	-89,817	17,28	2,1032e-003
92,057	-90,491	25,445	2,2276e-003
89,949	-91,13	23,051	2,8552e-003
89,949	-89,81	27,752	3,5789e-003
86,113	-86,886	24,268	2,625e-003
90,065	-87,265	25,548	3,3278e-003
89,662	-88,706	22,032	2,8222e-003
92,057	-87,364	34,691	3,8442e-003
89,949	-88,248	32,377	3,7966e-003
89,949	-86,448	36,915	4,7571e-003
86,113	-84,022	33,14	3,8964e-003
90,024	-84,458	34,613	3,6539e-003
87,169	-85,174	36,458	4,0984e-003
92,057	-83,296	43,564	4,8606e-003
89,949	-84,415	41,354	5,4218e-003
89,949	-82,154	45,681	6,1579e-003
86,113	-81,181	41,987	4,4964e-003
88,369	-80,402	45,508	6,9298e-003
88,69	-81,254	42,362	6,7083e-003
92,057	-78,329	51,967	6,2731e-003
89,949	-79,671	49,885	7,1448e-003
89,949	-76,973	53,954	8,2651e-003
86,113	-75,103	49,092	5,3065e-003
89,636	-74,987	51,958	7,2567e-003
88,369	-77,887	49,691	7,9168e-003
92,057	-72,517	59,81	9,339e-003
89,949	-74,068	57,878	1,1052e-002
89,949	-70,963	61,646	1,2593e-002
86,113	-69,794	56,965	7,1989e-003
89,518	-69,237	59,489	1,3769e-002
89,636	-72,051	55,857	1,0043e-002
92,057	-65,924	67,008	1,0349e-002
89,949	-67,667	65,247	1,3333e-002
90,125	-63,89	68,95	1,3519e-002
86,113	-63,45	63,652	8,2535e-003
91,835	-61,71	64,729	1,176e-002
89,518	-65,913	63,063	1,4509e-002
89,689	-61,123	68,674	1,3573e-002
87,407	-60,66	69,199	1,3188e-002
90,12	-60,19	72,202	1,6642e-002
89,593	-56,192	75,356	1,7181e-002
90,359	-58,074	73,915	1,6398e-002
89,684	-57,412	71,911	1,6696e-002
87,402	-56,949	72,436	1,6311e-002
91,478	-51,137	78,874	8,951e-003
89,601	-52,163	78,199	1,2124e-002
89,791	-49,566	76,661	9,4304e-003
87,394	-50,237	77,769	9,5768e-003
88,085	-47,456	78,253	5,6568e-003
93,403	-55,005	-76,226	1,0692e-002
93,391	-52,486	-74,606	8,8854e-003
96,047	-50,576	-76,875	6,8979e-003
92,012	-50,443	-76,898	6,3349e-003
95,535	-53,687	-75,547	7,2173e-003
93,85	-58,757	-73,373	1,0085e-002
93,67	-62,266	-70,42	9,7917e-003
97,003	-58,831	-70,065	5,2469e-003
94,21	-59,452	-70,427	8,1862e-003
93,781	-65,578	-67,346	9,3401e-003
93,781	-68,987	-63,85	7,8779e-003
94,222	-65,982	-60,502	6,7711e-003
98,127	-67,197	-62,562	1,3811e-003
92,401	-64,761	-64,509	9,1848e-003
97,01	-63,895	-63,746	3,515e-003
93,781	-72,209	-60,182	8,6987e-003
93,781	-75,236	-56,352	7,3952e-003
94,222	-69,202	-56,834	7,5919e-003
92,297	-73,278	-56,166	8,706e-003
97,388	-72,797	-56,569	3,691e-003
93,781	-78,06	-52,37	7,0537e-003
93,781	-80,674	-48,246	6,0217e-003
94,691	-74,489	-48,078	6,0086e-003
96,733	-79,213	-45,256	3,0324e-003
97,638	-77,408	-50,063	3,1831e-003
92,749	-78,426	-48,209	6,5917e-003
93,781	-83,07	-43,992	4,6394e-003
93,781	-85,242	-39,62	3,8946e-003
96,733	-81,607	-41,002	1,65e-003
92,892	-81,699	-40,607	4,7944e-003
93,781	-87,185	-35,141	3,33e-003
93,781	-88,891	-30,566	2,3126e-003
93,233	-85,881	-32,	3,1558e-003
97,288	-86,649	-31,384	6,1433e-004
93,781	-90,359	-25,91	1,605e-003
93,781	-91,582	-21,183	1,2601e-003
93,996	-88,407	-23,482	1,3362e-003
97,76	-89,49	-22,309	-1,6912e-003
93,781	-92,558	-16,4	8,5188e-004
93,781	-93,285	-11,572	7,0791e-005
95,793	-90,269	-10,311	-1,7676e-003
93,683	-90,18	-14,401	3,4269e-004
97,817	-90,904	-14,161	-1,8408e-003
93,781	-93,76	-6,7129	-3,6629e-004
93,781	-93,982	-1,8357	-1,6574e-004
95,793	-90,742	-5,4533	-2,2047e-003
92,842	-91,481	-2,7709	9,4749e-004
96,712	-91,381	-0,46956	-2,8688e-003
93,781	-93,951	3,0464	-1,9821e-004
93,781	-93,666	7,9203	1,4049e-004
92,669	-91,317	5,9833	9,8261e-004
96,712	-91,348	4,4109	-2,9012e-003
93,781	-93,128	12,773	5,8037e-004
93,781	-92,339	17,591	9,9622e-004
95,593	-87,758	13,107	-2,0366e-003
93,494	-89,937	16,579	9,6328e-004
97,927	-90,315	15,532	-2,5091e-003
93,781	-91,301	22,362	1,4357e-003
93,781	-90,017	27,072	2,1594e-003
93,897	-87,457	24,864	1,9083e-003
93,494	-88,898	21,348	1,4028e-003
97,397	-88,605	24,038	-1,4881e-003
93,781	-88,49	31,709	3,5583e-003
93,781	-86,725	36,261	4,5188e-003
97,658	-84,387	36,271	9,223e-004
93,855	-84,72	33,953	3,4155e-003
97,874	-85,517	33,909	8,7572e-004
93,781	-84,725	40,715	4,8705e-003
93,781	-82,497	45,059	5,6066e-003
93,913	-79,131	41,964	5,1345e-003
96,856	-80,083	45,214	2,9314e-003
97,658	-82,386	40,723	1,274e-003
93,855	-82,719	38,404	3,7672e-003
92,522	-81,584	41,732	6,157e-003
93,781	-80,046	49,281	6,0321e-003
93,781	-77,379	53,371	7,1524e-003
93,467	-75,38	51,365	6,1439e-003
96,856	-77,632	49,434	3,357e-003
92,201	-78,279	49,099	6,8041e-003
93,781	-74,504	57,317	7,4317e-003
93,781	-71,427	61,108	8,9732e-003
93,35	-69,689	58,94	1,0149e-002
93,467	-72,504	55,309	6,4233e-003
97,462	-70,509	58,558	1,7457e-003
93,781	-68,158	64,734	9,2428e-003
93,956	-64,41	68,464	9,4288e-003
99,944	-63,817	64,909	2,0184e-003
95,667	-62,216	64,23	7,6692e-003
93,349	-66,419	62,564	1,0419e-002
98,368	-62,649	67,585	1,6939e-003
95,138	-54,317	76,718	5,9942e-003
93,262	-55,315	76,002	9,1676e-003
94,028	-57,214	74,582	8,3847e-003
93,353	-56,547	72,573	8,6831e-003
96,933	-54,674	73,831	3,5891e-003
93,451	-52,735	74,489	6,4736e-003
92,845	-53,35	77,394	1,0503e-002
96,517	-52,709	75,223	4,9242e-003
93,035	-50,769	75,881	7,8088e-003
92,02	-54,245	-73,337	1,2303e-002
94,164	-55,445	-74,278	1,0635e-002
92,393	-57,465	-72,018	1,2212e-002
90,293	-62,986	-66,237	1,3369e-002
94,902	-62,121	-65,474	7,6993e-003
92,213	-60,981	-69,074	1,1919e-002
92,114	-67,616	-58,737	9,4932e-003
90,293	-66,395	-62,744	1,1907e-002
89,456	-69,972	-60,311	9,2825e-003
90,189	-71,692	-58,069	1,0607e-002
92,583	-73,109	-50,135	6,948e-003
95,53	-76,028	-52,12	4,1226e-003
90,641	-77,046	-50,266	7,5311e-003
90,189	-74,719	-54,241	9,304e-003
95,28	-74,239	-54,644	4,2889e-003
94,625	-80,447	-43,191	2,9398e-003
90,641	-79,661	-46,145	6,4992e-003
90,784	-80,54	-42,796	6,0842e-003
94,625	-82,62	-38,821	2,1951e-003
91,125	-84,955	-34,297	4,2655e-003
90,784	-82,713	-38,426	5,3394e-003
89,599	-84,993	-37,395	5,0796e-003
91,125	-86,663	-29,725	3,2482e-003
95,18	-87,431	-29,109	7,0671e-004
91,888	-87,725	-25,863	2,1362e-003
89,713	-88,429	-28,368	2,9882e-003
91,888	-88,949	-21,139	1,7913e-003
95,652	-90,032	-19,965	-1,2361e-003
91,574	-89,748	-16,84	1,2061e-003
87,836	-91,029	-7,3532	2,6194e-003
93,685	-90,565	-7,9239	-1,6853e-003
90,734	-91,304	-5,2415	1,4669e-003
91,574	-90,476	-12,014	4,2501e-004
90,734	-91,528	-0,3661	1,6674e-003
90,561	-91,397	3,5077	1,735e-003
94,604	-91,428	1,9352	-2,1488e-003
93,485	-88,094	10,654	-1,3854e-003
91,386	-90,274	14,125	1,6145e-003
90,561	-91,114	8,38	2,0737e-003
94,604	-91,145	6,8076	-1,8101e-003
91,386	-89,487	18,942	2,0304e-003
91,747	-85,556	31,621	3,3679e-003
91,789	-86,765	27,167	3,2596e-003
91,747	-83,792	36,172	4,3285e-003
90,414	-82,656	39,5	6,7182e-003
88,893	-84,508	38,017	4,773e-003
91,805	-77,978	44,075	6,4318e-003
94,748	-78,93	47,325	4,2287e-003
90,093	-79,578	46,989	7,6758e-003
90,414	-80,431	43,843	7,4543e-003
91,359	-74,014	53,345	8,1359e-003
91,241	-68,125	60,768	1,3403e-002
92,262	-60,269	72,136	1,2355e-002
93,734	-60,168	66,157	1,084e-002
91,588	-59,582	70,102	1,2653e-002
91,735	-56,274	75,294	1,2893e-002
91,06	-55,593	73,267	1,3192e-002
91,159	-51,781	75,184	1,0982e-002
88,761	-52,452	76,292	1,1129e-002
88,778	-55,13	73,792	1,2806e-002
91,826	-57,493	71,847	1,2409e-002
97,251	-0,47399	36,897	-0,97479
98,173	-3,8102	36,703	-1,113
101,14	-0,96903	35,528	-0,50524
100,92	-3,2275	35,422	-0,51166
99,307	-0,28781	34,775	-0,62239
97,378	-11,16	35,172	-1,2084
98,076	-7,5894	36,111	-1,2162
97,07	-9,3665	35,691	-1,3849
100,82	-7,	34,821	-0,61491
97,253	-7,4781	33,423	-0,78344
98,682	-10,681	32,794	-0,51864
100,92	-8,7987	33,927	-0,34574
101,14	-10,643	34,327	-0,38983
101,29	-8,7457	35,238	-0,69778
88,046	-3,4025	36,743	-0,86833
91,501	0,20369	36,899	-0,90603
89,904	-2,3098	36,828	-1,0115
86,248	-2,1542	33,408	-0,34821
89,044	1,8737	34,354	-0,7077
91,6	-3,0284	34,049	-0,61144
87,825	-3,9092	34,732	-0,69115
88,696	-1,546	31,117	-0,47455
88,202	-8,0282	36,016	-1,3206
89,454	-5,0538	36,552	-1,0987
87,375	-6,6532	34,478	-0,77827
95,429	-2,2852	36,829	-1,1691
92,909	-1,4582	36,871	-1,1364
92,05	2,7263	34,35	-0,83252
94,606	-2,1758	34,044	-0,73627
96,563	1,242	34,795	-0,67846
92,624	-13,254	34,438	-1,533
89,55	-11,845	34,947	-1,7301
92,316	-11,495	35,064	-1,7095
87,146	-12,651	31,181	-1,0169
92,499	-9,5825	32,722	-1,1081
93,928	-12,785	32,092	-0,84326
90,549	-14,883	31,424	-1,1946
88,724	-10,463	33,405	-1,1878
94,648	-10,98	35,229	-1,4681
96,259	-12,28	32,287	-0,60182
90,06	-6,9551	36,239	-1,4638
91,573	-9,5414	35,645	-1,6652
91,756	-7,6527	33,376	-1,0637
87,981	-8,5335	34,059	-1,1435
93,832	-4,7881	36,588	-1,2746
95,345	-7,4051	36,149	-1,4759
99,096	-5,0297	35,235	-0,70594
95,528	-5,5078	33,838	-0,87448
97,486	-2,09	34,588	-0,81667
92,826	-6,5922	36,306	-1,4432
93,008	-4,6869	33,945	-0,84176
89,233	-5,5677	34,628	-0,92147
94,522	-7,296	33,471	-1,0431
95,951	-10,499	32,842	-0,77831
97,948	-11,898	-34,929	-1,0716
99,094	-9,1027	-35,76	-1,2149
101,26	-9,4849	-34,152	-0,42508
101,22	-11,745	-33,732	-0,11731
99,538	-9,3917	-33,181	-0,3885
100,79	-8,6373	-35,024	-0,72516
99,404	-5,4248	-36,499	-1,1353
99,889	-1,4561	-36,871	-0,88384
97,562	-3,1695	-36,764	-1,0829
101,54	-1,4735	-35,199	-0,42
100,93	-4,1458	-34,807	-0,38902
101,1	-4,9559	-35,72	-0,64554
100,96	-1,1175	-36,166	-0,64906
87,737	-8,913	-35,807	-1,2539
89,036	-11,663	-35,008	-1,5713
86,854	-11,96	-33,184	-1,3004
87,484	-10,471	-33,888	-1,2006
89,637	-2,5382	-36,813	-1,0088
89,611	-9,1279	-35,753	-1,3998
91,277	-4,7692	-36,59	-1,1875
90,852	-7,5076	-36,128	-1,2787
86,156	-6,809	-32,923	-0,54287
90,043	-4,3356	-33,33	-0,77469
88,059	-7,9087	-34,526	-1,0292
96,782	-10,518	-35,369	-1,254
93,273	-12,578	-34,69	-1,414
94,514	-11,003	-35,222	-1,2928
98,911	-13,134	-33,258	-0,15637
93,587	-12,784	-31,922	-0,92323
97,548	-13,998	-31,16	-0,27688
97,226	-10,781	-32,708	-0,42756
93,122	1,3693	-36,875	-0,95643
92,602	-0,96394	-36,887	-1,1138
87,481	0,61448	-34,165	-0,47216
90,025	4,0787	-34,052	-0,79405
91,368	-0,53295	-33,592	-0,70104
94,285	1,9622	-34,961	-0,71827
97,09	0,84407	-36,89	-0,93606
94,762	-0,87274	-36,89	-1,1351
96,445	2,0534	-34,958	-0,73956
96,085	-5,4575	-36,494	-1,3449
95,659	-8,1867	-35,98	-1,4361
100,09	-8,0812	-34,509	-0,60745
99,455	-6,4234	-34,468	-0,65101
98,371	-7,988	-33,539	-0,57087
99,626	-7,2335	-35,381	-0,90753
96,57	-1,4891	-36,87	-1,0935
100,55	0,20852	-35,266	-0,43055
99,94	-2,4637	-34,873	-0,39957
98,253	1,4369	-34,972	-0,69789
99,973	0,56454	-36,232	-0,65961
92,151	-10,287	-35,437	-1,5961
91,224	-12,081	-32,177	-1,2265
88,727	-12,17	-33,114	-1,4463
89,358	-10,682	-33,818	-1,3466
93,817	-5,9581	-36,416	-1,3838
93,008	-2,7732	-33,533	-0,87975
97,612	-4,1787	-34,804	-0,59864
95,925	-0,27808	-34,902	-0,89697
96,529	-5,7433	-33,874	-0,5185
92,583	-5,512	-33,085	-0,97096
92,465	-10,485	-32,64	-1,1054
96,103	-8,482	-33,426	-0,60972
90,598	-9,085	-34,281	-1,2255
35,191	-49,81	-79,718	1,4035e-003
34,982	-53,281	-77,441	4,5456e-003
36,242	-51,483	-78,648	9,3282e-004
34,195	-50,289	-77,469	2,2169e-003
34,909	-56,948	-74,786	5,1888e-003
35,112	-60,434	-71,998	3,9276e-003
36,344	-58,446	-73,621	2,1109e-003
35,099	-57,675	-71,089	1,3267e-003
35,173	-63,992	-68,855	1,8551e-003
35,002	-67,329	-65,596	7,517e-004
37,24	-65,512	-67,41	-2,6234e-003
32,501	-63,577	-65,148	2,7106e-003
35,677	-64,612	-64,713	-9,1576e-004
35,113	-70,672	-61,98	-3,6666e-004
35,114	-73,795	-58,226	-1,098e-003
37,282	-72,085	-60,33	-3,6197e-003
32,612	-71,217	-56,018	7,5916e-004
36,641	-71,245	-57,581	-2,5456e-003
34,359	-69,389	-60,156	7,5008e-004
35,114	-76,719	-54,316	-2,3179e-003
35,114	-79,436	-50,259	-2,2153e-003
37,283	-77,953	-52,529	-4,587e-003
35,134	-76,932	-51,073	-1,6309e-003
35,114	-81,938	-46,067	-1,9424e-003
35,114	-84,219	-41,75	-1,8547e-003
37,283	-82,981	-44,161	-3,5019e-003
34,942	-81,405	-42,695	-5,0794e-004
35,114	-86,274	-37,321	-1,1958e-003
35,114	-88,095	-32,791	-9,6874e-004
37,283	-87,113	-35,318	-1,9646e-003
34,956	-85,318	-34,273	1,2474e-003
35,114	-89,679	-28,173	-5,808e-004
35,114	-91,021	-23,479	-1,2604e-004
37,283	-90,306	-26,094	-7,5652e-004
35,838	-88,105	-23,271	1,725e-003
34,611	-88,697	-26,474	1,3147e-003
35,114	-92,117	-18,722	2,259e-005
35,114	-92,965	-13,913	1,0732e-003
37,283	-92,525	-16,588	-2,9041e-004
34,577	-90,959	-16,005	2,7087e-003
35,114	-93,562	-9,0679	1,4823e-003
35,114	-93,906	-4,1978	1,0577e-003
37,283	-93,746	-6,9039	6,3768e-004
32,612	-90,929	-7,018	1,93e-003
35,673	-91,257	-3,2037	3,1286e-003
36,31	-92,31	-6,3122	2,448e-003
35,114	-93,998	0,68352	1,2285e-003
35,114	-93,835	5,563	1,5975e-003
37,283	-93,957	2,8549	1,1833e-003
35,673	-91,321	1,6765	3,2994e-003
33,979	-91,826	4,7349	2,5533e-003
35,114	-93,42	10,428	9,7977e-004
35,114	-92,752	15,264	2,462e-004
37,283	-93,154	12,583	2,2483e-004
34,218	-90,962	13,759	2,1513e-003
36,375	-91,324	13,809	1,3381e-003
35,114	-91,835	20,059	-7,2098e-005
35,114	-90,669	24,8	-5,4831e-004
37,283	-91,347	22,175	-9,9855e-004
34,947	-89,872	21,977	1,5562e-003
35,114	-89,259	29,474	-8,8773e-005
35,114	-87,609	34,069	-2,924e-004
37,283	-88,555	31,529	-8,5788e-004
32,612	-84,258	30,462	1,6754e-003
36,822	-86,238	29,058	7,0031e-004
35,793	-84,829	32,944	1,1258e-003
35,114	-85,722	38,572	-1,5064e-003
35,114	-83,603	42,971	-2,134e-003
37,283	-84,808	40,542	-2,7027e-003
32,612	-82,697	39,041	8,1705e-005
35,411	-81,946	40,889	-1,9535e-004
35,114	-81,26	47,253	-2,6985e-003
35,114	-78,696	51,409	-2,8325e-003
37,283	-80,146	49,118	-4,5252e-003
32,612	-78,007	46,664	8,6899e-004
34,498	-77,281	50,701	-1,5125e-003
36,318	-78,697	48,726	-3,1859e-003
35,114	-75,921	55,425	-7,8807e-004
35,114	-72,941	59,293	4,11e-004
37,283	-74,62	57,165	-3,2545e-003
32,612	-71,781	54,437	1,6183e-003
35,072	-71,55	57,848	-1,7585e-005
34,498	-74,484	54,7	5,32e-004
35,114	-69,768	62,996	4,442e-004
35,112	-66,42	66,516	9,2846e-004
37,282	-68,297	64,587	-3,4007e-003
32,612	-64,477	64,237	2,5034e-003
36,703	-65,138	63,888	-3,1263e-003
35,071	-68,357	61,532	1,5614e-005
34,163	-64,641	66,33	2,3079e-003
35,002	-62,9	69,854	2,6951e-003
34,892	-59,1	73,097	4,4222e-003
36,923	-61,262	71,295	-8,8297e-004
36,244	-58,25	70,833	-5,0844e-004
34,053	-61,103	69,647	4,0746e-003
34,734	-55,318	75,999	4,4333e-003
34,727	-51,786	78,449	3,0403e-003
36,003	-53,596	77,224	1,0328e-003
34,643	-52,442	75,681	2,5512e-003
47,598	-52,045	-78,277	-1,1344e-002
44,074	-48,403	-80,58	-6,1066e-003
45,082	-51,258	-78,795	-1,0037e-002
48,932	-48,546	-76,616	-4,7119e-003
46,535	-50,551	-75,918	-9,818e-003
46,673	-46,821	-77,428	-4,7336e-003
47,194	-55,897	-75,575	-1,665e-002
45,815	-53,741	-77,123	-1,3397e-002
47,268	-53,044	-74,261	-1,3179e-002
46,074	-59,748	-72,569	-1,823e-002
46,102	-63,778	-69,054	-1,5882e-002
43,285	-63,632	-69,188	-1,2671e-002
44,425	-60,572	-71,882	-1,5073e-002
43,443	-61,685	-70,929	-1,3067e-002
45,992	-60,778	-69,235	-1,4927e-002
46,183	-67,383	-65,54	-1,3827e-002
46,185	-70,697	-61,951	-1,2274e-002
43,298	-70,47	-62,209	-1,0494e-002
43,785	-68,861	-63,985	-1,1312e-002
46,078	-69,668	-60,646	-1,2108e-002
45,509	-67,242	-62,433	-1,3654e-002
46,188	-73,818	-58,197	-1,0158e-002
46,188	-76,74	-54,286	-8,2818e-003
43,301	-76,542	-54,565	-8,1255e-003
43,772	-75,105	-56,527	-8,7325e-003
48,631	-71,473	-54,71	-5,4798e-003
46,081	-72,772	-56,879	-9,992e-003
45,293	-74,38	-53,974	-9,1141e-003
46,188	-79,455	-50,228	-6,8752e-003
46,188	-81,956	-46,035	-6,2873e-003
43,301	-81,788	-46,333	-5,9067e-003
43,772	-80,562	-48,434	-6,6415e-003
46,473	-79,223	-47,25	-7,9238e-003
44,206	-79,765	-45,689	-6,1411e-003
46,188	-84,236	-41,717	-5,401e-003
46,188	-86,288	-37,288	-4,5057e-003
43,301	-86,152	-37,602	-4,142e-003
43,772	-85,15	-39,818	-4,8259e-003
48,631	-83,006	-37,157	-4,8618e-003
45,121	-84,905	-35,208	-4,8968e-003
44,861	-81,543	-38,674	-4,7657e-003
46,718	-83,208	-40,45	-5,3554e-003
46,188	-88,108	-32,757	-3,4328e-003
46,188	-89,69	-28,138	-2,6676e-003
43,301	-89,587	-28,465	-2,249e-003
43,772	-88,82	-30,773	-3,2569e-003
48,631	-86,127	-28,112	-3,3914e-003
45,594	-87,366	-26,45	-3,3878e-003
45,121	-86,704	-30,671	-3,824e-003
46,188	-91,03	-23,444	-2,9849e-003
46,188	-92,124	-18,686	-2,7042e-003
43,301	-92,055	-19,021	-2,2488e-003
43,772	-91,532	-21,396	-2,1022e-003
48,631	-88,883	-19,516	-3,4915e-003
44,831	-89,245	-17,371	-2,1275e-003
45,594	-88,685	-21,751	-3,7051e-003
46,188	-92,97	-13,877	-2,1179e-003
46,188	-93,565	-9,0313	-1,9818e-003
43,301	-93,532	-9,3723	-1,1435e-003
43,772	-93,258	-11,789	-1,3764e-003
44,839	-91,05	-8,5475	-1,6252e-003
44,831	-90,07	-12,56	-1,5412e-003
47,063	-91,783	-11,58	-2,779e-003
46,188	-93,908	-4,1612	-1,7139e-003
46,188	-93,997	0,72023	-1,3354e-003
43,301	-93,999	0,37762	-5,0085e-004
43,772	-93,978	-2,0543	-9,3039e-004
44,839	-91,371	-3,6775	-1,3573e-003
45,792	-92,088	0,21143	-2,3773e-003
47,162	-92,04	-2,3681	-2,5536e-003
46,188	-93,833	5,5997	-1,9263e-003
46,188	-93,416	10,464	-2,2445e-003
43,301	-93,453	10,123	-1,4325e-003
43,772	-93,684	7,7024	-1,6879e-003
48,631	-89,71	8,1722	-2,3605e-003
42,729	-90,848	8,3187	5,1339e-004
45,996	-91,277	10,615	-2,9331e-003
45,792	-91,902	5,0885	-2,9683e-003
45,555	-88,862	7,1205	-1,7305e-003
46,188	-92,746	15,3	-2,2078e-003
46,188	-91,827	20,095	-2,8246e-003
43,301	-91,9	19,76	-2,3009e-003
43,772	-92,38	17,376	-1,7688e-003
44,951	-88,757	19,065	-2,2543e-003
