X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
118,16	13,675	-0,37651	-4,5885e-002
115,97	13,878	0,98172	-2,6109e-002
115,81	15,733	0,71185	-6,6901e-003
119,8	12,719	-0,37651	-2,548e-002
122,72	12,309	0,47196	-0,11764
121,43	10,458	-1,0906	-4,0607e-002
121,69	13,094	1,2271	1,8792e-002
116,04	15,728	-17,042	-0,51402
116,76	15,848	-9,5856	-0,33891
117,15	17,473	-15,152	-0,41848
116,75	17,899	-11,08	-0,4012
114,56	19,897	-14,164	-0,59495
117,33	14,135	-11,149	-0,38148
115,81	12,529	-16,311	-0,50437
114,05	17,283	-9,4726	-0,2935
112,95	18,319	-11,444	-0,37501
113,61	14,504	-11,617	-0,35999
114,18	16,786	-15,358	-0,49413
116,95	17,229	-19,062	-0,46909
117,	16,089	-23,062	-0,52259
115,61	12,285	-20,22	-0,55498
117,52	14,788	-21,244	-0,58499
113,97	16,542	-19,267	-0,54474
105,92	18,91	-24,504	-0,2924
105,96	20,891	-22,595	-0,32402
105,15	17,547	-22,654	-0,30942
107,53	18,028	-24,786	-0,54785
106,23	19,433	-19,041	-0,35271
110,	18,622	-20,041	-0,56205
114,42	23,727	0,69734	5,3169e-002
113,17	24,582	2,2099	0,10807
112,76	22,357	3,3173	4,0319e-002
116,43	22,49	1,9572	-2,5731e-004
114,19	22,355	5,5843	0,21916
116,89	22,972	4,1512	0,14941
113,86	26,506	1,9455	7,057e-002
106,47	8,8893	29,637	0,14325
105,6	7,1841	31,022	3,1935e-002
106,09	6,2126	27,858	0,11971
109,48	6,7717	29,721	0,21295
104,61	6,4015	30,278	1,282e-002
102,98	13,651	-30,294	-4,4145e-002
100,68	11,93	-29,931	0,10985
103,19	13,816	-25,884	-1,6238e-002
104,97	8,9232	-26,346	-0,15772
103,17	9,6806	-28,567	3,1392e-002
105,57	14,298	-28,016	-0,25467
105,49	10,628	-29,621	-0,11848
103,73	10,391	-29,766	2,9714e-002
104,03	14,298	-28,921	5,5307e-002
105,94	3,8988	-30,25	-0,20503
109,36	3,5393	-28,404	-0,65957
104,88	3,9934	-28,342	-0,16089
107,01	6,0274	-26,248	-0,2981
105,21	6,7849	-28,469	-0,10899
107,54	7,7321	-29,523	-0,25886
106,07	-13,728	-28,016	0,74837
105,77	-11,314	-28,99	-0,21563
105,7	-15,162	-24,644	7,5033e-002
106,71	-10,194	-25,062	-0,58698
110,99	-12,684	-27,792	-0,86643
105,36	-0,16855	-31,379	-0,63684
105,58	-2,2185	-31,821	-0,68391
108,78	-0,52808	-29,533	-1,0914
104,78	-2,9214	-29,527	-0,65235
105,27	-3,7077	-30,938	-0,68768
105,04	12,806	29,495	-1,2076e-002
104,17	11,101	30,88	-0,12339
102,71	13,352	29,172	-0,16448
102,88	14,805	31,854	4,3751e-002
117,63	24,144	16,306	0,41611
113,52	25,885	13,506	0,57429
120,88	22,735	13,351	0,28976
116,09	23,364	10,978	0,32002
118,79	23,982	9,5449	0,25028
120,85	26,027	11,56	0,22866
119,64	25,254	15,624	0,28302
115,23	23,26	14,809	0,47027
110,48	16,567	-1,6908	-0,12178
111,14	18,511	0,46079	-5,9507e-002
111,89	18,77	-1,912	2,0715e-002
112,84	17,267	0,33167	-4,2838e-002
117,26	17,776	-7,5325	-0,2767
117,85	14,007	-3,3956	-0,12518
117,84	14,012	-7,6013	-0,25698
114,56	17,16	-5,9252	-0,169
116,2	13,568	-5,1124	-0,1846
114,12	14,38	-8,0698	-0,23549
113,1	25,419	-5,2149	-0,33254
114,6	23,248	-9,059	-0,47909
111,72	27,485	-5,8649	-0,3861
110,53	26,375	-6,0413	-0,56654
109,15	26,743	-11,248	-0,50023
108,55	27,689	-8,3902	-0,41098
112,41	25,246	-12,143	-0,67284
110,8	23,668	-9,4226	-0,4529
113,46	24,668	-7,5165	-0,48833
110,45	28,251	-8,3393	-0,63296
109,65	28,114	-10,136	-0,8086
109,56	26,279	-7,3211	-0,47519
112,87	26,234	-1,9886	-9,9453e-002
113,01	25,023	0,17399	9,0087e-003
116,27	22,931	-7,8738e-002	-9,9317e-002
114,61	23,417	-3,6402	-0,20168
115,96	23,212	-1,5645	-8,6373e-003
113,7	26,947	-9,0407e-002	-2,849e-002
115,46	21,398	-16,183	-0,55002
118,46	21,575	-17,187	-0,38229
115,08	18,287	-17,377	-0,4492
115,06	21,825	-12,11	-0,53273
118,73	20,634	-7,2317	-0,26976
114,55	19,211	-7,4195	-0,23128
113,45	20,247	-9,3904	-0,31279
116,11	21,246	-7,4842	-0,34823
118,27	23,252	19,998	0,37023
118,88	24,091	18,409	0,34516
114,47	22,098	17,594	0,53242
99,694	13,397	-31,264	7,8599e-002
103,05	15,766	-30,255	2,4057e-002
103,99	20,157	-24,598	-1,7165e-002
101,47	20,128	-25,572	-0,24566
103,19	16,812	-24,657	-2,5606e-003
105,56	17,294	-26,789	-0,241
103,6	18,687	-27,669	6,7169e-002
104,03	17,294	-27,695	6,8985e-002
116,04	15,811	11,023	0,27154
112,23	17,486	6,0165	5,6561e-002
115,08	19,4	7,7685	0,20686
112,59	16,933	10,575	0,13836
117,78	20,018	6,3354	0,13711
115,21	15,036	4,5325	6,5614e-002
118,28	18,408	6,15	0,13989
115,97	17,991	4,7938	-9,9892e-002
115,05	16,891	4,2627	8,5033e-002
116,11	14,452	7,652	0,15434
110,3	27,19	-2,815	-0,33345
111,63	27,089	-0,47601	-4,4554e-002
109,63	29,86	-1,241	-6,4767e-002
110,22	29,066	-5,113	-0,39987
112,32	29,013	-0,74041	-8,2053e-002
109,04	27,956	-5,2894	-0,58031
108,3	26,155	-2,4702	-0,82065
107,73	26,989	-2,7012	-0,587
108,14	25,984	-4,2712	-0,42254
104,13	23,912	-21,442	-1,8816e-002
102,84	24,781	-17,709	-0,12825
103,64	26,186	-18,352	-5,291e-002
105,75	27,763	-10,547	-0,29202
109,6	25,32	-14,299	-0,55387
103,89	25,347	-14,314	-0,32446
108,	23,742	-11,579	-0,33393
105,45	23,019	-14,493	-0,24372
104,69	26,751	-14,957	-0,24912
106,85	28,188	-12,293	-0,68963
104,8	25,435	-11,366	-0,25074
106,76	26,353	-9,4777	-0,35622
107,9	27,716	11,054	0,62053
106,55	27,208	14,646	0,38275
105,78	25,099	12,416	0,38423
111,22	23,943	10,963	0,54035
108,32	25,013	10,855	0,47961
110,36	23,839	14,795	0,69059
105,48	30,058	7,5314	0,27996
105,02	26,352	9,9791	0,21014
107,97	27,284	6,1881	0,43295
105,78	30,587	8,382	0,30256
107,56	26,266	8,4177	0,30552
107,13	30,174	7,6735	0,64783
107,44	29,24	5,7872	0,35345
106,88	30,192	-5,136e-002	-3,7844e-002
106,17	28,43	-1,3351	-0,37964
104,33	30,031	-0,99482	-0,45487
106,86	29,237	1,3492	8,0639e-002
103,6	27,704	-3,6018	-0,28489
104,89	27,658	-5,6427	-0,21355
103,98	25,299	-2,7281	0,14744
106,06	26,418	-2,7726	-0,67587
105,49	27,252	-3,0036	-0,44222
103,31	26,213	-4,1299	-6,4194e-002
105,9	26,248	-4,5736	-0,27775
103,35	27,441	8,8937	4,3663e-002
101,31	30,814	7,9662	0,29718
104,12	31,677	7,2966	0,13608
102,7	30,772	4,8519	0,3691
104,19	31,868	4,5492	0,16272
105,46	31,264	6,5881	0,48135
105,78	30,329	4,7018	0,18697
102,73	25,801	21,178	0,52152
102,16	22,949	24,872	0,57764
101,64	24,726	20,092	0,59361
100,62	22,176	23,147	0,4971
98,376	24,317	22,918	0,49614
101,61	36,3	-5,4082	-0,10133
100,26	33,229	-7,1232	-0,55532
99,019	36,164	-5,7094	-2,4995e-002
103,03	33,131	-6,789	-0,5009
103,03	33,608	-4,3428	-0,60491
101,03	32,707	-4,6745	-0,66748
102,23	35,166	-7,4162	3,5798e-002
101,87	31,926	-6,5311	-0,53365
102,28	32,6	-3,7084	-0,74795
100,14	41,482	1,6634	-7,4123e-002
98,497	42,527	-1,9188	0,37545
101,01	39,3	1,5983	-0,13754
100,96	39,227	-2,9527	0,31459
100,83	41,481	-2,4432	0,30162
97,195	40,239	1,0604	-0,13372
98,371	39,091	-3,2539	0,39093
97,162	38,205	-0,51301	0,22961
101,15	41,476	0,63784	-2,1903e-002
98,046	44,054	0,52017	0,15481
100,56	40,826	4,0373	-0,35818
98,821	40,045	6,0539	-0,34747
96,743	41,766	3,4993	-0,35436
100,7	43,003	3,0768	-0,24255
97,211	45,289	3,5089	-0,13777
89,263	37,336	22,527	-1,6644
86,69	35,763	18,41	-2,1198
88,867	33,615	22,387	-1,4415
86,771	32,562	19,953	-1,8285
84,823	34,725	23,08	-2,4445
85,43	36,072	24,294	-3,632
87,017	32,362	24,032	-1,9144
99,826	45,614	26,907	0,15086
97,257	47,778	23,779	-0,35517
102,19	42,764	25,543	0,34371
102,12	42,119	27,101	0,37368
102,39	42,347	22,581	0,18011
102,58	41,457	25,813	0,33726
100,44	39,713	-22,488	0,12871
103,89	27,438	17,782	0,11219
103,67	25,844	13,571	-2,7636e-002
102,8	26,364	16,696	0,18428
103,42	29,293	15,01	0,58278
94,722	27,125	1,0789	0,47591
99,117	22,292	0,24018	3,5908e-002
94,592	24,671	4,1954	0,23988
94,476	23,094	-0,9965	1,3981e-002
92,776	25,176	0,8627	0,14376
95,77	25,859	-1,629	-8,6653e-002
85,877	66,712	17,783	0,29936
87,777	66,793	19,422	-0,18407
86,57	67,493	18,582	3,9356e-002
84,725	59,833	23,327	1,1999
85,883	63,204	23,52	0,42836
87,471	60,889	24,69	0,29298
84,6	61,726	23,018	1,1968
101,42	41,57	-13,483	0,5018
99,03	40,897	-13,854	0,78423
98,53	40,357	-9,0171	0,62054
101,51	41,189	-11,482	0,53908
85,561	32,852	-19,369	2,0996
88,504	30,126	-20,824	0,83093
84,631	31,682	-20,193	1,8796
81,794	64,921	-15,75	-2,1884
82,309	63,262	-18,341	-0,44514
82,353	65,565	-17,067	-1,942
84,847	65,742	-16,816	-1,0012
83,732	64,306	-19,087	-1,7844
85,277	66,055	-21,334	-0,51328
85,822	66,72	-21,341	-0,28462
86,225	60,855	-22,152	-0,56314
88,138	59,734	-21,977	0,23887
90,038	60,612	-23,489	0,25009
86,772	63,697	-22,056	-0,30439
87,664	62,102	-23,238	3,3274e-002
87,317	64,362	-22,063	-7,5722e-002
86,089	63,197	-21,183	-0,96321
84,781	44,813	25,082	-1,8281
81,909	43,483	23,67	-1,6395
88,107	41,814	23,274	-1,6544
85,316	45,117	22,615	-1,882
83,839	45,431	24,397	-1,9597
86,718	43,066	25,038	-1,7743
83,886	42,157	24,992	-2,4512
98,736	44,052	-3,5864	0,53055
91,954	44,081	-5,1594	1,1345
95,103	42,81	-8,2903e-002	9,5212e-002
96,279	41,663	-4,3972	0,61986
92,802	45,256	-1,9749	0,6879
99,057	44,047	-0,50544	0,20703
95,57	46,334	-7,3378e-002	0,31181
88,522	51,439	-21,116	0,75591
90,854	49,117	-22,013	1,1663
87,482	51,709	-17,384	1,8283
94,84	44,376	-17,021	1,0953
90,117	53,186	-20,275	0,75323
89,766	45,978	-19,674	1,8582
88,635	48,711	-19,109	2,0106
90,014	46,254	-12,946	1,4463
86,875	48,752	25,588	-1,1081
85,971	46,589	23,028	-1,5228
84,494	46,904	24,811	-1,6004
87,373	44,538	25,452	-1,4151
75,639	64,695	-13,424	-3,6844
77,044	62,36	-16,43	-2,0423
80,251	63,423	-16,242	-1,1904
83,351	64,589	-11,956	-1,6197
80,294	65,726	-14,967	-2,6873
80,478	66,657	-11,671	-2,044
82,789	65,903	-14,717	-1,7464
77,583	61,623	-13,402	-2,0244
81,305	60,948	-10,441	-1,2972
99,54	39,98	-15,035	0,6803
102,02	40,272	-12,662	0,43515
83,965	37,955	-23,554	3,2293
86,757	38,281	-23,984	2,5546
85,881	40,441	-22,79	3,0364
84,025	39,952	-24,641	2,9778
79,284	44,756	3,3088	-0,31966
77,449	47,181	2,6235	-0,38901
78,841	47,707	-1,249	0,5088
76,431	47,013	-0,19081	1,0601
79,707	46,72	2,0943	-0,39831
82,982	56,435	23,037	0,29805
82,416	58,803	21,864	1,6176
84,29	54,773	23,528	0,73975
84,542	57,168	19,73	1,237
83,833	60,011	22,203	1,6232
78,253	60,066	18,052	4,2965
80,778	61,352	19,07	2,6382
82,415	64,735	17,277	2,1779
82,904	59,716	16,936	2,2576
81,369	65,28	15,583	2,4429
85,015	23,445	10,83	-0,41749
85,046	23,336	6,7935	-6,2203e-003
89,397	23,026	8,4252	0,3389
86,761	24,02	10,925	1,3156e-003
85,917	20,565	10,098	-0,6304
87,293	25,985	9,2141	-0,19424
82,345	25,315	11,478	-0,44012
82,941	28,088	10,401	-1,2964
83,258	27,183	13,282	-1,2872
85,753	25,448	12,376	-0,7749
83,475	29,121	15,996	-1,4315
85,774	29,744	17,219	-1,466
66,644	70,189	2,4655	0,36056
70,394	68,943	6,9417	1,0901
69,385	69,721	-0,62277	-5,9084e-002
75,503	68,202	3,0661	0,61476
69,91	65,728	2,9071	0,89908
75,252	69,89	0,48903	0,14196
75,497	70,985	1,6698	0,27139
75,622	70,584	4,1058	0,46799
72,171	70,731	0,93425	0,22116
80,076	25,812	7,9039	0,19069
79,411	26,618	12,766	0,2595
81,278	28,531	9,5989	-0,54286
81,595	27,625	12,48	-0,53361
58,325	70,344	-0,68644	3,2935e-002
52,288	67,782	-2,6539	8,9551e-002
52,528	68,395	-0,32602	-2,4068e-002
56,318	66,053	-3,9994	-0,3141
55,606	67,	-7,0692e-002	0,17465
57,801	70,061	-5,1182	-0,40997
78,915	55,835	21,371	1,9476
81,44	57,121	22,389	0,28933
83,315	53,091	24,053	-0,5885
83,566	55,485	20,255	-9,1226e-002
64,16	70,032	-1,2781	-0,21641
58,58	69,908	5,1765	0,40486
59,412	66,208	-1,5028	-0,1438
64,685	66,038	2,2518	0,74176
58,7	67,154	2,4259	0,34495
60,895	70,215	-2,6216	-0,23967
66,315	66,236	13,592	2,2597
68,436	64,793	6,7281	1,4712
68,57	63,758	11,26	3,1253
79,231	25,971	2,136	5,102e-002
80,699	29,796	-1,5241	-0,12321
81,53	25,364	1,6734	-0,16853
75,831	29,485	1,9408	-0,29821
77,249	29,678	-2,2839	0,38358
82,658	28,408	-0,8508	-0,12791
82,753	26,318	-2,9178	0,12742
79,77	24,333	-0,31943	0,10535
80,232	24,642	-3,0949	-0,19574
75,887	25,653	1,7009	-7,1935e-002
85,725	63,979	-6,0546	-9,289e-002
84,306	68,045	2,7777e-002	0,11017
78,972	60,339	-2,7506	0,31979
81,811	65,194	0,58197	0,41584
81,56	66,882	-1,9951	-5,6963e-002
82,236	59,81	5,3968e-002	0,57841
82,852	66,048	-5,7692	-0,51713
83,679	60,338	-4,54	0,22967
69,222	66,936	-8,7825	-2,5356
62,153	65,741	-4,5911	-0,56344
67,426	65,571	-0,8364	0,32211
66,083	63,906	-6,2384	-1,1215
63,636	69,748	-5,7099	-0,65931
69,687	70,574	-2,8093	-0,35581
72,948	61,972	-16,204	-2,7931
68,404	61,278	-10,655	-3,0211
73,486	61,236	-13,176	-2,7752
84,2	56,301	-22,931	-0,52075
84,448	51,852	-24,56	0,50804
86,85	51,111	-24,494	0,69437
83,479	53,704	-19,865	1,3564
81,897	52,583	-24,167	1,373
86,113	55,181	-22,755	0,28126
84,632	50,706	-21,589	1,5386
84,652	55,019	-24,453	0,19466
86,136	54,137	-24,685	0,41929
82,324	60,466	-20,549	-0,38628
83,161	56,571	-19,199	0,55167
85,795	58,048	-22,09	-0,52343
84,334	57,886	-23,788	-0,61003
83,746	61,511	-21,296	-1,7255
70,499	33,973	-17,587	3,4176
67,619	40,417	-21,01	3,9129
76,131	33,965	-18,553	2,6303
70,296	40,102	-15,75	4,8528
73,289	37,513	-14,792	4,2574
76,821	37,047	-17,526	4,2122
73,341	41,533	-18,193	5,2512
83,228	47,845	-24,874	1,1654
84,543	43,966	-22,469	2,0436
83,413	46,699	-21,903	2,196
82,687	43,477	-24,32	1,985
83,374	44,645	-25,604	2,5133
52,657	66,387	9,1613	0,72962
52,783	67,959	5,5369	0,34786
55,861	66,564	5,7922	0,54657
82,646	25,704	-11,176	0,59131
83,162	25,841	-13,11	0,3164
80,574	28,797	-15,021	0,17428
83,128	28,767	-11,984	0,8255
77,616	26,565	-11,24	0,24157
50,129	65,76	12,357	0,53157
49,818	63,488	-0,2908	-3,873e-002
49,586	65,987	0,20317	0,20285
53,376	63,646	-3,4702	-8,7184e-002
52,664	64,592	0,4585	0,40156
48,701	63,668	-1,2311	0,56136
50,053	63,203	-1,8851	0,61903
81,769	25,26	4,6701	-0,15162
76,07	29,381	4,9375	-0,2813
80,672	28,585	6,8277	-0,66562
80,009	24,229	2,6772	0,12225
76,126	25,55	4,6976	-5,5031e-002
49,278	62,797	-22,879	-0,26257
50,435	60,869	-21,414	-0,44165
49,254	62,178	-18,964	-0,42027
48,42	63,781	-20,44	-9,3266e-002
49,364	61,801	-22,435	-0,13361
49,708	64,638	-21,709	-0,21694
48,694	64,69	-21,188	-6,4677e-002
50,383	59,158	-3,475	-0,41405
48,506	58,583	-5,667	-7,0021e-002
49,511	60,117	-2,5248	0,37536
47,2	59,386	-2,8387	8,745e-002
83,594	32,07	-6,6179	0,61992
78,955	33,4	-2,9473	0,22626
84,364	32,13	-1,5143	-0,28524
84,459	30,04	-3,5812	-2,9904e-002
64,241	30,402	-14,703	1,5533
68,21	36,827	-13,353	3,2277
71,203	34,237	-12,395	2,6323
66,231	33,1	-11,855	2,124
71,086	28,458	-12,375	1,0725
49,932	62,529	5,6614	0,22941
49,751	60,149	2,7038	0,41348
50,058	64,101	2,0371	-0,15235
53,135	62,706	2,2924	4,6366e-002
49,172	61,781	0,60279	0,20616
50,524	61,317	-5,1263e-002	0,26384
48,664	61,41	-23,965	-4,0668e-002
49,008	64,246	-23,239	-0,124
44,978	54,5	18,008	-0,16503
45,044	56,188	13,99	0,23497
48,192	61,148	13,157	0,66491
50,448	57,077	15,923	1,5701
49,426	56,956	11,979	0,82677
48,997	54,684	19,032	9,1898e-002
52,956	56,676	-21,841	1,094
53,092	53,79	-23,56	1,4084
50,712	54,64	-22,073	1,7146
52,739	51,378	-21,4	2,1896
54,858	52,746	-23,392	2,3468
58,905	54,705	-22,683	1,7278
78,349	58,203	20,198	3,2671
73,559	54,436	12,856	3,4411
80,476	56,568	18,063	2,8866
75,83	52,621	17,641	1,9132
74,393	54,265	20,565	2,07
72,022	58,213	15,468	4,7569
74,161	56,384	-20,362	1,7953
78,205	53,553	-18,824	3,5852
76,623	52,432	-23,126	3,6018
72,835	52,017	-16,765	3,6204
74,7	55,648	-17,334	1,8132
74,033	49,474	-18,958	5,1007
51,029	55,664	-23,197	-0,2134
49,712	59,859	-19,029	-0,5064
48,649	56,513	-21,71	9,2782e-002
49,821	59,482	-22,5	-0,21975
51,428	50,772	-25,007	0,61737
48,785	53,627	-23,428	0,40717
50,813	50,365	-22,755	0,88222
50,237	53,35	-26,239	0,31621
52,932	51,734	-24,747	1,0393
65,33	43,27	-16,776	3,723
58,935	42,913	-22,12	1,7372
61,052	45,029	-17,925	2,8889
62,722	49,096	-22,599	1,7614
44,056	55,426	26,52	-0,44285
44,673	57,808	25,711	-0,35793
44,252	51,213	22,297	-0,74822
43,211	51,849	15,464	-0,40714
46,491	49,479	22,295	-0,91598
48,615	52,738	17,396	0,928
44,554	46,777	22,385	-1,0468
46,062	47,465	20,298	-1,1931
47,164	50,345	20,506	-0,55021
43,726	54,572	0,67472	0,41055
47,893	57,372	3,1863	0,86023
47,676	52,836	1,5417	0,60498
46,013	53,474	4,0656	0,36474
49,307	55,561	4,9655	0,83801
46,083	57,963	2,4931	0,25539
43,539	52,403	-3,921	0,45516
44,828	51,36	-0,29155	0,51597
43,165	51,998	2,2323	0,27573
40,271	53,499	-2,8127	0,37315
33,35	42,334	-24,739	-0,1872
33,552	42,076	-27,301	-0,23122
50,508	39,345	-24,2	2,5201
48,	41,621	-24,134	1,7864
53,333	41,56	-22,927	1,5
52,311	43,004	-24,262	1,4729
52,212	39,029	-22,854	1,3757
50,196	41,184	-21,974	2,136
50,65	40,99	-25,077	2,7112
75,584	36,543	-3,0071	0,88906
74,827	38,791	-5,9537	2,2587
75,294	38,616	-0,93371	1,1511
57,199	29,947	-14,533	1,1446
62,058	32,805	-11,369	1,8848
56,427	34,352	-14,212	1,8371
57,758	31,42	-11,146	1,3722
36,248	41,148	-21,194	0,46366
33,577	41,039	-25,387	-7,3613e-002
47,058	40,087	-24,685	1,9977
48,854	36,738	-22,264	2,3902
51,27	37,495	-23,404	1,587
49,254	39,65	-22,524	2,3473
49,709	39,456	-25,627	2,9225
47,598	50,531	25,111	-0,85705
45,661	47,83	25,201	-0,98792
45,568	53,332	26,045	-0,59901
48,271	51,397	23,322	-0,49128
53,251	25,933	10,373	-0,63735
54,822	30,918	10,985	-0,68977
52,041	28,044	11,837	-0,73534
54,669	28,276	14,009	3,6659e-002
57,428	29,078	7,8262	-0,28709
53,066	26,465	11,929	-0,89403
56,975	26,48	11,093	-0,30004
48,628	33,419	-20,586	1,7735
47,135	31,069	-20,118	1,005
49,388	29,883	-20,494	1,4569
34,955	43,388	-0,89134	0,13625
37,143	41,636	-5,3935	0,5122
40,176	42,727	-0,71923	0,26268
36,749	41,061	-0,36182	0,18235
34,097	43,219	-1,9265	0,1507
40,063	43,462	-5,14	0,67351
54,653	50,695	-4,0301	0,39614
54,547	47,39	-3,8412	0,45856
56,23	48,998	-0,44441	0,93636
33,805	34,808	4,3081	8,3522e-002
34,587	36,733	7,8629	-0,42563
37,935	35,244	8,1703	-0,23179
37,414	32,901	5,0378	-4,66e-003
33,154	34,557	6,238	0,10561
33,708	37,194	4,4709	-0,19714
36,298	36,973	4,4852	-3,159e-002
34,646	33,309	6,077	0,18659
50,691	26,118	5,6301	-0,6081
48,859	23,869	7,5769	-0,52466
50,038	26,077	10,138	-1,1247
51,392	23,207	6,842	-0,66678
51,063	24,498	10,23	-1,2833
35,225	43,69	3,6517	-0,16228
39,695	42,313	1,9485	4,9787e-002
33,677	40,868	2,2917	-0,1961
36,268	40,647	2,3059	-3,0548e-002
33,616	42,806	0,74123	-6,219e-002
34,108	9,6151	-31,412	0,1581
35,126	9,5569	-28,933	0,15626
36,18	5,535	-30,079	0,20939
37,323	6,0379	-32,478	0,20709
34,98	8,5508	-33,097	0,11701
38,439	12,034	-30,71	0,27706
41,496	7,7714	-28,807	0,58761
34,157	7,865	-30,971	0,12167
29,849	13,91	-28,648	-8,9316e-002
32,08	16,482	-25,702	-3,632e-002
31,679	13,42	-26,785	-3,9684e-003
31,163	18,008	-27,914	-9,4652e-002
29,849	16,18	-25,174	-0,16774
30,361	18,009	-27,048	-8,3284e-002
28,944	17,833	-25,683	-0,31424
50,03	33,22	17,51	-1,9358
48,188	27,869	18,474	-1,2825
52,448	31,375	13,788	-1,7675
48,287	30,392	17,217	-1,7192
49,667	28,502	14,639	-1,8131
52,295	28,733	16,811	-1,0411
14,169	-5,2364	-28,731	-0,74237
12,07	-4,1812	-25,001	-0,60763
14,992	-1,7404	-28,848	-0,64796
11,79	1,5958	-30,207	-0,29989
13,907	14,378	-25,318	-0,31875
15,89	8,9164	-27,966	-0,29752
8,5891	12,614	-28,154	-0,20958
11,82	8,2552	-29,359	-0,17936
6,8863	17,686	-7,3963	-0,13962
11,206	23,129	-2,908	-8,8471e-002
7,3437	17,621	6,0457	6,8752e-002
8,0908	10,179	0,68338	6,1958e-003
13,501	17,391	-4,9728	-0,16763
13,737	18,061	2,2576	6,1253e-002
5,7013	11,934	-2,0833	-8,2082e-002
36,407	-5,9189	-32,116	0,26764
34,852	-11,989	-30,663	1,9726
34,036	-8,3852	-31,222	0,23562
37,294	-14,21	-29,636	1,296
34,91	-7,0093	-27,579	0,4839
35,022	-10,34	-28,959	1,2566
33,951	-10,556	-30,487	1,0215
40,09	-9,9655	-26,263	1,5064
49,227	37,13	20,741	-1,9086
47,432	40,014	24,714	-1,8178
47,555	34,804	22,652	-1,7873
48,803	35,056	25,311	-2,6548
49,129	34,8	23,36	-2,3351
30,272	10,929	-30,489	-9,6204e-003
32,102	10,438	-28,626	7,5727e-002
31,132	8,7465	-30,663	4,1144e-002
33,707	-4,9344	-32,126	-3,6411e-003
34,581	-3,5584	-28,483	0,24465
35,652	-6,583e-002	-30,729	0,10426
36,795	0,43714	-33,127	0,10196
33,584	-0,87091	-32,968	-3,7653e-002
33,596	-2,752	-32,385	-0,16713
34,464	-2,9471	-34,119	-8,8249e-002
31,749	-15,582	-28,484	2,7153
35,411	-16,829	-29,087	2,7617
34,076	-15,17	-26,746	2,8978
33,139	-12,959	-28,41	2,7223
32,067	-13,175	-29,938	2,4872
11,149	17,451	-18,073	-0,32654
17,73	12,461	-25,216	-0,39546
17,764	17,156	-15,649	-0,35455
21,89	15,638	-19,872	-0,31317
5,6955	20,67	-16,136	-0,1411
13,167	16,683	-11,154	-0,26441
5,3671	11,226	-8,2649	-0,17886
17,487	22,126	-6,666	-0,21325
17,723	22,796	0,56432	1,5627e-002
18,696	29,117	-3,8431	-0,16868
16,548	28,671	-1,6378	-6,0634e-002
18,93	26,247	-3,7096	-0,14788
12,644	21,856	12,422	0,25616
18,711	23,74	15,535	0,43459
19,038	22,296	8,634	0,24866
22,395	27,689	12,111	0,64372
17,862	28,171	6,432	0,1724
16,645	-21,062	-17,195	-0,22965
15,067	-26,012	-10,026	-9,8314e-003
19,248	-21,85	-10,593	-0,11965
13,413	-21,973	-17,799	-4,7774e-002
20,772	-23,2	-13,524	-0,21134
32,181	18,801	26,942	4,801e-002
30,88	18,605	22,115	0,14506
33,054	17,33	25,367	3,3658e-002
30,443	20,988	23,141	0,27083
30,964	19,651	25,641	0,24735
33,138	21,695	28,033	0,30163
35,392	18,622	21,323	-9,6188e-002
30,896	21,32	24,61	0,48258
17,053	-12,724	-24,03	-0,73184
14,232	-6,9325	-23,968	-0,88814
17,154	-4,4917	-27,815	-0,92846
20,251	-9,117	-23,032	-0,83644
14,954	-11,669	-20,3	-0,5971
20,973	-13,854	-19,365	-0,54541
12,015	-14,412	-19,235	-0,41626
20,378	-18,25	-13,761	-0,33081
14,543	-18,373	-20,967	-0,25894
21,902	-19,599	-16,692	-0,42251
7,9243	-1,2187	-3,5543	-0,12931
7,109	-6,9943	-4,4159	-0,13929
9,5106	-5,1391	-14,964	-0,53362
15,203	-3,6435	-7,932	-0,2435
5,5349	0,53607	-6,321	-0,21758
6,5719	-7,8816	-13,898	-0,35278
11,714	15,14	18,416	0,28649
16,711	8,3175	25,333	0,40105
22,378	14,625	21,249	0,26047
17,781	17,025	21,529	0,46492
18,107	15,58	14,628	0,27899
22,498	8,7388	23,512	0,29935
21,867	7,8635	16,895	0,21747
12,256	9,3171	26,034	0,26764
8,2139	9,4052	7,9437	0,11779
13,534	18,731	16,419	0,35878
13,86	17,287	9,518	0,17285
5,6257	21,307	15,241	7,3976e-002
29,335	23,806	-16,829	-0,26747
30,862	22,16	-19,516	-0,32433
27,807	25,261	-18,363	-0,80148
28,097	21,402	-22,218	-0,53349
28,307	8,9947	-30,066	-0,1475
27,899	3,1553	-30,449	-0,44911
23,433	6,8138	-29,061	-0,28621
29,032	4,9846	-30,643	-0,12972
30,137	8,5043	-28,202	-6,2156e-002
26,588	4,5499	-27,322	-0,40339
28,956	5,9067	-31,294	-0,10259
25,439	3,8661	-30,529	-0,31987
29,167	6,8124	-30,24	-9,674e-002
15,02	-27,036	7,9757	5,618e-003
14,784	-23,71	15,663	9,7181e-002
19,195	-23,236	9,3444	0,10077
8,1246	-2,7957	9,6848	0,26721
7,3093	-8,5712	8,8232	0,25723
11,366	-14,104	17,96	0,34924
14,139	-8,0137	16,345	0,58882
