X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
51,	-83,458	34,075	-0,3756
51,	-85,211	28,79	-0,30341
48,014	-84,942	32,903	-0,34798
51,	-84,985	40,168	-0,32467
48,631	-86,261	37,35	-0,31469
48,557	-85,437	39,199	-0,32988
51,	-82,531	36,333	-0,39269
51,	-82,785	44,526	-0,34905
48,631	-83,092	43,951	-0,35485
48,557	-84,39	41,405	-0,34313
51,	-81,488	38,54	-0,40594
51,	-79,924	41,847	-0,44382
47,529	-81,211	41,822	-0,42436
49,618	-81,219	43,808	-0,40003
51,	-80,362	48,765	-0,36771
48,631	-81,923	46,094	-0,36598
48,557	-80,911	47,848	-0,3737
51,	-78,768	43,997	-0,45494
51,	-78,186	47,881	-0,43799
49,618	-80,063	45,958	-0,41116
51,	-77,721	52,871	-0,37627
48,631	-78,086	52,331	-0,38264
48,557	-79,641	49,933	-0,38123
51,	-76,92	49,968	-0,44553
51,	-74,871	56,835	-0,37249
48,631	-76,701	54,341	-0,38367
48,557	-75,513	55,98	-0,38176
51,	-75,547	51,986	-0,44656
51,	-72,69	54,552	-0,48366
51,	-71,82	60,646	-0,35407
48,631	-72,239	60,146	-0,36376
48,557	-74,034	57,923	-0,37695
51,	-71,214	56,497	-0,47885
51,	-68,574	64,293	-0,3206
48,631	-70,653	62,001	-0,35015
48,557	-69,3	63,51	-0,33629
51,	-65,69	60,8	-0,51116
51,	-69,639	58,362	-0,46524
48,672	-67,807	62,608	-0,39762
51,	-65,143	67,767	-0,27724
48,593	-65,61	67,315	-0,28487
48,557	-67,628	65,288	-0,31643
51,	-64,021	62,581	-0,49129
51,	-62,819	65,825	-0,39386
48,672	-66,137	64,389	-0,37776
51,	-61,537	71,058	-0,22258
48,593	-63,84	68,996	-0,26138
48,306	-62,079	70,585	-0,23391
51,	-61,059	67,517	-0,37037
51,	-57,764	74,157	-0,15615
49,105	-58,173	73,837	-0,16377
48,306	-60,225	72,173	-0,20274
51,	-56,098	71,163	-0,31147
51,	-59,214	69,115	-0,3392
47,83	-58,18	71,349	-0,26861
51,	-53,836	77,056	-9,091e-002
49,105	-56,236	75,323	-0,12851
48,526	-54,573	76,537	-0,10028
51,	-54,172	72,663	-0,27621
47,785	-53,247	74,839	-0,19472
49,722	-53,046	75,917	-0,15202
51,	-49,763	79,748	-3,6333e-002
48,994	-51,195	78,836	-5,0656e-002
48,526	-52,567	77,928	-7,0308e-002
51,	-52,171	74,061	-0,24624
51,	-48,457	75,456	-0,24206
49,722	-51,045	77,315	-0,12205
48,5	-45,555	82,224	-8,5459e-003
48,994	-49,131	80,138	-2,6051e-002
47,738	-47,676	81,012	-9,9452e-003
51,	-46,386	76,748	-0,21746
47,451	-46,717	79,487	-9,8303e-002
49,722	-48,974	78,607	-9,7444e-002
43,5	5,3602	-36,509	0,52127
45,99	2,3635	-36,824	0,23545
43,727	3,7343	-36,711	0,37617
48,5	5,2764	-32,287	0,83329
48,5	2,6555	-33,981	0,63743
44,75	8,2985	-36,077	0,71259
44,409	4,5542	-33,98	0,50029
46,115	8,5011	-33,637	0,78177
45,93	6,0847	-31,202	0,77079
38,5	5,3602	-36,509	0,30387
41,227	3,7343	-36,711	0,29245
42,25	8,2985	-36,077	0,62887
41,909	4,5542	-33,98	0,41657
39,066	7,0469	-34,114	0,33809
39,257	4,3513	-34,872	0,30655
34,75	5,3602	-36,509	0,11035
35,569	2,629	-36,806	0,12203
38,727	3,7343	-36,711	0,15878
35,844	9,8805	-35,845	6,4561e-002
39,75	8,2985	-36,077	0,4952
34,602	3,8549	-35,816	9,9621e-002
34,529	5,8974	-34,733	0,13314
36,566	7,0469	-34,114	0,20441
36,757	4,3513	-34,872	0,17287
34,413	6,8642	-35,491	8,2801e-002
38,5	-17,039	-32,731	5,3965
34,75	-17,039	-32,731	4,412
35,361	-13,775	-34,232	1,5428
38,03	-14,944	-33,739	0,36009
36,818	-18,279	-35,113	4,0831
34,374	-14,113	-32,423	1,8915
39,886	-15,588	-30,386	4,1412
34,445	-17,505	-31,064	3,3556
35,498	-19,602	-32,204	3,7982
36,368	-13,204	-31,971	2,315
34,484	-15,823	-31,422	3,7807
36,927	-18,044	-30,395	3,1041
43,5	-17,039	-32,731	6,4082
40,53	-14,944	-33,739	1,6335
39,318	-18,279	-35,113	5,3565
42,875	-18,274	-35,105	5,5726
43,596	-19,176	-32,025	4,6542
42,386	-15,588	-30,386	5,4146
37,998	-19,602	-32,204	5,0716
39,427	-18,044	-30,395	4,3775
40,467	-20,657	-33,629	5,5969
46,055	-13,149	-34,478	1,8498
43,03	-14,944	-33,739	1,3718
45,375	-18,274	-35,105	5,3108
46,096	-19,176	-32,025	4,3925
44,886	-15,588	-30,386	5,1529
37,592	50,227	-29,921	-0,11687
40,611	51,858	-29,682	4,7278e-002
39,58	53,8	-29,331	-0,1075
37,667	52,213	-28,692	-0,20161
38,688	53,981	-28,315	-0,14687
36,745	50,615	-28,927	-0,31253
37,898	52,197	-29,492	-0,17484
38,967	54,09	-29,142	-0,17238
41,179	49,299	-30,058	9,7422e-002
38,015	48,833	-27,867	0,11783
40,735	52,006	-27,919	0,29263
33,825	43,703	-30,879	-0,38301
31,759	42,763	-30,476	-0,54006
37,413	41,031	-31,271	-3,0655e-003
34,275	39,181	-31,543	-0,24687
33,331	41,426	-29,534	-0,27869
35,708	46,965	-30,4	-0,23743
32,701	44,394	-30,237	-0,48333
33,623	45,992	-30,002	-0,50374
39,296	46,037	-30,536	-2,3144e-002
38,354	42,662	-31,032	5,3668e-002
36,132	45,57	-28,346	-2,7393e-003
34,046	44,352	-28,646	-0,33555
34,273	43,057	-29,295	-0,22196
35,487	49,22	-29,528	-0,34425
34,565	47,623	-29,763	-0,41489
36,956	50,566	-29,731	-0,20656
40,238	47,668	-30,297	6,5702e-002
37,073	47,201	-28,107	8,6107e-002
44,767	51,858	-29,682	0,21129
48,922	50,695	-29,852	0,39727
47,883	51,858	-29,682	0,19021
46,569	54,632	-29,14	0,21408
45,335	49,299	-30,058	0,26144
48,017	51,137	-28,329	0,659
47,328	50,229	-27,76	0,73161
44,89	52,006	-27,919	0,45664
48,076	52,891	-28,622	0,38716
48,04	50,417	-29,161	0,72714
41,652	53,803	-29,33	2,4924e-002
44,491	54,632	-29,14	0,18249
43,257	49,299	-30,058	0,22985
42,812	52,006	-27,919	0,42505
47,204	67,949	-21,951	0,39973
48,	70,901	-18,772	0,49033
46,878	69,32	-20,083	0,64025
49,5	69,818	-20,048	0,18618
46,495	68,645	-20,782	0,45158
46,839	68,375	-21,425	0,36563
48,724	68,658	-20,374	0,28106
48,719	67,756	-21,273	0,19954
48,374	69,323	-19,476	0,32424
48,002	68,259	-19,349	0,29795
47,705	67,808	-20,752	0,35181
41,634	57,612	-28,244	-0,12733
40,721	57,631	-27,291	-0,16215
39,729	55,912	-27,9	-0,16923
41,033	57,843	-28,041	-0,20182
40,01	55,986	-28,653	-0,19473
43,454	56,535	-28,607	2,7709e-002
41,775	53,937	-27,504	0,27027
42,246	57,113	-26,884	0,16278
43,612	61,283	-26,646	2,0444e-002
42,681	61,151	-25,781	-8,5422e-002
41,731	59,506	-26,62	-0,15962
43,02	61,451	-26,442	-0,16437
42,04	59,671	-27,302	-0,19929
44,464	58,414	-27,944	3,0234e-002
43,256	58,988	-26,213	0,16531
45,481	64,75	-24,544	0,24385
47,781	63,006	-25,682	-0,13844
44,839	64,716	-24,459	0,12167
43,975	63,184	-25,457	-1,9125e-002
45,428	60,265	-27,149	0,17548
45,258	62,675	-24,253	0,24796
46,808	61,016	-25,591	4,5844e-002
46,57	62,726	-25,033	-1,9669e-003
46,656	61,73	-24,589	0,12699
44,22	60,776	-25,287	0,31055
45,436	66,153	-22,615	0,25924
48,681	66,607	-23,128	0,14964
45,729	66,332	-23,242	0,19983
45,999	66,853	-22,805	0,28791
46,159	64,346	-23,078	0,32612
48,17	64,788	-22,328	-1,6749e-002
47,471	64,397	-23,858	7,6195e-002
47,901	66,237	-22,689	0,12182
46,887	66,289	-22,168	0,27409
48,	70,901	18,772	-0,53144
47,204	67,949	21,951	-0,53233
46,878	69,32	20,083	-0,78531
49,5	69,818	20,048	-0,24512
46,495	68,645	20,782	-0,63707
46,855	68,434	21,361	-0,56909
47,075	70,62	18,759	-0,66242
48,367	67,306	20,569	-0,30761
48,215	68,786	19,269	-0,37733
48,525	70,244	19,229	-0,41032
48,	73,447	-15,058	0,45662
47,	71,718	-15,943	0,58377
46,833	70,75	-18,359	0,65313
49,5	71,26	-18,316	0,19907
49,5	72,634	-16,38	0,24739
47,	71,081	-16,87	0,64234
47,153	72,333	-16,494	0,60325
48,324	70,801	-16,695	0,31233
48,65	72,076	-15,538	0,31899
48,374	70,732	-17,72	0,33712
48,	75,409	-11,005	0,36242
47,	73,889	-12,006	0,43059
49,5	73,792	-14,447	0,20079
49,5	74,852	-12,323	0,27135
47,132	73,505	-14,557	0,55666
47,301	75,076	-11,491	0,40474
48,65	73,207	-13,59	0,27239
49,028	74,173	-11,56	0,24742
48,	76,741	-6,7038	0,24356
49,5	75,7	-10,235	0,22374
49,5	76,421	-7,9729	0,23998
47,163	76,437	-7,188	0,26876
47,316	75,871	-9,3738	0,35713
48,53	74,973	-8,4823	0,21982
48,432	75,96	-7,6117	0,24592
49,028	74,999	-9,4656	0,19981
48,	77,415	-2,2515	8,5472e-002
47,	76,286	-3,3682	0,12469
49,5	76,938	-5,7798	0,16873
49,5	77,303	-3,4336	0,12039
47,202	77,245	-2,2965	8,3646e-002
47,181	76,907	-4,9757	0,19751
48,621	75,726	-4,5526	0,13285
48,592	75,892	-2,6102	9,8504e-002
48,432	76,463	-5,4171	0,17468
48,	77,415	2,2515	-9,2215e-002
49,5	77,477	-1,1872	3,3553e-002
49,5	77,477	1,1872	-3,6895e-002
47,234	77,348	-3,5447e-002	-3,1882e-003
48,592	76,061	-0,36507	1,167e-002
48,635	76,71	1,1376	-2,7325e-002
48,	76,741	6,7038	-0,25193
49,5	77,303	3,4336	-0,12775
49,5	76,938	5,7798	-0,17198
47,186	76,93	4,8454	-0,20152
47,2	77,25	2,2258	-9,4041e-002
48,595	75,657	4,7859	-0,13874
48,635	76,541	3,3828	-0,11818
48,	75,409	11,005	-0,3711
47,	75,424	7,78	-0,30958
49,5	76,421	7,9729	-0,24084
49,5	75,7	10,235	-0,24958
47,218	75,854	9,303	-0,3671
47,164	76,469	7,061	-0,27038
48,522	74,356	9,749	-0,22729
48,595	75,154	6,9805	-0,2076
48,967	74,973	8,5977	-0,18966
48,	73,447	15,058	-0,46328
47,	73,889	12,006	-0,44367
49,5	74,852	12,323	-0,29989
49,5	73,792	14,447	-0,24077
47,197	74,099	13,506	-0,50957
47,2	75,06	11,42	-0,41741
48,452	72,783	13,872	-0,30101
48,522	73,53	11,844	-0,2776
47,	71,718	15,943	-0,59387
49,5	72,634	16,38	-0,28265
49,5	71,26	18,316	-0,21883
47,104	71,994	16,953	-0,63613
47,18	72,994	15,478	-0,55145
48,452	71,653	15,819	-0,34289
48,525	71,653	17,473	-0,38404
39,58	53,8	29,331	9,6949e-002
40,611	51,858	29,682	-6,3723e-002
37,592	50,227	29,921	0,13534
37,667	52,213	28,692	0,19417
36,745	50,615	28,927	0,28266
37,898	52,197	29,492	0,17273
38,879	53,962	29,164	0,14429
41,179	49,299	30,058	-0,12027
39,445	52,177	27,976	-0,19648
45,481	64,75	24,544	-0,48021
45,436	66,153	22,615	-0,52522
48,681	66,607	23,128	-0,26177
45,347	65,672	23,753	-0,38199
46,017	66,915	22,745	-0,54369
46,075	64,095	22,892	-0,446
47,548	65,787	21,985	-0,28221
47,561	64,906	23,293	-0,2814
43,612	61,283	26,646	-0,21109
47,781	63,006	25,682	-0,28748
43,502	62,326	25,964	-0,30657
44,438	64,023	24,923	-0,35527
45,175	62,424	24,067	-0,41928
46,886	61,774	25,04	-9,621e-002
45,786	61,105	25,509	-0,39619
46,661	63,235	24,468	-0,25468
41,634	57,612	28,244	6,5738e-002
41,731	59,506	26,62	-7,2364e-002
41,539	58,763	27,687	7,6719e-002
42,529	60,56	26,891	-6,417e-002
44,392	58,088	28,069	-0,17603
42,486	57,961	26,786	-0,17282
44,822	59,317	26,435	-0,1538
41,652	53,803	29,33	-6,0502e-002
39,729	55,912	27,9	0,11303
40,52	56,911	28,365	0,11115
39,924	55,859	28,684	0,14751
43,382	56,202	28,71	-0,1416
40,485	54,108	27,561	-0,19325
41,476	56,086	27,457	-0,13839
43,195	55,06	27,915	-0,20428
44,767	51,858	29,682	-0,21559
48,922	50,695	29,852	-0,35004
47,883	51,858	29,682	-0,19513
46,497	54,293	29,221	-0,29669
45,335	49,299	30,058	-0,27213
47,962	50,061	28,884	-0,67622
48,08	51,972	28,191	-0,41058
46,102	52,061	27,397	-0,44965
46,31	53,128	28,33	-0,35937
44,419	54,293	29,221	-0,30227
43,257	49,299	30,058	-0,27772
41,523	52,177	27,976	-0,35393
44,024	52,061	27,397	-0,45523
44,232	53,128	28,33	-0,36496
35,708	46,965	30,4	0,29329
34,565	47,623	29,763	0,40128
35,487	49,22	29,528	0,32427
36,956	50,566	29,731	0,21433
40,238	47,668	30,297	-7,8658e-002
37,358	47,133	27,383	-0,18815
38,503	50,546	28,215	-0,15487
33,825	43,703	30,879	0,45064
32,701	44,394	30,237	0,51657
33,623	45,992	30,002	0,51763
39,296	46,037	30,536	3,769e-002
38,354	42,662	31,032	4,6008e-002
34,12	43,668	29,123	0,26512
36,416	45,502	27,622	-7,1801e-002
31,759	42,763	30,476	0,55757
37,413	41,031	31,271	8,7012e-002
34,275	39,181	31,543	0,27259
33,178	42,037	29,363	0,30613
43,5	5,3602	36,509	-0,54733
44,989	3,2233	36,759	-0,37245
48,5	6,2147	33,242	-0,88763
44,75	8,2985	36,077	-0,74858
46,158	1,951	34,757	-0,38746
44,915	5,4487	32,891	-0,63701
42,995	3,3102	34,94	-0,41586
38,5	5,3602	36,509	-0,30998
42,489	3,2233	36,759	-0,26027
40,064	2,9401	36,783	-0,23392
42,25	8,2985	36,077	-0,6364
42,415	5,4487	32,891	-0,52484
38,964	7,1305	34,226	-0,33914
40,495	3,3102	34,94	-0,30368
34,75	5,3602	36,509	-0,12943
35,051	1,6867	36,861	-3,9358e-002
37,564	2,9401	36,783	-0,10874
35,844	9,8805	35,845	-7,4644e-002
39,75	8,2985	36,077	-0,51122
34,339	2,7135	35,366	-5,0136e-002
34,346	6,483	34,721	-0,14305
34,024	4,227	34,991	-9,9418e-002
36,464	7,1305	34,226	-0,21396
35,673	3,4232	33,495	-0,16861
34,927	8,0747	34,778	-0,126
37,995	3,3102	34,94	-0,1785
34,32	7,04	35,409	-8,148e-002
43,5	-17,039	32,731	-5,2907
45,979	-14,296	34,018	-1,4696
43,723	-15,569	33,455	-0,99232
45,375	-18,274	35,105	-4,6056
46,214	-19,616	32,73	-4,3636
46,282	-17,1	29,741	-4,0486
45,528	-13,144	31,832	-2,7262
38,5	-17,039	32,731	-5,3687
41,223	-15,569	33,455	-1,3267
39,318	-18,279	35,113	-4,8048
42,875	-18,274	35,105	-4,94
43,714	-19,616	32,73	-4,698
43,782	-17,1	29,741	-4,383
43,028	-13,144	31,832	-3,0606
39,34	-14,644	31,18	-4,0316
39,607	-18,699	30,506	-3,4535
40,619	-19,794	33,615	-5,3697
34,75	-17,039	32,731	-5,4274
35,351	-14,831	33,788	-1,1997
38,723	-15,569	33,455	-1,0703
36,818	-18,279	35,113	-4,5484
34,502	-18,317	30,568	-3,6118
34,406	-16,58	31,508	-4,7175
36,84	-14,644	31,18	-3,7751
37,107	-18,699	30,506	-3,1971
35,363	-16,879	29,238	-3,8624
38,119	-19,794	33,615	-5,1133
34,925	-18,457	32,301	-4,4049
43,5	-43,404	83,379	-4,7928e-003
45,238	-45,556	82,223	-6,7623e-003
43,5	-41,482	79,686	-0,1969
44,951	-44,582	80,67	-9,512e-002
38,5	-43,404	83,379	-5,8043e-003
42,738	-45,556	82,223	-6,1921e-003
40,015	-45,634	82,18	-8,538e-003
41,	-41,482	79,686	-0,19633
38,007	-44,091	79,623	-0,15142
42,451	-44,582	80,67	-9,455e-002
37,515	-45,634	82,18	-1,012e-002
38,5	-41,482	79,686	-0,19791
35,507	-44,091	79,623	-0,15301
43,5	-43,404	-83,379	4,3887e-003
46,432	-46,498	-81,694	1,7387e-002
43,642	-45,349	-82,337	7,7778e-003
43,5	-41,482	-79,686	0,19972
46,241	-43,76	-79,17	0,17312
38,5	-43,404	-83,379	4,0281e-003
41,142	-45,349	-82,337	6,8732e-003
41,	-41,482	-79,686	0,19882
39,051	-44,594	-80,986	8,0703e-002
38,642	-45,349	-82,337	7,4173e-003
36,177	-45,752	-82,114	1,0197e-002
38,5	-41,482	-79,686	0,19936
36,551	-44,594	-80,986	8,1247e-002
46,028	68,548	-18,964	0,75676
46,	68,5	-17,363	0,65295
46,	69,227	-17,662	0,74596
45,673	67,933	-19,605	0,56809
44,998	66,765	-16,812	0,54522
47,324	68,929	-17,474	0,41596
47,374	68,86	-18,498	0,44075
47,002	67,796	-18,372	0,41446
46,028	68,548	18,964	-0,96051
46,	68,5	17,363	-0,76876
46,	69,227	17,662	-0,85824
45,673	67,933	19,605	-0,81227
44,998	66,765	16,812	-0,62063
47,215	68,323	18,291	-0,55252
46,	68,5	-11,575	0,32261
46,	70,887	-12,417	0,42195
46,	69,846	-14,407	0,52853
46,	68,5	-15,048	0,49408
44,998	66,765	-14,497	0,38635
48,533	67,805	-14,395	-5,183e-002
47,903	69,296	-12,627	0,17727
47,324	68,929	-15,159	0,2571
47,65	70,205	-14,001	0,26375
48,486	69,217	-13,911	0,12386
47,002	67,796	-16,057	0,2556
47,084	66,639	-12,465	4,5983e-002
46,	68,5	-6,9451	0,26809
46,	71,596	-7,9703	0,25391
46,	70,887	-10,102	0,35181
44,998	66,765	-12,182	0,31622
44,84	66,49	-8,2477	0,2268
48,037	66,52	-7,9704	-4,303e-002
47,903	69,296	-10,312	0,10714
48,267	69,744	-8,2022	0,11924
47,53	71,145	-8,6726	0,18865
47,084	66,639	-10,15	-2,4156e-002
46,	68,5	-2,315	0,19586
46,	71,955	-3,4381	0,18039
46,	71,596	-5,6553	0,26952
44,991	66,753	-3,3371	0,54231
44,84	66,49	-5,9326	0,24241
48,037	66,52	-5,6554	-2,7411e-002
48,267	69,744	-5,8871	0,13486
48,257	70,091	-3,4506	0,17111
47,621	71,395	-4,6225	0,18855
47,673	66,937	-3,3774	0,30009
46,	68,5	2,315	-2,7964e-002
46,	71,955	1,123	-8,0255e-004
46,	71,955	-1,123	9,2545e-002
45,005	66,776	0,99455	-0,268
44,991	66,753	-1,0221	0,45446
46,129	65,926	0,27559	-2,7475e-002
48,108	70,478	1,1681	5,4254e-002
48,257	70,091	-1,1355	8,3269e-002
47,592	71,561	-0,36507	6,6363e-002
47,673	66,937	-1,0623	0,21225
47,913	67,55	1,2655	9,8627e-002
46,	68,5	6,9451	-0,18446
46,	71,596	5,6553	-0,23116
46,	71,955	3,4381	-0,13679
45,005	66,776	3,3096	-0,40399
44,841	66,492	5,9297	-2,7429e-002
46,129	65,36	4,4135	0,242
48,186	69,808	5,8119	-6,8568e-002
48,108	70,478	3,4831	-8,1734e-002
47,595	71,326	4,8558	-0,12919
47,787	65,978	7,2049	0,3444
47,913	67,55	3,5805	-3,7361e-002
46,	68,5	11,575	-0,32396
46,	70,887	10,102	-0,33545
46,	71,596	7,9703	-0,25167
44,998	66,765	12,182	-0,26905
44,841	66,492	8,2447	-4,7938e-002
48,71	69,15	10,254	-2,4218e-003
48,186	69,808	8,1269	-8,9078e-002
47,522	70,528	9,9393	-0,16938
47,787	65,978	9,52	0,32389
46,	69,846	14,407	-0,56276
46,	70,887	12,417	-0,45444
46,	68,5	15,048	-0,53617
44,998	66,765	14,497	-0,38803
48,71	69,15	12,569	-0,12141
47,452	69,781	14,282	-0,31178
47,522	70,528	12,254	-0,28837
48,343	68,282	14,412	-0,11627
47,787	65,978	11,835	0,2049
46,	72,312	12,975	-0,57425
46,	69,846	15,564	-0,65598
46,	70,573	15,863	-0,74546
46,1	71,34	15,842	-0,72484
46,131	72,35	14,381	-0,64016
47,452	71,127	14,799	-0,4316
46,	74,068	8,8402	-0,38215
46,128	73,392	12,39	-0,53184
46,14	74,324	10,302	-0,43967
47,452	72,168	12,809	-0,32328
47,522	72,914	10,781	-0,29986
46,	75,14	4,4777	-0,204
46,135	75,036	8,17	-0,35589
46,127	75,586	5,9192	-0,25918
48,186	72,904	6,8371	-0,13578
47,522	73,623	8,6495	-0,21608
47,595	74,422	5,881	-0,1964
47,967	74,241	7,4982	-0,17846
46,	75,5	0,	-1,6282e-002
46,132	75,98	3,6715	-0,1648
46,143	76,222	1,09	-5,7322e-002
48,108	73,933	2,2911	-5,4572e-002
47,595	74,781	3,6638	-0,10202
47,592	75,016	0,75797	-4,2463e-002
47,635	75,665	2,2607	-8,1459e-002
46,	75,14	-4,4777	0,1662
46,144	76,221	-1,1607	3,6025e-002
46,131	75,959	-3,7973	0,14989
48,257	73,546	-2,2586	6,779e-002
47,621	74,85	-3,4305	8,5227e-002
47,592	75,016	-1,4881	5,0884e-002
46,	74,068	-8,8402	0,35325
46,127	75,557	-6,0468	0,23903
46,174	75,106	-8,2611	0,3274
48,267	72,84	-6,9123	0,12067
47,621	74,49	-5,6477	0,17437
47,53	74,241	-7,3828	0,19009
47,432	75,228	-6,5121	0,21619
46,	72,312	-12,975	0,55773
46,12	72,854	-13,411	0,57722
46,182	74,394	-10,398	0,4253
47,903	71,682	-11,154	0,20648
47,53	73,532	-9,514	0,28799
47,65	72,591	-12,528	0,29296
48,028	73,558	-10,497	0,26798
46,	69,846	-15,564	0,62987
46,	70,573	-15,863	0,72289
46,12	71,696	-15,402	0,6838
47,324	70,275	-15,675	0,39288
47,65	71,55	-14,518	0,39954
46,029	69,334	-18,066	0,79225
45,748	68,064	-20,032	0,61437
46,28	70,511	-17,682	0,75317
47,443	68,98	-18,912	0,48703
47,071	67,916	-18,786	0,46075
37,828	54,345	-27,383	-0,26334
35,879	50,97	-27,938	-0,42899
36,967	52,578	-28,429	-0,2913
37,587	53,928	-24,66	-7,7544e-002
36,143	51,428	-25,079	-0,25215
37,149	49,187	-26,878	1,3633e-003
39,869	52,361	-26,93	0,17616
43,636	64,405	-23,044	7,5216e-002
44,933	66,652	-21,319	0,31109
44,729	66,1	-22,493	0,13706
45,007	66,596	-22,068	0,22514
44,253	65,474	-18,513	0,28822
43,014	63,327	-20,769	0,28484
45,232	64,112	-22,386	0,26335
45,686	65,146	-20,727	0,18273
45,96	66,055	-21,475	0,21132
41,791	61,209	-24,949	-0,12024
43,847	64,564	-23,637	1,5804e-002
42,985	63,076	-24,584	-0,12499
42,033	61,418	-25,516	-0,15991
42,123	61,784	-21,835	0,16358
44,341	62,569	-23,451	0,14209
43,303	60,669	-24,485	0,20469
39,845	57,838	-26,397	-0,20152
41,056	59,717	-26,328	-0,23411
40,053	57,971	-27,026	-0,22702
39,6	57,415	-23,674	-1,5725e-002
41,173	60,139	-22,673	8,9384e-002
42,353	59,024	-25,323	0,13049
37,999	54,393	-28,064	-0,23656
39,035	56,199	-27,604	-0,2341
38,608	55,696	-24,283	-2,2805e-002
40,89	54,129	-26,552	0,2309
41,36	57,305	-25,932	0,12341
32,19	44,581	-28,876	-0,66079
31,068	42,501	-28,514	-0,58503
31,268	42,983	-27,897	-0,61394
32,296	43,177	-27,882	-0,4926
32,523	41,882	-28,53	-0,379
34,035	47,775	-28,407	-0,61055
36,045	50,981	-28,663	-0,40222
35,221	49,831	-25,313	-0,36307
33,994	47,704	-25,637	-0,50571
36,227	47,59	-27,113	-0,10955
32,19	44,581	-27,663	-0,63436
33,071	46,107	-25,872	-0,57636
35,305	45,993	-27,347	-0,1802
33,219	44,775	-27,647	-0,51301
32,19	44,581	28,876	0,62455
31,068	42,501	28,514	0,50433
31,268	42,983	27,897	0,55148
32,37	42,493	28,358	0,37205
31,068	42,501	-23,762	-0,5686
31,268	42,983	-25,471	-0,60112
31,268	42,983	-23,046	-0,55232
32,149	44,51	-23,68	-0,54312
32,296	43,177	-25,456	-0,47977
32,321	42,14	-23,541	-0,32216
31,068	42,501	-19,01	-0,35894
31,268	42,983	-20,62	-0,4237
31,268	42,983	-18,194	-0,25805
32,379	44,908	-19,09	-0,21342
32,284	42,331	-18,911	-0,11315
31,068	42,501	-14,257	-0,10123
31,268	42,983	-15,768	-0,12044
31,268	42,983	-13,342	-2,4336e-002
32,317	44,801	-14,772	7,7213e-002
32,284	42,331	-16,485	2,4469e-002
32,412	41,593	-13,751	0,27612
33,458	43,648	-14,834	0,25925
31,068	42,501	-9,5048	3,2387e-002
31,268	42,983	-10,916	5,1661e-002
31,268	42,983	-8,4905	0,13798
32,578	45,253	-8,9263	0,30273
32,535	45,178	-10,648	0,26503
32,517	42,431	-9,0745	0,28423
31,068	42,501	-4,7524	7,8925e-002
31,268	42,983	-6,0646	0,15033
31,268	42,983	-3,6388	0,10002
32,152	44,514	-3,5717	0,12554
32,117	44,454	-5,1154	0,22431
32,517	42,431	-6,6487	0,29657
33,352	43,392	-4,2054	0,22179
31,068	42,501	0,	5,0159e-002
31,268	42,983	-1,2129	6,2345e-002
31,268	42,983	1,2129	-2,9857e-003
32,152	44,514	-1,1458	8,7864e-002
32,163	44,534	1,0504	-3,6076e-002
32,013	42,81	-0,14697	-1,4327e-002
31,068	42,501	4,7524	-0,10086
31,268	42,983	3,6388	-8,4578e-002
31,268	42,983	6,0646	-0,15663
32,163	44,534	3,4762	-0,11767
31,923	44,118	5,6761	-0,24615
32,625	42,074	5,5697	-0,26578
32,871	42,978	3,314	-0,11037
33,623	43,695	5,1893	-0,19601
31,068	42,501	9,5048	-6,3997e-002
31,268	42,983	8,4905	-0,16703
31,268	42,983	10,916	-0,13446
32,745	45,541	9,011	-0,30679
32,535	45,178	10,648	-0,32072
31,923	44,118	8,1019	-0,25655
32,121	42,814	9,4193	-0,27088
31,068	42,501	14,257	-2,3343e-002
31,268	42,983	13,342	-7,7268e-002
31,268	42,983	15,768	2,7473e-003
32,317	44,801	14,772	-0,19539
32,452	43,181	14,783	-0,22123
31,929	41,981	14,678	-0,18884
31,068	42,501	19,01	0,22076
31,268	42,983	18,194	0,1484
31,268	42,983	20,62	0,28939
32,379	44,908	19,09	8,2037e-002
32,236	42,338	20,755	7,8196e-002
32,735	42,732	19,206	-9,0315e-002
31,068	42,501	23,762	0,40615
31,268	42,983	23,046	0,40257
31,268	42,983	25,471	0,47332
32,149	44,51	23,681	0,41772
32,236	42,338	23,18	0,19138
32,37	42,493	25,933	0,29389
35,879	50,97	27,938	0,3831
37,828	54,345	27,383	0,21025
36,967	52,578	28,429	0,27317
37,928	54,283	28,073	0,24473
37,587	53,928	24,66	2,3379e-003
36,143	51,428	25,079	0,15621
38,579	52,532	26,986	-9,6034e-002
34,035	47,775	28,407	0,5486
32,19	44,581	27,663	0,55254
33,071	46,107	25,872	0,49694
33,293	44,09	28,124	0,37311
35,589	45,924	26,623	3,6184e-002
36,045	50,981	28,663	0,36165
35,221	49,831	25,313	0,2447
33,994	47,704	25,637	0,41993
36,511	47,521	26,388	-4,0829e-002
37,657	50,934	27,221	-7,5469e-003
46,029	69,334	18,066	-0,91061
45,748	68,064	20,032	-0,86464
46,253	70,131	18,091	-0,88999
47,284	68,443	18,705	-0,6049
47,595	69,901	18,665	-0,6379
39,845	57,838	26,397	-2,5068e-002
39,547	57,09	27,33	0,12401
38,955	56,071	27,625	0,16038
38,608	55,696	24,283	-8,2019e-002
39,6	54,3	26,609	-0,18039
40,59	56,278	26,505	-0,12553
41,791	61,209	24,949	-0,22141
