X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
31,	-70,709	-23,69	-8,2649e-005
31,	-48,052	25,467	8,0964e-003
31,	-47,764	-26,215	3,4358e-003
31,	-68,964	-5,333	3,2244e-003
31,	-43,196	-21,819	-1,5018e-002
31,	-42,802	22,284	8,6438e-003
31,	-32,674	37,748	1,6083e-002
31,	-32,104	-37,653	3,2013e-002
31,	-62,739	30,156	-1,803e-003
31,	-60,939	-31,52	-9,0879e-004
31,	35,157	23,821	3,0811e-002
31,	35,157	-23,821	-1,9654e-002
31,	-52,937	-64,785	4,0734e-004
31,	-52,937	64,785	-2,1048e-003
31,	-59,888	-56,916	1,4492e-003
31,	-59,888	56,916	3,6684e-003
31,	-68,83	11,674	6,7542e-004
31,	-77,311	-33,026	2,2026e-004
31,	-41,268	-44,913	-9,9747e-003
31,	-41,268	44,913	-3,6876e-003
31,	-41,803	-8,1284	1,933e-002
31,	-54,78	-7,7009	8,6687e-003
31,	-55,306	5,4134	5,6528e-003
31,	-80,958	-4,996	2,449e-003
31,	-41,611	8,7939	1,2209e-002
31,	-70,075	24,91	-7,8685e-004
31,	-32,485	27,107	0,14444
31,	-32,218	-25,987	6,3974e-002
31,	-53,123	-34,108	2,0482e-003
31,	-50,895	-42,563	1,7083e-003
31,	-53,128	34,149	7,3199e-004
31,	-50,895	42,563	1,6303e-003
31,	-71,311	35,027	9,9942e-004
31,	-69,837	-14,511	5,8638e-004
31,	-42,538	-14,974	5,5569e-003
31,	-69,428	51,081	1,9941e-003
31,	-69,84	-52,318	1,5039e-003
31,	-41,248	-59,19	-1,1246e-002
31,	-41,248	59,19	-1,3602e-002
31,	-40,532	2,4737	-3,4988e-002
31,	-54,95	-22,517	1,9433e-003
31,	-55,457	21,756	1,7701e-003
31,	-74,888	-43,464	3,2166e-003
31,	-45,524	-1,7715	3,224e-002
31,	36,271	18,131	0,31677
31,	36,271	-18,131	0,12389
31,	-62,715	9,0142	2,9808e-003
31,	-70,225	3,6899	1,5113e-003
31,	-55,069	-15,349	6,2696e-003
31,	-55,791	14,431	3,0047e-003
31,	-29,103	-33,306	2,8366e-002
31,	-29,054	33,435	8,3572e-003
31,	-37,348	18,503	0,10351
31,	-82,271	-25,331	3,3879e-003
31,	-36,405	-19,021	-0,1407
31,	-43,306	15,358	-1,6337e-002
31,	-49,128	18,937	5,0886e-003
31,	-54,972	49,875	-2,606e-003
31,	-54,972	-49,875	9,3255e-004
31,	-85,907	2,437	2,5662e-003
31,	-34,527	51,684	-2,6812e-002
31,	-34,527	-51,684	-1,9644e-002
31,	-45,43	69,348	-4,5172e-003
31,	-45,43	-69,348	-4,8327e-003
31,	-83,29	10,431	1,7632e-003
31,	-52,114	-1,0303	5,1984e-003
31,	-67,786	-35,866	1,321e-003
31,	-61,313	-5,7196	2,3242e-003
31,	-48,634	-6,2038	7,5425e-003
31,	-33,605	-44,532	-1,0343e-002
31,	-33,459	43,745	-1,2104e-002
31,	-76,382	-17,85	2,4688e-003
31,	-38,592	-36,99	-2,8785e-004
31,	-38,046	37,525	-1,6612e-003
31,	-80,933	36,825	1,8796e-003
31,	-37,884	13,176	0,1413
31,	-75,027	-10,037	6,1405e-004
31,	37,969	12,808	-3,3871e-002
31,	37,969	-12,808	0,92452
31,	-37,244	-12,727	-0,19179
31,	-39,158	-2,7166	-0,19535
31,	-64,397	-10,99	2,7819e-003
31,	-85,647	20,61	4,2296e-003
31,	-22,607	33,916	0,15824
31,	-22,607	-33,916	0,16727
31,	-74,606	-2,5051	1,5825e-003
31,	-37,559	24,093	5,8838e-003
31,	-34,577	33,136	5,3286e-003
31,	-34,519	-32,77	2,8628e-004
31,	-88,057	-7,9257	2,568e-003
31,	-33,459	21,767	-3,2879e-002
31,	38,57	-25,87	-9,7712e-002
31,	38,57	25,87	-0,15479
31,	-58,625	37,368	-2,2169e-004
31,	-58,625	-37,368	2,32e-003
31,	-61,214	-48,936	1,2121e-003
31,	-61,151	48,968	1,686e-003
31,	30,785	-24,068	-0,1248
31,	30,785	24,068	-0,10098
31,	-50,369	-19,92	4,7284e-003
31,	-68,141	-29,605	-6,5224e-004
31,	-76,102	10,712	3,3497e-004
31,	-57,648	43,931	-2,4244e-003
31,	-57,884	-43,925	3,7186e-004
31,	38,558	7,3477	7,5061e-002
31,	38,558	-7,3477	0,12933
31,	-72,457	17,388	-3,9161e-004
31,	-62,089	-25,37	-7,424e-006
31,	-61,364	24,562	-2,7912e-004
31,	39,044	-21,999	-0,10999
31,	39,044	21,999	-0,20365
31,	-54,43	27,879	3,8558e-004
31,	-54,373	-28,466	1,6453e-003
31,	-61,206	63,312	3,6841e-003
31,	-61,206	-63,312	3,1976e-003
31,	-47,373	-31,066	1,2552e-003
31,	-47,381	30,996	6,4078e-003
31,	-50,739	56,869	-3,5922e-003
31,	-50,739	-56,869	-8,197e-004
31,	-76,286	43,533	4,5878e-003
31,	-27,867	-41,523	-4,7611e-002
31,	-27,867	41,523	-3,8667e-002
31,	-64,548	37,168	-2,5576e-003
31,	-26,745	28,653	-9,0111e-002
31,	-26,118	-28,711	-4,6129e-002
31,	-77,391	21,654	1,5075e-003
95,559	57,139	-12,219	-0,37841
95,437	57,351	11,775	-0,54145
98,636	51,81	7,265	0,75915
98,821	51,489	13,599	0,72358
98,821	51,489	-13,599	1,1022
98,659	51,769	-8,5594	0,93397
98,436	52,157	1,1879	0,75012
91,761	63,717	12,836	-1,4565
91,755	63,727	-13,155	-1,4366
92,453	62,519	-1,0987	-1,3944
101,51	46,839	-17,567	1,6173
101,51	46,839	17,567	1,5895
101,41	47,007	0,14209	1,9147
96,906	54,807	-20,38	0,34154
96,907	54,805	20,384	0,29834
91,936	63,414	5,8359	-1,5027
101,64	46,612	-11,787	1,8311
101,63	46,618	11,544	1,6464
101,93	46,099	-5,9878	1,9286
102,06	45,879	5,8505	1,8434
96,097	56,207	-3,9641	-0,27545
99,738	49,902	22,709	1,3251
99,738	49,902	-22,709	1,2439
90,821	65,346	-17,294	-1,0296
90,818	65,352	17,285	-1,0341
92,57	62,317	-7,3279	-1,3023
95,548	57,159	3,5264	-0,64473
93,392	60,893	18,918	-0,81751
93,406	60,868	-18,955	-0,68364
99,22	50,798	-3,4362	1,1151
101,73	46,443	-23,484	1,57
101,73	46,443	23,484	1,5753
84,	-68,346	10,91	-1,9288e-003
84,	-44,197	-15,474	-1,5732e-003
84,	-16,221	-0,54742	7,7666e-002
84,	-47,087	30,262	4,7315e-003
84,	-58,454	-37,413	1,8763e-003
84,	1,5356	-4,7639	0,16745
84,	-3,4324	15,584	9,0421e-002
84,	-68,434	-17,261	-2,8437e-004
84,	-46,334	6,2901	-4,1131e-002
84,	-58,029	48,683	7,5048e-004
84,	-31,513	20,148	-0,1141
84,	-64,021	29,437	1,9975e-003
84,	-41,608	-39,383	-7,4744e-004
84,	-54,21	-53,913	1,492e-003
84,	-8,6125	-18,824	0,11672
84,	7,6877	-15,374	1,7417e-002
84,	-26,32	-16,939	-0,19028
84,	5,2435	14,028	-2,2059e-003
84,	-53,606	0,37105	-5,3959e-003
84,	-37,738	-0,22327	-0,25574
84,	-12,793	17,105	2,0611e-002
84,	-32,188	47,13	-1,7355e-002
84,	-85,831	1,6349	1,3863e-003
84,	-41,136	63,072	-4,3471e-003
84,	-68,405	-7,8705	-3,2966e-003
84,	-57,106	22,211	-1,2186e-003
84,	-83,476	22,409	1,5901e-003
84,	-73,273	-26,49	5,8633e-004
84,	18,513	27,992	-0,11576
84,	11,314	7,7818	0,15178
84,	-32,977	32,234	-1,9393e-002
84,	-52,963	-25,701	2,3535e-003
84,	-25,434	10,147	-0,14125
84,	-66,724	-46,668	-1,1255e-003
84,	19,35	-27,336	-0,14189
84,	3,3123	28,347	-5,5189e-002
84,	5,6018	-27,948	-5,1126e-002
84,	-71,653	35,16	9,1157e-004
84,	-1,276	4,7115	4,6554e-002
84,	9,4847	-5,2385	0,10353
84,	-80,633	-11,23	2,3222e-003
84,	-68,793	-36,375	1,5379e-003
84,	-57,005	-12,511	3,8582e-004
84,	13,457	14,281	2,9473e-002
84,	-27,219	0,82882	-0,1538
84,	-52,717	64,91	2,5347e-004
84,	-12,395	-9,3736	8,2124e-002
84,	-47,156	20,17	-1,7435e-003
84,	15,654	-14,886	0,37716
84,	-45,681	47,067	3,725e-003
84,	-57,608	8,1486	1,9379e-003
84,	-33,966	9,4254	-0,21645
84,	-85,44	11,771	3,7831e-003
84,	5,7991	1,9027	1,8682e-002
84,	-44,317	-62,482	-2,6281e-003
84,	-43,753	-50,315	-4,5355e-004
84,	-50,715	-43,858	4,7333e-004
84,	-62,565	-27,568	9,6753e-004
84,	-6,6717	-1,9819	8,1533e-002
84,	-31,919	-8,1493	-0,26385
84,	-73,722	26,093	1,4799e-003
84,	-11,544	28,122	-0,25385
84,	-52,035	39,209	9,4435e-005
84,	-64,068	1,2683	2,9874e-003
84,	-21,679	-8,4696	-0,12648
84,	-67,524	53,574	1,4772e-003
84,	8,1721	20,096	-4,3324e-002
84,	-17,036	-17,843	-9,8109e-002
84,	-62,941	-58,795	2,7987e-004
84,	-23,292	18,114	-0,17558
84,	-76,855	5,6466	5,4939e-004
84,	10,678	-21,258	-0,20968
84,	-3,6424	-10,605	7,5388e-003
84,	-62,156	39,218	-8,0089e-004
84,	-8,9938	3,8143	7,2277e-002
84,	-61,485	59,799	2,1155e-003
84,	-30,305	-41,001	-4,6139e-002
84,	-38,071	39,597	1,5594e-002
84,	-35,605	-16,035	-9,5759e-002
84,	-13,902	8,0238	4,4537e-002
84,	-42,928	-29,12	-2,3509e-003
84,	-21,679	-24,835	-7,278e-002
84,	-38,162	24,884	1,0583e-002
84,	-7,2907	-29,493	-3,2867e-003
84,	-27,549	25,844	-4,6592e-002
84,	-75,388	16,882	-1,4198e-004
84,	-52,239	-70,114	3,1827e-003
84,	9,8948	28,834	-0,16449
84,	-50,36	-34,344	6,6438e-003
84,	-52,589	55,271	6,6862e-003
84,	13,621	0,75759	-6,6242e-002
84,	0,29687	-16,505	1,6678e-003
84,	-79,87	-34,752	3,1122e-003
84,	13,967	-29,004	-8,4955e-002
84,	-78,204	-4,0967	-1,5692e-004
84,	-59,332	-18,931	1,5268e-003
84,	-45,853	71,399	-1,9359e-003
84,	-50,449	-8,3764	-5,2054e-003
84,	-26,268	-32,475	0,11878
84,	16,253	19,973	0,28621
84,	-80,945	30,929	3,7223e-003
84,	-36,671	55,343	-9,0906e-003
84,	-83,322	-25,323	3,8632e-003
84,	-6,3395	10,018	6,2255e-002
84,	-58,482	-45,856	4,793e-003
84,	-61,574	15,928	3,0796e-005
84,	18,164	-21,058	4,3366e-002
84,	-71,855	-0,29516	-1,194e-003
84,	-35,735	-46,649	1,7154e-003
84,	26,731	28,259	0,1159
84,	-41,096	-8,0511	-6,5322e-002
84,	-27,411	39,06	-3,1745e-002
84,	-55,538	30,974	4,9706e-004
84,	-19,596	25,679	-2,057e-002
84,	-41,314	15,29	-4,043e-002
84,	-75,945	-42,6	4,3036e-003
84,	-51,74	-17,097	9,9264e-004
84,	-37,359	-56,523	-1,6308e-002
84,	4,6517	-10,492	6,8398e-002
84,	-3,6594	29,922	9,8168e-002
84,	-45,095	-72,481	-4,182e-003
84,	-14,16	-26,231	0,18149
84,	12,548	-10,469	4,8505e-002
84,	-40,415	32,778	-5,5721e-004
84,	-1,1292	-24,037	3,312e-004
84,	-51,852	14,076	2,9538e-003
84,	28,482	-27,439	0,20066
84,	-72,272	45,626	3,2811e-003
84,	-4,9166e-002	-31,452	8,9337e-003
84,	-77,461	-17,693	5,7327e-004
84,	-45,892	-1,6836	-4,2051e-002
84,	0,35806	21,413	6,9861e-002
84,	-23,393	31,398	0,32061
84,	-6,253	22,048	0,1028
84,	23,919	-24,029	0,12081
84,	-0,30868	10,425	0,13772
84,	-87,503	-15,85	3,7975e-003
84,	-79,397	39,781	3,5997e-003
84,	-67,637	21,377	-7,7416e-005
84,	-59,382	-6,6425	1,0755e-003
84,	23,595	22,413	3,5061e-002
84,	14,84	-6,1867	5,5521e-002
84,	-29,811	-22,469	-9,9749e-002
84,	-35,524	-33,707	1,0956e-002
84,	-39,13	-21,527	-2,8605e-003
84,	-19,153	11,899	4,1976e-003
84,	-20,343	6,1023	5,7218e-003
84,	-45,759	57,133	-1,32e-003
84,	17,148	10,208	-0,24953
84,	-62,512	-12,643	-1,0701e-003
84,	-46,491	-21,589	5,5905e-003
84,	-74,771	-49,11	3,0154e-003
84,	-62,69	-42,399	1,754e-003
84,	-69,159	-54,279	3,4453e-003
84,	-88,507	-5,5252	5,1014e-003
84,	-57,231	-64,205	3,3994e-003
84,	4,3025	-20,737	-3,4744e-004
84,	18,806	14,201	6,2851e-003
84,	-62,031	-51,882	2,6144e-003
51,	-69,024	-10,428	8,7196e-004
51,	-44,011	14,244	1,656e-002
51,	-16,979	1,2358	-4,4982e-002
51,	-46,091	-31,091	-5,1272e-003
51,	-59,13	36,946	-1,9722e-003
51,	1,8036	-5,7373	7,202e-002
51,	-2,5858	18,033	-0,13026
51,	-67,519	17,082	2,402e-003
51,	-46,871	-8,7038	1,6286e-002
51,	-56,984	-48,157	-2,2524e-003
51,	-32,219	-19,91	0,11494
51,	-63,202	-28,634	1,1198e-003
51,	-41,669	38,451	-8,5006e-003
51,	-51,821	54,247	-5,0697e-003
51,	-7,0464	-19,092	-5,9427e-002
51,	6,7416	-15,52	9,6482e-002
51,	12,449	14,245	4,7031e-003
51,	-17,039	21,82	0,10801
51,	-52,605	0,51075	-3,7842e-003
51,	-26,322	5,0436	0,12729
51,	-40,733	-38,119	5,5405e-003
51,	-33,391	35,493	-3,8507e-002
51,	-86,629	-0,65482	-1,5383e-003
51,	8,5971	8,2284	5,9433e-002
51,	-25,778	20,451	0,24221
51,	-49,969	-55,264	-1,9313e-003
51,	10,304	21,469	9,8147e-002
51,	-69,554	-0,74648	2,1006e-003
51,	-56,623	-21,636	-8,7269e-004
51,	-76,565	-16,785	-1,4824e-003
51,	-74,289	24,156	-6,3327e-004
51,	-28,24	-8,2141	0,17963
51,	-51,328	26,552	-1,0742e-003
51,	-66,724	46,668	-7,7471e-004
51,	19,35	-27,336	0,26047
51,	-18,943	-11,965	2,4764e-002
51,	5,1926	-28,066	-2,5487e-002
51,	-73,575	-36,747	-6,9354e-004
51,	-2,8068	4,472	-5,2524e-002
51,	8,5488	-4,8982	0,10788
51,	-68,802	36,189	-8,2148e-004
51,	-9,4606	-9,6399	-7,7696e-002
51,	-81,283	16,511	-3,0911e-003
51,	-35,303	-6,952e-002	0,19442
51,	-1,1931	27,03	-3,9301e-002
51,	-58,515	15,147	-3,8122e-003
51,	-17,039	10,91	-8,8417e-003
51,	-46,537	-18,914	4,3515e-004
51,	15,654	-14,886	-0,23696
51,	-56,481	-7,2677	2,6091e-003
51,	-44,317	62,482	2,1101e-003
51,	-41,822	50,134	2,2981e-003
51,	-39,055	25,335	1,0475e-002
51,	-53,306	-66,124	-2,0096e-003
51,	-50,715	43,858	-2,2709e-003
51,	-28,952	-38,364	-2,0244e-002
51,	-64,255	27,919	-2,5738e-004
51,	-35,609	9,0148	0,15254
51,	-38,117	-55,347	5,305e-003
51,	5,4718	15,262	-2,3878e-002
51,	23,177	25,747	0,10285
51,	-72,633	-27,776	-3,5393e-004
51,	-62,519	7,338	1,5174e-003
51,	-73,963	8,3131	6,5236e-004
51,	-16,713	-21,866	-4,6461e-002
51,	-50,772	-38,579	-6,3369e-004
51,	-35,31	-28,689	1,0967e-002
51,	-44,538	5,3986	2,1744e-002
51,	-67,393	-53,493	-1,447e-003
51,	-61,16	59,109	-3,2734e-003
51,	-77,861	-6,0317	1,2881e-003
51,	10,039	-21,218	6,2115e-003
51,	-0,82894	-12,239	1,1673e-002
51,	18,034	19,558	-4,5428e-002
51,	4,3151	1,7467	-5,693e-002
51,	-25,324	-25,511	2,9131e-002
51,	-38,911	-14,876	7,2832e-002
51,	-60,831	-38,625	-3,3982e-004
51,	-8,9935	2,7049	-8,7161e-002
51,	-60,634	-59,474	-4,504e-003
51,	12,695	1,1384	-0,55521
51,	-66,247	-19,546	1,6626e-003
51,	-33,058	-46,485	2,4949e-002
51,	-8,6604	-29,529	0,23157
51,	-45,13	-46,195	-2,1737e-003
51,	-52,526	69,694	-2,5687e-003
51,	-42,46	-67,527	6,5042e-003
51,	-86,262	-10,039	-3,2522e-003
51,	-32,044	43,843	1,3206e-002
51,	7,0693	29,975	2,1914e-002
51,	-50,704	34,336	-7,6833e-003
51,	-9,5041	26,232	9,8145e-002
51,	-79,062	34,718	-1,6425e-003
51,	13,82	-29,019	8,47e-002
51,	2,003	-20,223	-3,029e-002
51,	15,165	27,809	0,15406
51,	-83,191	-26,16	-3,9599e-003
51,	-85,8	7,8948	-1,7906e-003
51,	-45,037	29,585	6,6352e-003
51,	-10,427	17,443	-3,2069e-002
51,	-23,098	27,476	-9,8503e-002
51,	-82,568	24,148	-3,3822e-003
51,	-51,951	10,476	-3,5967e-003
51,	-7,245	9,8068	-9,0821e-002
51,	-58,482	45,856	7,9901e-004
51,	-80,546	-35,176	-4,829e-003
51,	18,177	-21,082	3,0799e-002
51,	-86,065	-18,367	-3,5952e-003
51,	-55,182	-30,758	1,1085e-003
51,	3,6373	21,968	1,8148e-002
51,	-24,924	-16,649	7,75e-002
51,	-75,935	41,333	-4,8943e-003
51,	-30,757	26,872	5,5302e-002
51,	-4,1427	-2,0697	-0,10081
51,	-36,274	58,425	9,034e-003
51,	5,7625	-9,7726	-4,3094e-002
51,	15,423	7,6308	-0,4558
51,	-61,399	-1,2639	-5,9361e-004
51,	-26,322	12,317	7,9593e-002
51,	-47,566	-73,338	-1,453e-003
51,	-45,097	72,483	7,8207e-004
51,	-22,978	-3,7761	3,7039e-002
51,	-35,958	18,015	0,12864
51,	12,548	-10,469	-0,23387
51,	-44,963	22,358	-2,4146e-003
51,	-53,089	-14,304	6,1548e-004
51,	28,482	-27,439	-5,8017e-002
51,	-70,429	-44,626	-1,9079e-003
51,	-2,0799	-25,2	-4,5433e-002
51,	-4,9166e-002	-31,452	-6,2309e-003
51,	23,919	-24,029	6,1985e-002
51,	-25,104	36,099	-8,0656e-002
51,	1,0735	9,5027	2,3837e-002
51,	-61,04	-13,432	-1,5095e-003
51,	-11,376	-2,8778	-0,10257
51,	-43,056	-24,896	1,2755e-003
51,	14,84	-6,1867	-0,79949
51,	-51,516	18,575	3,6836e-003
51,	-52,902	61,455	-1,2825e-003
51,	29,282	28,312	-0,22609
51,	-32,341	-13,442	8,911e-002
51,	-43,354	-2,0846	2,7562e-002
51,	-78,761	1,755	-1,4647e-003
51,	-37,453	-7,5588	0,18648
51,	-5,4256	31,968	-0,15946
51,	-56,877	29,642	1,4306e-003
51,	-58,335	22,486	-1,3566e-003
51,	-33,279	51,733	1,1596e-002
51,	-74,771	49,101	-2,9629e-003
51,	-62,69	42,399	-3,4538e-004
51,	-49,988	-25,586	-1,2808e-004
51,	-69,057	54,233	-2,1745e-003
51,	-58,757	65,597	-2,1063e-003
51,	17,68	13,955	0,36851
51,	-25,915	-32,274	6,3608e-003
51,	-60,921	51,946	-3,4124e-003
51,	-76,867	-42,379	-2,8065e-003
51,	-45,506	-60,415	-1,07e-002
91,175	46,74	30,433	0,95277
93,058	39,99	31,424	1,45
94,	28,931	33,048	0,15542
99,75	14,17	35,215	-1,0708
99,333	36,289	31,968	1,6051
91,5	11,237	35,646	-1,4979
97,909	20,78	34,245	-1,0916
89,761	19,667	34,408	-1,3627
91,175	46,74	-30,433	0,48707
93,058	39,99	-31,424	1,1494
94,	28,931	-33,048	0,21082
99,75	14,17	-35,215	-0,99137
99,333	36,289	-31,968	1,5059
91,5	11,237	-35,646	-1,4467
97,909	20,78	-34,245	-0,98674
89,761	19,667	-34,408	-1,271
43,825	46,74	30,433	-1,2717
41,942	39,99	31,424	-1,6528
41,	28,931	33,048	-4,0257e-002
35,688	14,401	35,181	1,1606
35,667	36,289	31,968	-1,6329
43,5	11,237	35,646	1,4538
36,845	21,527	34,135	0,9654
45,01	19,731	34,399	1,4012
43,825	46,74	-30,433	-0,72241
41,942	39,99	-31,424	-1,3708
41,	28,931	-33,048	-5,4382e-003
35,688	14,401	-35,181	1,108
35,667	36,289	-31,968	-1,3126
43,5	11,237	-35,646	1,3613
36,845	21,527	-34,135	0,9383
45,01	19,731	-34,399	1,2949
94,	-22,531	-43,282	9,9886e-002
94,	-29,123	-55,945	4,4029e-002
94,	-35,714	-68,607	1,7014e-002
94,	-39,559	-75,993	5,5032e-003
97,364	-19,519	-37,496	2,4287e-003
94,	-32,419	-62,276	2,5199e-002
94,	-25,827	-49,613	6,3084e-002
90,25	-19,51	-37,479	0,23223
94,	-22,531	43,282	0,1278
94,	-29,123	55,945	3,2279e-002
94,	-35,714	68,607	1,8232e-002
94,	-39,559	75,993	4,2906e-003
97,364	-19,519	37,496	-9,3162e-003
94,	-32,419	62,276	2,8689e-002
94,	-25,827	49,613	5,865e-002
90,25	-19,51	37,479	0,20806
41,	-22,531	-43,282	-8,8274e-002
41,	-29,123	-55,945	-3,0781e-002
41,	-35,714	-68,607	-1,3751e-002
41,	-39,559	-75,993	-7,4498e-003
37,636	-19,519	-37,496	-0,19912
41,	-32,419	-62,276	-2,7269e-002
41,	-25,827	-49,613	-8,095e-002
44,75	-19,51	-37,479	-0,13291
41,	-22,531	43,282	-0,15007
41,	-29,123	55,945	-3,2066e-002
41,	-35,714	68,607	-1,7131e-002
41,	-39,559	75,993	-4,2705e-003
37,636	-19,519	37,496	-0,11203
41,	-32,419	62,276	-2,9247e-002
41,	-25,827	49,613	-6,7347e-002
44,75	-19,51	37,479	-0,18167
135,	9,954	8,0602	0,11229
135,	-9,7968	-5,9789	-4,6537e-002
135,	-12,569	7,1646	-9,4609e-002
135,	0,62477	-14,454	-3,5737e-003
135,	16,258	-3,3809	0,18512
135,	5,4039	15,071	3,5437e-002
135,	9,728	-16,912	9,9882e-002
135,	-10,596	16,381	-0,10327
135,	-20,581	-4,2326	-0,25614
135,	-13,124	-16,462	-0,11035
135,	16,851	15,707	0,16981
135,	-0,92589	-0,56506	2,2834e-002
135,	-5,0314	-22,936	-0,14095
135,	-22,699	6,0128	-0,2287
135,	1,8549	25,859	-5,1332e-002
135,	25,388	-9,2837	-3,7573e-002
135,	-4,1109	11,017	-7,0406e-002
135,	8,3697	-8,781	6,909e-002
135,	26,059	1,9328	-5,6135e-002
135,	11,517	25,164	7,1505e-003
135,	-17,732	13,158	-0,14634
135,	3,5945	-21,786	4,0398e-003
135,	16,312	4,7827	0,183
135,	-8,4054	26,263	-0,13874
135,	19,5	-19,417	6,7403e-002
135,	15,767	-11,344	0,15997
135,	-3,0143	18,809	-6,5567e-002
135,	22,878	9,4147	2,9889e-002
135,	-21,255	-18,391	-0,14357
135,	-6,4265	-14,264	-0,11417
135,	-15,624	0,80669	-0,19478
135,	-17,999	-10,985	-0,14854
135,	-14,32	-23,91	-0,14052
135,	-27,812	-1,8026	-0,21649
135,	8,5661	-1,0228	4,2203e-002
135,	2,2542	5,813	3,1824e-002
135,	-25,797	-10,7	-0,19759
135,	24,887	14,843	-5,3751e-002
135,	6,8565e-002	-7,5109	1,6039e-002
135,	-6,7954	3,0429	-4,9363e-002
135,	-18,245	21,147	-0,10612
135,	10,465	-25,896	-3,5953e-003
135,	1,5046	-28,599	-4,949e-002
135,	-24,747	14,415	-0,16032
0,	-11,783	6,8894	6,8001e-002
0,	10,476	-8,0499	-0,10102
0,	16,284	19,677	-5,2601e-002
0,	-0,6977	-14,383	-3,8824e-002
0,	-23,052	-10,459	0,21578
0,	-3,8393	27,033	9,9491e-002
0,	2,6369	10,434	-6,1765e-002
0,	22,915	-0,27003	-9,4761e-002
0,	-9,9568	-21,786	8,7852e-002
0,	14,251	-17,126	-9,7506e-002
0,	-16,974	16,716	0,15322
0,	-21,02	6,9809	0,17256
0,	-11,051	-10,706	0,10764
0,	-1,2	-1,2103	-2,8436e-002
0,	12,029	5,899	-0,13937
0,	5,9703	-24,06	-1,9772e-002
0,	-15,874	-2,0853	8,9557e-002
0,	5,8752	23,826	-2,5583e-002
0,	18,055	9,7978	-0,11771
0,	17,909	-8,5182	-0,1383
0,	-6,2696	13,988	1,2405e-002
0,	-19,591	-19,258	0,11341
0,	-7,8237	-1,1119	2,4186e-002
0,	-24,621	-2,2553	7,9437e-002
0,	-24,894	15,607	0,11928
0,	26,825	5,5175	-9,5233e-003
0,	25,353	-8,5463	-3,4132e-002
0,	-3,7637	-7,261	-2,3812e-002
0,	21,594	-17,393	-8,1331e-003
0,	23,986	14,592	2,5016e-002
0,	7,2736	-15,268	-8,1697e-002
0,	-2,1057	-23,166	8,7991e-002
0,	13,075	25,822	-1,4719e-002
0,	2,9738	-7,4443	-7,5185e-002
0,	14,32	-23,91	-4,7322e-002
0,	-28,734	3,3926	0,15474
0,	8,4091	14,712	-5,8647e-002
0,	-3,1453	6,1425	-1,4695e-002
0,	5,7545	1,5061	-9,742e-002
0,	13,817	-1,8866	-7,0087e-002
0,	-0,60791	18,615	2,9453e-002
0,	-10,86	23,087	0,14152
0,	-5,9265	-27,176	8,5252e-002
39,486	-25,745	15,694	0,2268
39,868	-31,064	3,1357	0,71746
35,465	4,1042	19,376	-8,0533e-002
38,857	-29,194	-9,9423	0,41338
35,406	-12,828	-13,709	-1,386
41,129	19,136	23,566	1,7601
36,246	20,082	6,0467	0,50921
35,305	5,3378	-18,09	-9,6036e-002
39,587	24,382	-5,9219	-0,24988
42,036	26,559	13,744	-1,0417
40,918	20,266	-24,156	1,3609
42,002	38,875	19,511	-3,2778
42,029	36,793	-13,468	-4,314
56,641	35,616	-0,78067	0,41439
52,287	45,723	12,833	-0,64328
64,08	38,098	11,913	-0,57658
53,7	53,222	-13,661	-0,1883
64,936	50,916	14,11	-0,49013
77,135	38,863	12,07	-0,45441
59,963	61,013	9,5318	0,98689
80,279	45,773	-13,011	1,4153
79,097	55,607	9,7162	-0,86697
92,065	34,846	-13,186	4,3675
92,742	29,969	12,047	2,7435
96,594	16,791	4,2498	-1,7465
95,008	23,466	-18,914	-0,72833
94,24	21,137	16,961	-1,5983
104,94	2,0811	-9,7362	0,75288
96,018	7,2505	-23,929	-0,6123
99,695	-5,0342	18,515	1,1342
99,139	-15,207	-11,028	1,3256
94,407	-21,922	-20,106	-0,24668
94,67	-17,325	20,695	0,25183
94,516	-27,348	13,635	-0,37278
94,418	-28,838	-9,9	-0,5094
35,596	-51,794	73,79	-1,8668e-004
38,483	-55,826	69,87	-6,5072e-003
35,014	-44,777	75,866	-8,4722e-003
43,902	-45,759	77,96	-4,1517e-003
43,147	-45,507	68,213	-1,0935e-002
44,57	-50,675	74,046	-9,9792e-003
40,008	-46,265	55,761	-1,9303e-002
39,182	-62,527	62,613	-8,2437e-003
44,822	-36,731	58,438	-9,1909e-003
41,884	-58,013	50,908	-1,0941e-002
46,344	-65,394	62,726	-1,3806e-002
39,737	-36,045	46,838	-4,0702e-002
35,919	-68,966	57,901	-1,7242e-003
43,13	-53,628	38,087	-3,7925e-003
46,546	-31,099	49,404	4,2633e-003
44,044	-68,286	55,771	-9,9335e-003
39,997	-69,641	45,92	-4,6047e-003
36,838	-41,612	33,509	-2,8821e-003
41,935	-30,18	38,478	-2,9747e-003
39,955	-66,35	34,378	-1,6248e-003
43,546	-55,513	26,227	2,4298e-004
36,645	-26,135	32,001	-6,2001e-002
44,058	-78,509	41,282	-7,7323e-003
46,427	-22,193	32,73	3,1051e-002
39,115	-69,759	24,299	2,8235e-003
36,707	-39,996	21,639	-8,6371e-002
46,563	-17,161	26,751	0,45545
36,597	-79,43	40,52	1,1406e-003
45,028	-82,03	32,375	-4,7726e-003
