X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
86,358	15,137	13,089	-1,9102
86,836	13,28	15,957	-0,88229
84,	-30,592	5,1271	-0,18513
84,	-29,569	-3,6603	-0,20882
84,	-24,449	-3,8204	-0,14014
84,	-23,781	3,4656	-7,4037e-002
87,542	-22,438	4,7481	0,11153
89,	-24,911	-0,14677	0,12091
88,338	-30,614	-0,92401	-0,42705
87,215	-28,154	3,5506	-0,32446
84,	-57,101	62,354	1,1845e-003
84,	-52,653	60,09	3,4699e-003
84,	-49,285	68,154	-8,4122e-004
84,	-49,238	61,021	-5,3329e-004
89,412	-49,345	59,445	8,7651e-003
89,723	-55,36	63,432	5,1868e-003
87,576	-54,773	67,377	6,9005e-003
87,674	-50,961	69,293	4,6438e-003
88,974	-49,629	65,54	6,7123e-003
85,294	-54,31	67,902	6,304e-003
84,	-9,5333	-5,6778	8,1828e-002
84,	-17,037	-8,9216	-2,2177e-002
84,	-14,715	-13,608	-7,9925e-003
84,	-8,0187	-9,9894	4,4831e-002
91,569	-13,801	-10,201	0,70388
87,658	-7,6514	-7,1505	7,5579e-002
89,	-17,499	-5,248	0,23887
89,451	-8,8436	-14,809	0,30561
84,	-42,659	22,527	4,42e-003
84,	-44,235	17,73	-2,1087e-002
84,	-49,504	17,123	6,0516e-004
89,615	-48,576	22,416	-3,7682e-003
88,999	-50,226	16,401	-1,0829e-002
87,587	-45,253	19,428	-2,3158e-002
84,	13,166	-18,072	8,3741e-002
84,	16,909	-17,972	0,21026
84,	14,101	-12,677	0,21283
86,118	18,041	-14,68	-1,8278
87,896	13,49	-14,985	-0,76926
85,728	16,641	-11,35	-2,5253
84,	-48,858	43,138	1,9097e-003
84,	-41,876	43,332	9,6596e-003
84,	-49,135	51,169	5,2056e-003
84,	-41,176	51,205	-2,6828e-003
84,	-45,72	52,1	1,2025e-003
87,333	-38,726	44,558	1,4688e-002
90,364	-43,961	43,629	7,3524e-003
90,251	-40,494	49,008	2,6013e-002
88,801	-49,208	45,941	8,5965e-003
89,412	-45,828	50,524	1,0501e-002
87,228	-45,966	41,327	6,4532e-003
84,	-60,838	4,7084	2,4627e-003
84,	-59,591	12,038	9,8436e-004
84,	-54,73	11,112	2,4459e-003
88,999	-55,452	10,391	-8,9883e-003
89,39	-60,294	7,8923	-6,901e-003
84,	-37,64	12,358	-0,12844
88,279	-34,283	12,616	-0,29419
89,786	-38,251	9,055	-0,12103
89,878	-33,686	7,3178	-0,4347
87,215	-31,527	7,8489	-0,35579
84,	-81,147	8,7087	2,1663e-003
84,	-80,414	14,326	1,8206e-003
89,649	-84,098	11,382	-3,6015e-004
87,55	-86,278	14,853	2,8017e-003
86,725	-87,117	9,1083	3,2594e-003
84,	9,7099	1,3302	-2,378e-002
84,	2,7452	6,1637	7,8199e-002
87,699	6,5552	4,5402	-0,75828
87,593	8,5799	-1,0582	-1,5227
87,658	1,4456	-1,5124	4,3858e-002
84,	-44,035	-56,398	-1,5408e-003
84,	-48,278	-66,298	2,7727e-004
84,	-40,838	-59,503	-9,4678e-003
84,	-44,706	-67,482	-3,4051e-003
84,	-50,774	-63,344	3,8566e-004
89,	-40,016	-65,544	7,1928e-003
89,	-38,368	-62,379	1,1285e-002
89,346	-46,321	-61,379	6,2097e-003
88,004	-48,029	-67,109	4,3505e-003
86,709	-43,517	-66,404	1,1334e-003
84,	-47,234	-47,086	9,8893e-006
84,	-39,744	-48,482	6,3091e-004
84,	-40,556	-53,419	-8,3805e-003
89,591	-41,855	-47,903	1,5061e-002
89,358	-49,429	-48,861	5,2185e-003
89,346	-46,039	-55,296	7,297e-003
84,	-50,537	-39,101	3,5586e-003
84,	-54,598	-44,857	2,6332e-003
89,77	-50,244	-39,018	2,0535e-003
89,591	-45,335	-44,675	1,5525e-002
89,358	-52,909	-45,632	5,6819e-003
84,	-60,948	-23,249	1,2472e-003
89,653	-60,125	-24,325	-3,2882e-003
89,095	-63,281	-30,627	1,4026e-003
86,789	-64,101	-21,478	-2,0219e-003
89,471	-65,464	-23,992	-2,1269e-003
84,	-5,157	-6,2935	4,4536e-002
84,	-7,8328	0,91623	7,6905e-002
87,658	-4,7898	-3,4547	7,5283e-002
84,	-26,799	-8,3094	-0,19516
84,	-33,762	-12,092	-0,1798
84,	-36,508	-8,1002	-0,16458
89,209	-30,379	-9,0247	-0,38663
88,579	-31,633	-13,163	-0,33554
89,	-27,261	-4,6358	6,5886e-002
88,338	-32,965	-5,4131	-0,48208
88,308	-34,724	-10,141	-0,29325
84,	-74,555	21,487	6,6897e-004
84,	-77,333	28,511	2,6011e-003
84,	-70,679	23,735	7,0125e-004
89,346	-73,384	28,242	1,4258e-004
87,911	-77,769	29,984	2,427e-003
86,647	-75,677	24,818	1,4477e-003
84,	-15,57	26,9	-0,13721
84,	-7,6016	29,022	-7,7841e-002
84,	-8,8984	25,085	-7,5525e-002
87,402	-13,776	28,366	-0,43914
86,836	-10,505	25,769	-0,1751
85,577	-9,3566	30,346	-0,44132
86,449	-6,9935	26,731	-0,2077
84,	-57,095	39,214	-3,5323e-004
84,	-45,053	39,403	7,8443e-003
84,	-53,787	35,092	2,9575e-004
84,	-46,225	35,994	-2,3139e-004
88,801	-52,385	42,012	6,7813e-003
88,081	-55,058	35,99	1,0975e-003
87,228	-49,143	37,398	4,638e-003
84,	-67,961	0,48657	8,9669e-004
84,	-61,725	-2,6871	2,0314e-003
90,293	-61,989	-1,48	-8,3397e-003
89,39	-63,524	4,4521	-6,3762e-003
88,42	-69,746	0,75581	-2,4842e-003
86,607	-62,794	-3,5462	-2,8015e-003
84,	-19,358	-13,156	-0,11229
91,569	-18,443	-9,7488	0,59958
89,204	-21,801	-14,288	-0,18658
89,209	-25,259	-9,1848	-0,31794
89,	-22,141	-4,796	0,13457
84,	-64,505	56,686	1,7964e-003
84,	-69,898	49,6	2,3792e-003
89,64	-65,853	49,289	3,4049e-003
87,405	-66,967	56,097	8,4146e-003
87,523	-69,782	52,465	4,6425e-003
84,	9,0335	24,465	-0,10391
84,	12,213	20,035	0,12144
84,	4,2651	20,755	1,3269e-002
87,534	6,67	20,122	-0,34855
86,836	10,638	18,865	-0,91869
84,	-19,358	-21,339	-8,5444e-002
84,	-15,598	-22,037	4,1691e-002
91,569	-16,122	-14,436	0,61376
89,204	-19,479	-18,975	-0,17239
89,451	-11,164	-19,044	0,21549
87,137	-17,073	-21,103	-0,20227
84,	-66,05	-56,537	1,8626e-003
84,	-60,086	-61,5	1,8397e-003
84,	-62,486	-55,338	1,4471e-003
88,277	-63,788	-57,102	4,8874e-003
86,456	-62,566	-61,109	7,1305e-003
85,619	-66,144	-58,676	4,4177e-003
84,	-25,421	21,979	-0,11109
84,	-21,444	21,896	-9,8075e-002
84,	-21,222	15,006	-8,5691e-002
89,335	-20,308	19,405	3,8125e-002
89,258	-25,32	15,875	-0,27418
87,542	-20,474	13,391	0,10064
88,159	-25,372	19,742	-0,28012
84,	-76,122	11,264	2,0371e-004
84,	-77,529	0,77496	1,9624e-004
84,	-74,355	2,6757	-3,2231e-004
88,42	-76,14	2,945	-3,7032e-003
89,112	-73,988	10,965	-3,1124e-003
89,649	-79,806	8,3196	-1,977e-003
86,725	-82,825	6,0462	1,6425e-003
90,214	-74,957	6,934	-2,4487e-003
84,	12,323	-25,131	-0,14732
84,	14,421	-21,158	-8,3156e-002
84,	7,4901	-20,998	-0,10501
90,009	8,9641	-22,593	-0,41099
86,544	8,7786	-26,242	-0,50222
86,059	7,2303	-20,921	-0,26521
87,499	13,916	-23,527	-0,82764
87,896	11,002	-18,171	-1,0627
84,	-1,6728	-13,555	4,6033e-003
84,	0,50465	-10,549	3,7968e-002
87,658	-3,2751	-7,7663	3,8286e-002
89,451	-4,4673	-15,425	0,26832
84,	-58,847	35,096	-1,5192e-004
84,	-67,214	42,422	1,2401e-003
88,801	-57,446	42,016	6,3336e-003
89,64	-63,168	42,112	2,2659e-003
89,346	-67,601	34,804	-9,9782e-004
87,968	-68,398	40,107	2,7174e-003
88,081	-60,118	35,994	6,4989e-004
84,	-11,448	5,9191	5,8407e-002
84,	-7,6667	6,9162	6,7266e-002
87,658	-5,9509	-0,55654	7,0655e-002
87,151	-6,6729	7,9683	0,15037
87,542	-13,325	6,2409	0,22457
84,	-57,037	57,535	4,4009e-003
89,723	-59,745	60,876	6,1178e-003
87,405	-63,948	59,21	8,7337e-003
87,576	-59,158	64,821	7,8315e-003
85,294	-58,695	65,347	7,2349e-003
84,	-28,287	-36,738	3,632e-002
84,	-33,02	-43,825	-2,2212e-002
84,	-32,915	-37,354	-1,7591e-002
88,1	-28,149	-39,421	-2,0969e-002
86,598	-30,075	-44,042	-2,251e-002
87,377	-31,553	-39,585	-2,5529e-002
84,	-32,741	39,329	-8,0754e-003
84,	-39,243	36,188	7,5185e-003
87,333	-34,921	40,823	2,0623e-002
90,364	-40,156	39,894	1,3287e-002
87,463	-38,115	35,207	7,5823e-003
87,228	-42,161	37,592	1,2388e-002
84,	-38,351	-12,043	-8,054e-002
84,	-32,708	-19,252	-9,7754e-002
84,	-37,368	-18,781	-4,931e-002
88,579	-33,475	-17,106	-0,25149
88,308	-36,567	-14,084	-0,2092
86,952	-37,631	-19,216	-8,4002e-002
84,	-10,121	9,0209	5,3396e-002
84,	-16,527	9,9612	2,4367e-002
84,	-17,123	7,0631	2,513e-002
87,151	-9,127	10,073	0,1365
87,542	-15,779	8,3456	0,2107
84,	-46,644	-31,732	2,1465e-003
84,	-39,226	-31,413	4,3025e-003
84,	-41,029	-25,324	-2,6057e-003
84,	-44,709	-25,355	1,6198e-003
90,268	-40,381	-31,036	9,6134e-003
90,618	-44,52	-26,094	1,6841e-003
89,77	-46,35	-31,649	6,4135e-004
86,952	-41,292	-25,759	-3,7298e-002
84,	-23,974	-28,655	2,2999e-002
84,	-17,92	-25,533	5,4355e-002
84,	-25,745	-23,652	-8,6264e-002
89,204	-21,801	-22,471	-0,15973
87,357	-21,671	-27,424	-0,16599
87,137	-19,394	-24,599	-0,1896
87,705	-25,209	-26,045	-0,10886
84,	-32,856	25,364	-1,8004e-002
84,	-39,738	20,087	-1,4923e-002
84,	-39,288	28,831	5,0131e-003
88,279	-36,381	20,346	-0,18067
88,159	-32,807	23,126	-0,18704
87,463	-38,16	27,85	5,0769e-003
87,587	-40,755	21,785	-1,6995e-002
86,868	-33,799	27,949	-1,3989e-002
84,	-10,725	-27,862	8,9102e-002
84,	-4,21	-26,765	-1,4778e-003
84,	-3,6699	-30,473	2,8235e-003
87,887	-4,8174	-29,899	-0,24224
87,769	-9,7899	-29,455	-0,36379
89,451	-6,2915	-24,869	0,26291
85,272	-9,8786	-30,392	-0,58998
85,903	-8,3904	-31,096	-0,49611
84,	-23,573	25,762	-3,3581e-002
84,	-25,471	28,621	0,13701
87,542	-25,261	28,749	-0,10321
88,159	-27,5	23,607	-0,21563
86,868	-28,493	28,429	-4,2577e-002
84,	-71,512	19,129	-1,097e-004
89,112	-73,255	16,583	-3,4581e-003
89,649	-79,072	13,937	-2,3227e-003
87,55	-81,252	17,409	8,3911e-004
90,528	-77,099	17,983	-1,5965e-003
86,647	-76,51	20,212	6,3674e-004
84,	-48,667	-71,298	-4,9966e-004
84,	-54,735	-67,16	3,2911e-003
88,004	-51,99	-70,925	7,2559e-003
86,625	-49,947	-73,218	4,5064e-003
85,446	-55,266	-69,74	7,6224e-003
84,	13,074	24,404	6,0858e-002
86,017	12,446	30,001	-0,58704
86,796	7,1456	30,324	-0,47446
87,534	7,5314	24,491	-0,40914
86,75	14,553	26,256	-0,82786
89,542	9,6471	29,395	-0,64737
89,885	11,375	25,88	-0,70215
86,836	11,499	23,234	-0,97927
89,77	-50,067	-34,261	5,1387e-003
84,	-49,174	56,202	2,6831e-003
88,801	-52,662	50,043	1,0077e-002
89,412	-49,281	54,626	1,1981e-002
89,723	-55,296	58,612	8,4032e-003
84,	14,231	-2,7145	-5,3605e-003
87,699	10,466	3,9676	-0,80074
87,593	12,491	-1,6308	-1,5652
86,032	15,438	3,2998	-2,9529
85,795	15,159	6,3945e-002	-3,037
84,	2,4743	-13,498	3,5033e-002
84,	-0,41619	-20,271	9,9951e-004
84,	2,2997	-18,621	6,6019e-004
87,658	-1,3055	-10,716	3,5351e-002
86,059	2,0399	-18,544	-0,15953
89,451	-2,4977	-18,375	0,26538
84,	-81,596	-30,037	3,4877e-003
84,	-77,908	-38,676	3,7079e-003
88,985	-78,301	-31,682	1,5168e-003
87,289	-81,776	-32,96	3,8071e-003
86,947	-79,534	-37,089	4,9413e-003
85,762	-81,814	-36,057	4,6231e-003
84,	16,066	-25,031	-2,0794e-002
87,75	12,602	-32,325	-0,76584
86,881	16,817	-31,706	-0,67796
86,544	10,423	-30,115	-0,43986
87,499	15,56	-27,4	-0,76528
84,	-75,029	-2,1959	-6,7546e-004
84,	-83,355	-4,811	2,4723e-003
88,42	-76,814	-1,9267	-4,0564e-003
89,728	-78,73	-9,0231	-2,2375e-003
89,849	-82,892	-5,3817	-1,9813e-003
86,897	-83,63	-2,6993	1,2334e-003
84,	-55,536	-18,014	1,2597e-003
84,	-60,922	-15,787	2,2834e-004
89,653	-58,509	-20,007	-3,0085e-003
86,825	-57,996	-16,148	-4,3874e-003
86,789	-62,485	-17,159	-1,7423e-003
87,674	-47,529	72,538	3,5491e-003
88,974	-46,197	68,785	5,6176e-003
85,277	-48,199	73,646	3,4827e-003
85,294	-50,878	71,147	5,2093e-003
86,258	-43,46	70,67	-2,8366e-004
85,967	-45,419	74,13	-4,498e-004
84,	-45,773	-8,2137	-3,5264e-002
84,	-51,094	-12,737	-2,1064e-003
84,	-48,17	-5,03	-2,3628e-002
84,	-54,916	-7,5094	-2,0649e-003
88,175	-49,329	-11,488	-1,6012e-002
90,29	-49,604	-4,3673	-1,6872e-002
90,293	-55,179	-6,3023	-1,2436e-002
86,825	-53,554	-10,871	-7,7535e-003
87,85	-46,49	-6,0537	-9,7463e-002
86,607	-55,985	-8,3686	-6,8978e-003
90,706	-51,387	-9,2385	-8,6928e-003
84,	-28,039	-27,472	9,5143e-003
84,	-30,896	-33,091	6,4867e-002
87,125	-22,889	-34,977	0,17551
87,357	-23,965	-31,244	-7,021e-002
88,1	-26,13	-35,158	6,1489e-002
87,377	-29,535	-35,322	5,6929e-002
87,705	-27,503	-29,865	-1,3084e-002
84,	19,924	21,193	0,16064
84,	17,53	17,087	0,14625
86,358	16,535	15,936	-1,7818
85,891	20,557	19,441	-0,80526
85,335	18,82	17,215	-1,708
86,75	17,732	21,826	-0,6025
86,836	14,678	18,803	-0,75392
84,	-80,171	35,355	3,661e-003
87,911	-81,381	32,402	3,5482e-003
87,952	-82,59	27,948	3,321e-003
86,647	-79,288	27,235	2,5689e-003
85,056	-82,097	34,247	3,9678e-003
84,	-41,215	56,238	-5,2053e-003
89,	-32,897	55,644	1,1594e-002
90,251	-35,989	53,146	1,9605e-002
89,412	-41,322	54,662	4,0931e-003
87,117	-37,267	58,093	-8,3316e-004
84,	-80,391	-21,508	2,2182e-003
84,	-85,412	-20,587	3,8303e-003
88,985	-80,027	-26,968	1,8923e-003
87,289	-83,502	-28,246	4,1826e-003
88,051	-84,563	-24,384	2,9324e-003
85,876	-85,268	-26,889	3,856e-003
84,	-3,3241	10,221	9,9986e-002
87,151	-5,3458	11,07	0,14536
84,	-60,586	-44,128	3,2735e-003
84,	-60,256	-48,869	3,7037e-003
89,358	-56,793	-46,631	7,8418e-003
88,746	-64,024	-45,859	5,7729e-003
88,277	-61,558	-50,633	7,1439e-003
84,	-56,713	15,002	1,4923e-003
84,	-64,605	18,653	-2,331e-005
88,999	-57,435	14,28	-9,9418e-003
89,588	-61,697	19,388	-2,5154e-003
89,39	-62,277	11,782	-7,8545e-003
89,112	-66,347	16,106	-3,3717e-003
84,	21,041	-22,544	8,2088e-002
86,118	19,296	-17,766	-1,9947
85,645	21,613	-21,071	-0,84816
87,499	17,659	-23,427	-0,70112
87,896	14,745	-18,071	-0,93616
88,42	-73,64	-2,5916e-002	-4,5749e-003
84,	-36,547	-51,586	-7,2961e-003
89,591	-37,846	-46,07	1,6146e-002
86,598	-32,79	-46,866	1,4173e-003
87,377	-34,268	-42,409	-1,6023e-003
84,	25,163	25,336	7,548e-002
85,879	30,884	28,306	0,29272
86,99	25,852	28,632	-0,22443
86,037	26,608	26,085	-0,36854
85,798	28,535	26,574	-6,9873e-002
84,	-43,494	-4,8673	-5,3687e-002
88,175	-44,652	-11,326	-4,6071e-002
88,338	-37,553	-5,364	-0,38281
88,308	-39,312	-10,092	-0,19398
87,85	-41,814	-5,8911	-0,12752
84,	-25,402	35,229	0,14443
89,	-24,971	41,171	4,8026e-002
87,125	-23,461	38,269	8,8158e-002
87,542	-25,192	35,357	-9,5787e-002
90,26	-26,684	37,721	-1,5337e-002
87,333	-29,59	40,555	-3,0469e-003
86,868	-28,423	35,037	-3,5153e-002
88,081	-56,809	31,872	1,2989e-003
84,	-21,494	28,538	0,15002
89,335	-18,46	23,187	0,11563
87,402	-17,802	27,144	-0,3225
87,542	-21,284	28,666	-9,02e-002
88,159	-23,524	23,524	-0,20262
86,836	-14,531	24,547	-5,8458e-002
84,	-46,583	14,683	-1,8738e-002
88,279	-37,957	15,549	-0,20617
89,786	-41,925	11,987	-3,3013e-002
87,587	-42,332	16,988	-4,2501e-002
84,	-75,358	-45,855	3,6595e-003
88,746	-72,755	-44,231	5,5282e-003
86,804	-76,692	-44,362	6,0449e-003
86,947	-77,572	-41,013	5,537e-003
84,	-49,116	-19,343	3,2916e-003
88,175	-49,974	-15,849	-1,2913e-002
89,653	-54,713	-19,09	-3,2756e-003
86,825	-54,199	-15,231	-4,6545e-003
89,	-33,241	-56,234	1,3861e-002
89,	-34,889	-59,399	4,4458e-003
89,591	-38,658	-51,007	7,1342e-003
91,138	-37,177	-57,279	8,5715e-003
89,346	-42,842	-58,4	-6,2997e-004
86,598	-33,602	-51,803	-7,5942e-003
84,	8,5997	-10,481	5,8451e-002
87,593	8,0062	-7,2558	-1,4979
87,658	0,87189	-7,7099	6,8716e-002
86,059	4,2173	-15,538	-0,12617
87,896	7,9887	-12,788	-0,92365
84,	-1,6506	25,667	8,4015e-002
84,	-4,9562	25,985	0,10048
86,796	0,36851	30,868	-0,34313
85,577	-5,4144	31,246	-0,26531
86,449	-3,0512	27,63	-3,1695e-002
88,004	-48,418	-72,109	3,5735e-003
86,709	-43,906	-71,403	3,5642e-004
86,625	-46,375	-74,401	8,2412e-004
85,502	-44,445	-75,6	-2,1427e-003
87,769	-13,224	-27,824	-0,2714
87,357	-17,911	-28,122	-3,8854e-002
85,272	-13,313	-28,761	-0,49759
87,137	-15,634	-25,297	-6,2466e-002
84,	13,694	-8,3276	5,2013e-002
87,593	11,954	-7,2438	-1,5078
87,896	11,937	-12,776	-0,93359
85,728	15,088	-9,1415	-2,6896
87,463	-39,287	31,797	-4,9341e-004
87,228	-43,333	34,183	4,3122e-003
84,	-0,58921	-27,745	4,6325e-003
84,	1,5866	-22,387	-8,1177e-006
87,887	-1,7366	-27,171	-0,24044
86,059	1,3268	-22,31	-0,1602
89,451	-3,2108	-22,141	0,26471
88,999	-52,574	13,354	-8,4803e-003
87,587	-47,601	16,381	-2,081e-002
84,	26,201	-25,734	0,16074
85,725	29,64	-26,438	8,7055e-002
86,828	26,823	-27,735	-0,17448
84,	-75,835	42,703	3,4404e-003
89,64	-68,227	45,315	4,3069e-003
87,968	-73,456	43,311	4,7584e-003
87,523	-72,156	48,492	5,5445e-003
86,256	-75,056	46,225	6,0617e-003
86,577	-75,908	43,079	5,7662e-003
86,544	3,4151	-31,339	-0,39292
87,887	-1,1966	-30,879	-0,23613
84,	-82,482	-16,771	2,1854e-003
88,985	-77,096	-23,153	2,4731e-004
89,728	-78,359	-15,821	-1,8724e-003
88,051	-81,633	-20,569	1,2874e-003
87,738	-82,431	-16,27	6,1224e-004
86,789	-71,55	-16,54	-2,2191e-003
89,471	-72,912	-19,054	-2,324e-003
90,29	-47,326	-1,0209	-3,5295e-002
87,85	-44,212	-2,7073	-0,11589
84,	-2,9475	21,73	8,6331e-002
87,534	2,763	20,78	-0,29196
86,449	-1,0425	23,376	-4,5848e-002
87,125	-21,451	34,438	0,26434
87,542	-23,183	31,526	8,0391e-002
86,868	-26,414	31,206	0,14103
86,836	-7,8594	22,731	3,2273e-003
86,449	-4,348	23,693	-2,9379e-002
85,725	27,359	-24,733	4,7127e-002
86,828	24,541	-26,03	-0,21441
85,645	24,491	-22,557	-0,80944
87,499	20,536	-24,912	-0,6624
87,699	3,5013	8,8012	-0,69876
87,151	-2,3304	11,273	0,18309
84,	-88,005	-10,687	4,4495e-003
88,051	-86,654	-19,647	2,8995e-003
87,738	-87,452	-15,348	2,2243e-003
87,911	-80,607	36,828	3,4869e-003
86,256	-78,618	43,302	6,2209e-003
86,577	-79,471	40,156	5,9254e-003
85,056	-81,323	38,673	3,9065e-003
89,588	-64,728	22,112	-2,5695e-003
89,112	-69,379	18,831	-3,4258e-003
89,346	-70,342	25,884	-6,3609e-004
86,647	-72,634	22,46	6,6902e-004
84,	-60,947	-9,6428	2,6744e-006
86,607	-60,452	-7,5016	-3,7574e-003
85,891	24,228	20,66	-0,93083
86,75	21,403	23,046	-0,72808
86,037	25,04	23,162	-0,40896
87,593	13,101	-5,1029	-1,5043
85,728	16,234	-7,0006	-2,6861
85,795	15,769	-3,4082	-2,9762
84,	-32,668	-28,088	-4,4397e-002
84,	-34,47	-21,998	-5,1305e-002
89,204	-25,867	-21,288	-0,17321
88,579	-30,578	-20,323	-0,25349
86,952	-34,733	-22,433	-8,5997e-002
87,705	-29,275	-24,862	-0,12235
84,	-37,327	-27,617	4,0477e-003
90,268	-36,68	-33,329	1,6267e-002
86,952	-37,59	-28,052	-3,0645e-002
87,377	-34,163	-35,938	3,0179e-003
87,705	-32,131	-30,481	-6,6995e-002
84,	-42,811	-21,558	1,365e-003
86,952	-39,393	-21,962	-3,7553e-002
84,	-19,748	9,0004	4,9597e-003
87,542	-18,404	10,283	0,19053
87,542	-19,	7,3849	0,19129
89,412	-45,866	55,557	7,9783e-003
87,117	-41,811	58,988	3,0521e-003
88,974	-46,15	61,652	5,9255e-003
84,	17,977	12,204	-0,12162
86,032	17,201	8,0248	-3,0446
86,358	16,983	11,053	-2,0497
84,905	18,13	10,512	-2,459
86,825	-59,585	-13,004	-5,6859e-003
86,789	-64,075	-14,015	-3,0408e-003
86,607	-62,016	-10,502	-4,8302e-003
90,618	-46,302	-22,328	5,6548e-003
88,175	-47,35	-18,095	-1,0614e-002
86,952	-43,074	-21,993	-3,3328e-002
84,	-71,965	-51,694	3,2304e-003
88,746	-72,168	-47,486	4,8841e-003
86,804	-76,105	-47,617	5,4008e-003
86,353	-73,778	-51,591	7,2081e-003
89,358	-58,897	-44,903	6,3223e-003
89,095	-63,343	-38,043	1,7959e-003
88,746	-66,128	-44,13	4,2534e-003
84,	-65,595	-53,081	3,0299e-003
88,277	-66,896	-54,844	6,4701e-003
85,619	-69,253	-56,419	6,0005e-003
86,353	-70,972	-54,176	7,4231e-003
89,849	-88,043	-6,096	6,4784e-004
86,897	-88,782	-3,4136	3,8625e-003
87,738	-87,954	-10,186	2,8763e-003
89,346	-52,778	-62,241	9,2235e-003
88,004	-54,486	-67,971	7,3643e-003
86,456	-59,711	-63,814	8,6903e-003
85,446	-57,761	-66,785	7,7307e-003
88,377	-57,706	-66,652	7,3487e-003
86,059	4,0427	-20,66	-0,16054
86,358	17,812	13,049	-1,9218
85,335	20,096	14,329	-1,848
84,905	18,959	12,509	-2,3311
88,277	-63,332	-53,646	6,0546e-003
51,	-69,289	-5,5873	1,4863e-003
51,	-72,794	-13,606	-3,052e-004
51,	-73,442	-8,2299	1,08e-003
51,	-67,635	-14,987	1,2673e-003
51,	-65,211	-5,846	1,3918e-004
51,	-65,032	-11,93	-3,1876e-004
46,069	-67,947	-4,8015	6,8686e-003
45,245	-64,575	-8,9923	9,6313e-003
44,926	-71,386	-12,28	3,5405e-003
45,249	-65,264	-14,086	5,2745e-003
46,918	-71,957	-8,669	3,6939e-003
51,	-39,81	11,63	8,4548e-002
51,	-44,275	9,8215	1,9152e-002
51,	-47,981	12,36	6,4817e-003
51,	-39,985	16,13	7,2599e-002
51,	-44,487	18,301	7,0727e-003
51,	-47,763	16,41	1,0122e-002
46,466	-42,699	11,898	8,2715e-002
47,996	-44,705	17,376	1,8641e-002
51,	-21,65	3,1397	4,1153e-002
51,	-17,009	6,073	-2,6912e-002
51,	-12,986	1,9704	-6,6072e-002
51,	-19,978	-1,2702	-3,9715e-003
51,	-14,177	-0,82099	-7,3776e-002
46,492	-19,536	1,0351	-0,20231
47,258	-12,718	-1,2629	-0,24472
47,515	-12,25	5,0291	-0,21737
51,	-43,412	-34,605	2,0663e-004
51,	-48,432	-34,835	-2,8805e-003
51,	-40,7	-29,89	2,92e-003
51,	-50,637	-30,925	-2,0093e-003
51,	-44,573	-27,994	-1,9259e-003
51,	-48,04	-28,339	-2,6277e-003
45,704	-44,391	-31,334	-8,131e-003
48,089	-47,487	-29,167	-8,3021e-003
51,	-63,966	36,567	-1,3969e-003
51,	-54,922	40,402	-2,1216e-003
51,	-61,693	32,432	-1,1148e-003
51,	-54,917	35,641	-4,8278e-003
51,	-58,806	41,401	-5,8662e-004
51,	-58,003	33,294	-2,7082e-004
51,	-60,91	39,673	-1,1588e-003
47,065	-56,379	37,516	-2,8824e-003
45,477	-62,74	35,662	-1,7985e-003
47,273	-57,321	31,586	-8,6463e-004
48,374	-60,652	39,421	-3,6026e-003
51,	5,1762	-5,3178	8,9949e-002
51,	-3,8285	-7,6886	-2,8379e-003
51,	0,48735	-8,988	4,1846e-002
51,	3,0594	-1,9953	7,5451e-003
51,	-1,1695	-3,9035	-1,4394e-002
51,	3,7831	-7,755	1,4463e-002
47,258	-3,3265	-4,7494	-0,18622
47,361	1,8442	-6,2418	0,25779
51,	-1,8895	22,531	-8,4779e-002
51,	1,443	16,647	-7,7067e-002
51,	-6,045	22,133	-1,6055e-002
51,	-6,5065	17,738	-8,1163e-002
51,	-4,9154	13,92	-0,11054
51,	0,52571	20,	-5,6054e-002
51,	-0,75616	13,768	-5,321e-002
47,276	-3,0207	20,258	-0,12716
48,14	2,6163	18,042	0,37638
51,	-70,904	20,619	8,8435e-004
51,	-74,401	16,796	-3,4458e-004
51,	-63,017	16,114	-7,0514e-004
51,	-65,887	22,5	1,0723e-003
51,	-65,019	12,21	1,9597e-003
51,	-70,741	12,697	1,5272e-003
51,	-62,927	19,784	5,2267e-004
45,057	-68,639	20,69	2,6127e-003
45,983	-67,759	13,996	6,2002e-003
45,378	-73,771	15,845	3,2953e-003
47,901	-64,936	17,934	4,1181e-003
51,	-49,738	-4,0965	6,251e-003
51,	-46,704	-13,809	8,3607e-003
51,	-51,676	-7,9857	9,4476e-003
51,	-42,891	-11,79	4,4559e-002
51,	-49,98	-11,504	8,4508e-003
51,	-45,112	-5,3942	2,1924e-002
51,	-42,162	-8,1313	0,10139
46,395	-48,361	-11,672	1,9329e-002
46,863	-43,084	-5,3676	0,20646
45,196	-44,257	-9,6917	2,2247e-002
47,798	-49,346	-6,957	2,3515e-002
47,644	-46,857	-3,7344	6,0005e-002
51,	-53,476	-51,711	-2,0918e-003
51,	-53,878	-43,368	-1,443e-003
51,	-62,188	-50,825	-1,8497e-003
51,	-58,907	-43,391	-1,2961e-003
51,	-58,809	-53,815	-3,3782e-003
51,	-51,057	-47,176	-2,2131e-003
51,	-63,706	-46,391	-2,0801e-003
45,936	-57,332	-42,673	-4,1438e-003
44,489	-57,504	-47,868	-3,8121e-003
45,593	-50,92	-47,494	-9,5281e-003
