X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
48,65	72,076	-15,538	0,28018
48,374	70,732	-17,72	0,34515
48,	75,409	-11,005	0,10598
47,	73,889	-12,006	0,20473
49,5	73,792	-14,447	0,14372
49,5	74,852	-12,323	0,11235
47,132	73,505	-14,557	0,23098
47,301	75,076	-11,491	0,12221
48,65	73,207	-13,59	0,21357
49,028	74,173	-11,56	0,17202
48,	76,741	-6,7038	4,0885e-002
49,5	75,7	-10,235	6,8599e-002
49,5	76,421	-7,9729	4,6107e-002
47,163	76,437	-7,188	5,058e-002
47,316	75,871	-9,3738	7,846e-002
48,53	74,973	-8,4823	0,15445
48,432	75,96	-7,6117	9,2862e-002
49,028	74,999	-9,4656	0,12828
48,	77,415	-2,2515	6,9722e-003
47,	76,286	-3,3682	5,7042e-002
49,5	76,938	-5,7798	2,476e-002
49,5	77,303	-3,4336	1,3602e-002
47,202	77,245	-2,2965	1,5838e-002
47,181	76,907	-4,9757	2,9233e-002
48,621	75,726	-4,5526	0,12931
48,592	75,892	-2,6102	0,13441
48,432	76,463	-5,4171	7,1515e-002
48,	77,415	2,2515	1,3113e-003
49,5	77,477	-1,1872	1,035e-003
49,5	77,477	1,1872	-1,4242e-003
47,234	77,348	-3,5447e-002	3,2715e-003
48,592	76,061	-0,36507	0,12184
48,635	76,71	1,1376	6,6588e-002
48,	76,741	6,7038	3,9203e-002
49,5	77,303	3,4336	5,4817e-003
49,5	76,938	5,7798	1,7778e-002
47,186	76,93	4,8454	2,3252e-002
47,2	77,25	2,2258	1,0177e-002
48,595	75,657	4,7859	0,13577
48,635	76,541	3,3828	7,3493e-002
48,	75,409	11,005	0,11042
47,	75,424	7,78	0,11193
49,5	76,421	7,9729	4,8764e-002
49,5	75,7	10,235	7,6152e-002
47,218	75,854	9,303	8,589e-002
47,164	76,469	7,061	5,4238e-002
48,522	74,356	9,749	0,18138
48,595	75,154	6,9805	0,16676
48,967	74,973	8,5977	0,14345
48,	73,447	15,058	0,21895
47,	73,889	12,006	0,18961
49,5	74,852	12,323	0,11638
49,5	73,792	14,447	0,14271
47,197	74,099	13,506	0,18946
47,2	75,06	11,42	0,12612
48,452	72,783	13,872	0,239
48,522	73,53	11,844	0,22161
47,	71,718	15,943	0,37057
49,5	72,634	16,38	0,21101
49,5	71,26	18,316	0,25733
47,104	71,994	16,953	0,34835
47,18	72,994	15,478	0,25776
48,452	71,653	15,819	0,3073
48,525	71,653	17,473	0,29131
39,58	53,8	29,331	0,46128
40,611	51,858	29,682	1,1747
37,592	50,227	29,921	2,8284e-002
37,667	52,213	28,692	-0,2913
36,745	50,615	28,927	-0,65469
37,898	52,197	29,492	-0,14627
38,879	53,962	29,164	0,15971
41,179	49,299	30,058	2,1813
39,445	52,177	27,976	0,55869
45,481	64,75	24,544	0,68332
45,436	66,153	22,615	0,59629
48,681	66,607	23,128	0,57163
45,347	65,672	23,753	0,59839
46,017	66,915	22,745	0,59233
46,075	64,095	22,892	0,70567
47,548	65,787	21,985	0,63278
47,561	64,906	23,293	0,6955
43,612	61,283	26,646	0,748
47,781	63,006	25,682	0,87302
43,502	62,326	25,964	0,64946
44,438	64,023	24,923	0,65645
45,175	62,424	24,067	0,76373
46,886	61,774	25,04	0,90927
45,786	61,105	25,509	0,99896
46,661	63,235	24,468	0,75356
41,634	57,612	28,244	0,6862
41,731	59,506	26,62	0,54738
41,539	58,763	27,687	0,54595
42,529	60,56	26,891	0,65607
44,392	58,088	28,069	1,2353
42,486	57,961	26,786	0,82485
44,822	59,317	26,435	1,0056
41,652	53,803	29,33	1,3312
39,729	55,912	27,9	0,23509
40,52	56,911	28,365	0,47754
39,924	55,859	28,684	0,31623
43,382	56,202	28,71	1,1669
40,485	54,108	27,561	0,7152
41,476	56,086	27,457	0,75644
43,195	55,06	27,915	1,2988
44,767	51,858	29,682	2,6453
48,922	50,695	29,852	4,1234
47,883	51,858	29,682	3,4074
46,497	54,293	29,221	2,481
45,335	49,299	30,058	3,652
47,962	50,061	28,884	3,7552
48,08	51,972	28,191	2,954
46,102	52,061	27,397	2,6708
46,31	53,128	28,33	2,613
44,419	54,293	29,221	1,8803
43,257	49,299	30,058	3,0512
41,523	52,177	27,976	1,4286
44,024	52,061	27,397	2,0701
44,232	53,128	28,33	2,0122
35,708	46,965	30,4	-0,63755
34,565	47,623	29,763	-1,1682
35,487	49,22	29,528	-0,93117
36,956	50,566	29,731	-0,42275
40,238	47,668	30,297	1,9049
37,358	47,133	27,383	6,4931e-002
38,503	50,546	28,215	0,28221
33,825	43,703	30,879	-1,483
32,701	44,394	30,237	-1,2264
33,623	45,992	30,002	-1,5575
39,296	46,037	30,536	1,5155
38,354	42,662	31,032	1,5687
34,12	43,668	29,123	-1,3589
36,416	45,502	27,622	-0,32442
31,759	42,763	30,476	-1,6825
37,413	41,031	31,271	1,1126
34,275	39,181	31,543	-1,2041
33,178	42,037	29,363	-1,815
43,5	5,3602	36,509	4,3925
44,989	3,2233	36,759	4,762
48,5	6,2147	33,242	8,2917
44,75	8,2985	36,077	5,3351
46,158	1,951	34,757	6,3761
44,915	5,4487	32,891	6,316
42,995	3,3102	34,94	4,8526
38,5	5,3602	36,509	2,2367
42,489	3,2233	36,759	3,6226
40,064	2,9401	36,783	2,8347
42,25	8,2985	36,077	4,1958
42,415	5,4487	32,891	5,1767
38,964	7,1305	34,226	2,7176
40,495	3,3102	34,94	3,7133
34,75	5,3602	36,509	0,74305
35,051	1,6867	36,861	1,2041
37,564	2,9401	36,783	1,8182
35,844	9,8805	35,845	0,63827
39,75	8,2985	36,077	3,1793
34,339	2,7135	35,366	1,1729
34,346	6,483	34,721	0,65418
34,024	4,227	34,991	0,93601
36,464	7,1305	34,226	1,7012
35,673	3,4232	33,495	2,0187
34,927	8,0747	34,778	0,55086
37,995	3,3102	34,94	2,6968
34,32	7,04	35,409	0,35235
43,5	-17,039	32,731	23,375
45,979	-14,296	34,018	14,964
43,723	-15,569	33,455	16,747
45,375	-18,274	35,105	13,153
46,214	-19,616	32,73	18,367
46,282	-17,1	29,741	17,69
45,528	-13,144	31,832	17,571
38,5	-17,039	32,731	20,466
41,223	-15,569	33,455	14,427
39,318	-18,279	35,113	10,369
42,875	-18,274	35,105	10,833
43,714	-19,616	32,73	16,047
43,782	-17,1	29,741	15,37
43,028	-13,144	31,832	15,251
39,34	-14,644	31,18	15,228
39,607	-18,699	30,506	15,065
40,619	-19,794	33,615	14,176
34,75	-17,039	32,731	22,184
35,351	-14,831	33,788	11,039
38,723	-15,569	33,455	13,838
36,818	-18,279	35,113	9,7804
34,502	-18,317	30,568	14,176
34,406	-16,58	31,508	15,026
36,84	-14,644	31,18	14,64
37,107	-18,699	30,506	14,476
35,363	-16,879	29,238	13,108
38,119	-19,794	33,615	13,587
34,925	-18,457	32,301	16,325
43,5	-43,404	83,379	1,4488e-002
45,238	-45,556	82,223	-8,5444e-004
43,5	-41,482	79,686	0,10934
44,951	-44,582	80,67	3,7568e-002
38,5	-43,404	83,379	1,7269e-002
42,738	-45,556	82,223	-2,0941e-003
40,015	-45,634	82,18	-5,1566e-003
41,	-41,482	79,686	0,1081
38,007	-44,091	79,623	6,0124e-002
42,451	-44,582	80,67	3,6328e-002
37,515	-45,634	82,18	-1,1366e-003
38,5	-41,482	79,686	0,11212
35,507	-44,091	79,623	6,4144e-002
43,5	-43,404	-83,379	1,4001e-002
46,432	-46,498	-81,694	-1,6227e-002
43,642	-45,349	-82,337	-4,6559e-004
43,5	-41,482	-79,686	0,11238
46,241	-43,76	-79,17	8,0364e-002
38,5	-43,404	-83,379	1,171e-002
41,142	-45,349	-82,337	-7,0338e-003
41,	-41,482	-79,686	0,10581
39,051	-44,594	-80,986	2,7722e-002
38,642	-45,349	-82,337	-2,7568e-003
36,177	-45,752	-82,114	-5,3568e-003
38,5	-41,482	-79,686	0,11009
36,551	-44,594	-80,986	3,1999e-002
46,028	68,548	-18,964	0,8696
46,	68,5	-17,363	0,9826
46,	69,227	-17,662	0,80944
45,673	67,933	-19,605	0,77356
44,998	66,765	-16,812	0,79108
47,324	68,929	-17,474	0,66892
47,374	68,86	-18,498	0,66754
47,002	67,796	-18,372	0,75479
46,028	68,548	18,964	0,97243
46,	68,5	17,363	1,0289
46,	69,227	17,662	0,88628
45,673	67,933	19,605	0,85269
44,998	66,765	16,812	0,87679
47,215	68,323	18,291	0,76051
46,	68,5	-11,575	0,87278
46,	70,887	-12,417	0,56345
46,	69,846	-14,407	0,66294
46,	68,5	-15,048	0,95232
44,998	66,765	-14,497	0,7608
48,533	67,805	-14,395	0,7267
47,903	69,296	-12,627	0,65418
47,324	68,929	-15,159	0,63864
47,65	70,205	-14,001	0,57229
48,486	69,217	-13,911	0,58256
47,002	67,796	-16,057	0,7245
47,084	66,639	-12,465	0,83103
46,	68,5	-6,9451	0,87215
46,	71,596	-7,9703	0,51125
46,	70,887	-10,102	0,56906
44,998	66,765	-12,182	0,76641
44,84	66,49	-8,2477	0,72149
48,037	66,52	-7,9704	0,88302
47,903	69,296	-10,312	0,65979
48,267	69,744	-8,2022	0,66257
47,53	71,145	-8,6726	0,56253
47,084	66,639	-10,15	0,83664
46,	68,5	-2,315	0,87215
46,	71,955	-3,4381	0,48023
46,	71,596	-5,6553	0,50501
44,991	66,753	-3,3371	0,65244
44,84	66,49	-5,9326	0,71525
48,037	66,52	-5,6554	0,87678
48,267	69,744	-5,8871	0,65632
48,257	70,091	-3,4506	0,64519
47,621	71,395	-4,6225	0,5525
47,673	66,937	-3,3774	0,82787
46,	68,5	2,315	0,86246
46,	71,955	1,123	0,48474
46,	71,955	-1,123	0,48647
45,005	66,776	0,99455	0,68051
44,991	66,753	-1,0221	0,65868
46,129	65,926	0,27559	0,76246
48,108	70,478	1,1681	0,61751
48,257	70,091	-1,1355	0,65143
47,592	71,561	-0,36507	0,56383
47,673	66,937	-1,0623	0,83411
47,913	67,55	1,2655	0,81515
46,	68,5	6,9451	0,86436
46,	71,596	5,6553	0,50011
46,	71,955	3,4381	0,46882
45,005	66,776	3,3096	0,66458
44,841	66,492	5,9297	0,69176
46,129	65,36	4,4135	0,81664
48,186	69,808	5,8119	0,63751
48,108	70,478	3,4831	0,60158
47,595	71,326	4,8558	0,55493
47,787	65,978	7,2049	0,89418
47,913	67,55	3,5805	0,79923
46,	68,5	11,575	0,88244
46,	70,887	10,102	0,55538
46,	71,596	7,9703	0,51793
44,998	66,765	12,182	0,78409
44,841	66,492	8,2447	0,70959
48,71	69,15	10,254	0,66851
48,186	69,808	8,1269	0,65533
47,522	70,528	9,9393	0,58738
47,787	65,978	9,52	0,91201
46,	69,846	14,407	0,66829
46,	70,887	12,417	0,55563
46,	68,5	15,048	0,93645
44,998	66,765	14,497	0,78434
48,71	69,15	12,569	0,66877
47,452	69,781	14,282	0,60502
47,522	70,528	12,254	0,58763
48,343	68,282	14,412	0,6771
47,787	65,978	11,835	0,91226
46,	72,312	12,975	0,34123
46,	69,846	15,564	0,72205
46,	70,573	15,863	0,57944
46,1	71,34	15,842	0,43167
46,131	72,35	14,381	0,34108
47,452	71,127	14,799	0,39062
46,	74,068	8,8402	0,19112
46,128	73,392	12,39	0,22842
46,14	74,324	10,302	0,16508
47,452	72,168	12,809	0,27796
47,522	72,914	10,781	0,26057
46,	75,14	4,4777	0,12239
46,135	75,036	8,17	0,12764
46,127	75,586	5,9192	9,5983e-002
48,186	72,904	6,8371	0,29108
47,522	73,623	8,6495	0,22313
47,595	74,422	5,881	0,20851
47,967	74,241	7,4982	0,18519
46,	75,5	0,	9,2822e-002
46,132	75,98	3,6715	6,4693e-002
46,143	76,222	1,09	5,1618e-002
48,108	73,933	2,2911	0,22386
47,595	74,781	3,6638	0,17722
47,592	75,016	0,75797	0,17019
47,635	75,665	2,2607	0,11493
46,	75,14	-4,4777	0,11933
46,144	76,221	-1,1607	5,3341e-002
46,131	75,959	-3,7973	6,6736e-002
48,257	73,546	-2,2586	0,25951
47,621	74,85	-3,4305	0,16682
47,592	75,016	-1,4881	0,17191
46,	74,068	-8,8402	0,20192
46,127	75,557	-6,0468	9,1518e-002
46,174	75,106	-8,2611	0,1194
48,267	72,84	-6,9123	0,29542
47,621	74,49	-5,6477	0,1916
47,53	74,241	-7,3828	0,19538
47,432	75,228	-6,5121	0,1338
46,	72,312	-12,975	0,35922
46,12	72,854	-13,411	0,28598
46,182	74,394	-10,398	0,17721
47,903	71,682	-11,154	0,35046
47,53	73,532	-9,514	0,2532
47,65	72,591	-12,528	0,26857
48,028	73,558	-10,497	0,22703
46,	69,846	-15,564	0,74809
46,	70,573	-15,863	0,57493
46,12	71,696	-15,402	0,38547
47,324	70,275	-15,675	0,4344
47,65	71,55	-14,518	0,36806
46,029	69,334	-18,066	0,7513
45,748	68,064	-20,032	0,71542
46,28	70,511	-17,682	0,56184
47,443	68,98	-18,912	0,6094
47,071	67,916	-18,786	0,69664
37,828	54,345	-27,383	-0,46959
35,879	50,97	-27,938	-1,2173
36,967	52,578	-28,429	-0,67666
37,587	53,928	-24,66	-0,5691
36,143	51,428	-25,079	-1,104
37,149	49,187	-26,878	-0,30679
39,869	52,361	-26,93	0,4562
43,636	64,405	-23,044	0,52954
44,933	66,652	-21,319	0,59183
44,729	66,1	-22,493	0,5568
45,007	66,596	-22,068	0,55634
44,253	65,474	-18,513	0,60936
43,014	63,327	-20,769	0,49365
45,232	64,112	-22,386	0,67212
45,686	65,146	-20,727	0,63199
45,96	66,055	-21,475	0,58866
41,791	61,209	-24,949	0,40206
43,847	64,564	-23,637	0,52204
42,985	63,076	-24,584	0,51448
42,033	61,418	-25,516	0,46962
42,123	61,784	-21,835	0,4589
44,341	62,569	-23,451	0,63736
43,303	60,669	-24,485	0,71528
39,845	57,838	-26,397	9,4803e-002
41,056	59,717	-26,328	0,3769
40,053	57,971	-27,026	0,19916
39,6	57,415	-23,674	-4,7042e-003
41,173	60,139	-22,673	0,36617
42,353	59,024	-25,323	0,62256
37,999	54,393	-28,064	-0,3268
39,035	56,199	-27,604	-1,5379e-002
38,608	55,696	-24,283	-0,21924
40,89	54,129	-26,552	0,80606
41,36	57,305	-25,932	0,40802
32,19	44,581	-28,876	-1,8138
31,068	42,501	-28,514	-1,4623
