X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
107,98	33,697	3,7072	-1,376
104,91	32,42	5,0941	-8,4275
106,89	32,556	1,9494	-3,7427
105,28	33,14	3,1975	-9,4027
106,56	32,536	5,2363	-3,8081
106,87	31,602	3,35	-4,5343
106,	33,892	-0,74994	-4,2493
105,26	34,042	-0,22124	-18,163
105,25	34,024	1,192	-18,617
107,98	33,828	2,213	-1,7624
105,05	32,829	0,55437	-8,4507
106,89	32,656	0,45323	-4,1291
105,28	33,24	1,7012	-9,7892
106,	33,693	-3,7424	-3,7999
105,24	33,896	-3,2449	-17,921
105,26	33,999	-1,7268	-17,51
107,98	33,892	0,71454	-1,1092
108,03	33,693	-3,7419	-1,1823
106,44	31,976	-2,975	-5,1817
105,05	32,796	-0,94478	-7,7975
106,89	32,623	-1,0459	-3,4759
105,09	33,47	-2,6238	-10,959
106,	33,23	-6,7055	-4,6311
105,24	33,496	-6,1298	-17,445
105,23	33,723	-4,7284	-18,125
108,03	33,494	-5,2286	-1,3862
105,01	32,592	-5,2325	-8,4703
106,44	31,811	-4,4653	-5,3857
105,09	33,305	-4,1141	-11,162
106,	32,508	-9,6161	-5,4667
105,23	32,85	-8,9698	-17,158
105,23	33,195	-7,5929	-18,072
108,03	33,23	-6,7051	-2,0135
105,01	32,295	-6,7024	-9,0976
106,44	31,514	-5,9352	-6,013
105,58	30,805	-7,929	-7,2203
107,48	31,366	-7,8781	-3,6814
105,09	32,531	-8,0301	-10,532
106,	31,53	-12,452	-5,362
105,23	31,963	-11,744	-16,942
105,23	32,425	-10,402	-17,366
108,03	32,901	-8,1684	-2,2217
108,09	31,486	-12,562	-2,3144
105,17	30,627	-11,264	-7,9081
105,58	30,379	-9,3669	-7,4285
107,48	30,941	-9,316	-3,8896
105,09	32,106	-9,468	-10,74
106,68	30,805	-11,113	-4,995
106,	30,307	-15,189	-5,8558
105,23	30,843	-14,433	-13,659
105,24	31,417	-13,134	-16,629
108,09	30,9	-13,943	-2,0016
105,17	30,077	-12,658	-7,5953
106,17	28,883	-13,619	-5,7064
106,68	30,254	-12,507	-4,6822
106,	28,846	-17,809	-5,9487
105,26	29,442	-17,088	-14,467
105,24	30,179	-15,771	-14,466
108,09	30,253	-15,296	-2,8082
106,17	28,211	-14,96	-6,513
104,51	28,145	-16,513	-7,2539
106,	27,159	-20,288	-4,1079
105,26	27,863	-19,56	-11,726
105,26	28,658	-18,374	-13,754
108,09	29,547	-16,619	-2,0944
108,01	26,853	-20,691	-2,837
111,09	28,517	-18,33	-2,5983
106,64	25,769	-18,836	-4,6959
105,12	26,858	-19,631	-7,2877
106,17	27,423	-16,236	-5,7992
109,43	25,926	-17,131	-3,3102
104,51	27,358	-17,789	-6,5401
106,	25,259	-22,609	-3,696
105,25	26,08	-21,883	-9,5642
105,26	26,971	-20,773	-10,599
108,01	25,911	-21,859	-1,71
106,64	24,871	-20,037	-3,5689
105,12	25,96	-20,832	-6,1608
106,	23,162	-24,753	-4,0798
105,26	24,037	-24,103	-8,9322
105,25	25,086	-23,015	-10,279
108,01	24,919	-22,984	-2,4251
106,64	23,871	-21,155	-4,284
106,95	21,94	-23,102	-3,5755
105,12	24,96	-21,949	-6,8759
105,01	23,186	-23,197	-4,8965
106,	20,884	-26,703	-3,2442
105,24	21,901	-26,072	-6,786
105,26	22,948	-25,142	-8,6008
108,01	23,878	-24,063	-2,0937
108,06	20,997	-26,615	-2,2592
106,95	20,845	-24,127	-3,2441
104,98	20,111	-26,13	-3,7048
105,01	22,091	-24,222	-4,5651
106,	18,442	-28,445	-2,3523
105,24	18,811	-28,38	-4,2913
105,13	19,826	-27,745	-5,6505
105,24	20,727	-27,015	-6,2819
108,06	19,799	-27,518	-1,755
106,95	19,664	-25,05	-2,74
104,98	18,929	-27,054	-3,2006
106,59	18,047	-27,336	-2,363
106,	15,856	-29,963	-1,7597
105,27	16,294	-29,886	-2,9168
105,24	17,537	-29,185	-3,9035
108,06	18,562	-28,366	-1,3672
108,67	16,909	-29,382	-1,3416
104,98	17,671	-27,87	-2,8129
106,59	16,789	-28,152	-1,9752
105,05	16,789	-29,057	-2,6388
106,	13,146	-31,247	-1,3136
105,25	13,595	-31,213	-1,9664
105,27	14,956	-30,578	-2,7119
108,08	13,254	-31,202	-1,1931
108,67	15,593	-30,101	-1,1367
107,54	13,478	-28,533	-1,4119
104,98	13,35	-29,798	-1,3741
106,59	15,464	-28,853	-1,7704
105,05	15,464	-29,759	-2,434
106,	10,333	-32,287	-0,80449
105,25	10,856	-32,267	-1,1989
105,25	12,201	-31,783	-1,7252
108,08	11,861	-31,757	-0,95178
107,54	12,096	-29,114	-1,1707
104,98	11,967	-30,379	-1,1328
106,51	10,411	-31,04	-0,94989
104,75	10,175	-31,184	-0,68856
106,	7,439	-33,074	-0,42234
105,26	8,0475	-33,077	-0,58195
105,25	9,4176	-32,716	-0,93102
108,08	10,444	-32,251	-0,68392
109,04	8,059	-32,928	-0,64913
106,51	8,9832	-31,497	-0,68202
104,75	8,7468	-31,642	-0,42069
106,	4,4868	-33,602	-9,9577e-002
105,24	5,0978	-33,668	-0,19615
105,26	6,5765	-33,401	-0,46766
109,04	6,5946	-33,252	-0,53484
103,75	6,1963	-33,02	0,12728
107,02	6,1806	-31,068	-0,56255
104,92	3,6869	-32,553	9,0812e-002
104,19	6,573	-30,772	0,22198
106,51	7,5202	-31,826	-0,56774
104,75	7,2838	-31,971	-0,30641
105,23	2,2021	-33,981	0,17973
105,23	3,6166	-33,86	1,2333e-002
108,	0,74994	-33,892	-0,79366
109,04	5,1173	-33,512	-0,32636
107,02	4,6943	-31,266	-0,35407
106,45	0,62693	-32,395	-0,42833
104,92	2,2006	-32,751	0,29929
108,33	1,8411	-30,905	-0,80109
135,	2,4745	-33,81	-1,2751
135,	-2,4745	-33,81	-1,3444
133,26	-1,2381	-33,877	-1,0941
132,57	2,1977	-33,829	-0,99441
135,	0,75232	-31,25	-1,8326
135,	7,3709	-33,089	-1,1649
133,41	7,0586	-33,157	-0,98358
132,57	4,6612	-33,578	-0,98837
135,	7,7003	-29,717	-1,6432
135,	3,2203	-31,069	-1,8265
133,86	5,6181	-31,921	-1,3494
135,	12,11	-31,663	-0,94826
133,41	9,4601	-32,553	-0,87943
132,46	11,372	-31,936	-0,77082
135,	10,116	-29,179	-1,5391
135,	16,591	-29,562	-0,64258
132,48	16,128	-29,818	-0,533
132,46	13,673	-31,02	-0,65831
135,	12,427	-28,295	-1,4266
135,	20,719	-26,832	-0,28665
132,48	18,261	-28,561	-0,33983
132,31	20,389	-27,083	-0,23627
135,	19,103	-23,845	-0,62923
135,	14,585	-27,084	-1,2334
131,83	17,088	-26,529	-0,66932
135,	24,405	-23,529	-2,8784e-002
133,22	23,866	-24,076	-4,7178e-002
132,31	22,312	-25,522	-7,3512e-002
135,	21,061	-22,332	-0,46648
132,72	23,043	-22,464	-0,21074
135,	27,571	-19,725	0,11496
133,22	25,56	-22,269	4,7932e-002
132,58	26,862	-20,68	7,4027e-002
135,	22,779	-20,551	-0,37137
132,72	24,761	-20,683	-0,11563
135,	30,149	-15,501	0,15321
133,56	29,67	-16,398	0,1394
132,58	28,3	-18,664	0,12266
135,	27,162	-13,472	9,8121e-002
135,	24,219	-18,538	-0,32274
132,72	26,201	-18,67	-6,6999e-002
132,7	27,4	-15,493	-4,9135e-002
135,	32,084	-10,946	0,11622
133,56	30,788	-14,189	0,12902
132,92	31,56	-12,377	0,10621
135,	28,294	-11,271	8,7745e-002
132,7	28,532	-13,292	-5,9512e-002
135,	33,336	-6,1575	8,8765e-002
133,59	33,127	-7,1993	6,4418e-002
132,92	32,379	-10,041	7,9588e-002
135,	29,093	-8,9291	6,1126e-002
132,87	31,517	-6,4896	1,9464e-002
131,95	31,326	-8,954	2,5733e-002
135,	33,877	-1,2381	7,9734e-002
133,59	33,564	-4,762	6,3585e-002
132,93	33,787	-2,7691	5,1122e-002
135,	29,542	-6,4957	6,0293e-002
135,	29,878	-0,88742	0,12743
133,39	32,585	-0,7179	3,1804e-002
132,87	31,966	-4,0562	1,8631e-002
135,	33,697	3,7077	0,10021
133,59	33,796	2,6497	4,1913e-002
132,93	33,899	-0,29545	4,2924e-002
132,07	33,865	1,5349	3,5305e-002
135,	29,968	1,5855	0,11924
133,39	32,675	1,755	2,3606e-002
135,	32,798	8,5744	0,14549
133,59	33,513	5,1096	7,0588e-002
132,94	33,165	7,0211	9,6702e-002
135,	29,697	4,0452	0,14791
135,	28,107	7,7861	-3,632e-002
132,14	30,729	6,5314	-2,6659e-002
133,39	32,404	4,2147	5,228e-002
135,	31,2	13,258	0,15283
133,59	31,6	12,274	0,13162
132,94	32,564	9,4233	0,11331
131,93	32,053	11,037	0,12301
135,	27,481	10,18	-1,9713e-002
135,	28,486	12,894	3,1017e-002
132,14	30,103	8,9255	-1,0052e-002
132,86	30,274	11,873	5,028e-002
135,	28,937	17,66	0,14159
133,59	30,62	14,548	0,12235
132,94	29,736	16,278	0,1337
135,	27,518	15,172	2,1753e-002
132,86	29,306	14,15	4,1016e-002
135,	26,057	21,685	8,5228e-002
133,59	26,724	20,858	0,10708
132,94	28,468	18,405	0,13172
131,93	27,514	19,803	0,10997
135,	26,229	17,284	1,9774e-002
132,69	25,284	19,701	-8,7286e-002
135,	22,622	25,248	-0,10573
133,59	25,13	22,753	5,27e-002
132,87	23,725	24,214	1,2575e-002
135,	20,628	19,618	-0,66917
135,	24,646	19,186	-3,461e-002
132,69	23,701	21,603	-0,14167
135,	18,705	28,273	-0,4321
133,23	19,359	27,829	-0,25149
132,87	21,894	25,881	-0,124
135,	18,785	21,269	-0,80574
135,	16,118	25,998	-1,0532
132,69	21,858	23,254	-0,27824
131,3	18,871	25,092	-0,40076
135,	14,389	30,695	-0,76853
133,23	17,276	29,167	-0,44129
132,3	15,514	30,142	-0,51024
135,	14,054	27,363	-1,243
135,	9,7666	32,463	-1,0208
133,22	10,48	32,239	-0,76063
132,3	13,272	31,194	-0,65688
135,	11,814	28,414	-1,3896
133,17	10,41	30,308	-1,0701
135,	4,9359	33,539	-1,1473
133,22	8,0992	32,918	-0,86621
132,77	6,106	33,346	-0,89697
135,	4,6129	29,474	-1,9434
135,	9,4439	29,126	-1,4952
133,17	8,0406	31,021	-1,1757
135,	-4,6838e-014	33,9	-1,2324
133,52	0,97057	33,886	-1,0368
132,77	3,6556	33,702	-0,91788
135,	2,1647	29,834	-1,9644
135,	-4,9359	33,539	-1,328
133,52	-1,5055	33,867	-1,101
132,92	-3,5235	33,716	-0,98037
135,	-0,30983	29,834	-2,0286
135,	-5,44	30,036	-1,9381
133,29	-3,6869	32,172	-1,5934
135,	-9,7666	32,463	-1,7051
133,59	-8,7443	32,753	-1,7114
132,92	-5,9753	33,369	-1,0117
135,	-7,8882	29,676	-1,9694
133,29	-6,135	31,812	-1,6247
135,	-14,389	30,695	-1,9206
133,59	-11,112	32,027	-2,0572
132,94	-12,942	31,332	-2,1548
135,	-10,258	28,963	-2,3153
135,	-18,705	28,273	-1,8439
133,59	-17,81	28,845	-2,3857
132,94	-15,194	30,304	-2,0244
135,	-12,498	27,913	-2,1849
135,	-17,418	25,355	-2,0431
133,05	-16,912	27,385	-2,2009
135,	-22,622	25,248	-1,9152
133,59	-19,868	27,468	-2,4394
132,94	-21,409	26,285	-2,256
135,	-19,482	23,99	-2,0968
133,05	-18,976	26,019	-2,2546
133,78	-21,326	23,782	-2,2285
135,	-26,057	21,685	-1,958
133,59	-25,365	22,491	-2,3282
132,94	-23,27	24,652	-2,2737
131,93	-24,472	23,459	-2,4959
135,	-21,325	22,338	-2,1145
133,78	-23,169	22,131	-2,2462
135,	-28,937	17,66	-2,0632
133,59	-26,939	20,579	-2,3534
132,94	-28,073	19,002	-2,445
135,	-22,908	20,436	-2,1396
135,	-26,159	17,07	-2,0508
133,78	-24,752	20,229	-2,2713
135,	-31,2	13,258	-2,2917
133,59	-30,769	14,23	-2,5623
132,94	-29,386	16,902	-2,525
131,93	-30,193	15,415	-2,7711
135,	-27,448	14,958	-2,1308
135,	-32,798	8,5744	-2,4694
133,59	-31,725	11,946	-2,7108
132,94	-32,358	10,109	-2,8632
135,	-27,392	8,4792	-2,528
135,	-28,415	12,68	-2,2793
133,02	-30,621	10,428	-2,7394
135,	-33,697	3,7077	-2,6612
133,59	-33,564	4,762	-2,8066
132,94	-33,009	7,7198	-2,8924
131,93	-33,354	6,0625	-3,0275
135,	-28,017	6,0852	-2,5573
135,	-30,574	2,1774	-2,3339
133,02	-31,247	8,0338	-2,7686
132,56	-31,349	3,7965	-2,8473
135,	-33,877	-1,2381	-2,6749
133,59	-33,822	2,2993	-2,9692
132,94	-33,898	0,35791	-3,1517
135,	-30,845	-0,28225	-2,4965
132,56	-31,619	1,3368	-3,0098
135,	-33,336	-6,1575	-2,5617
133,59	-33,513	-5,1096	-2,8358
132,94	-33,834	-2,1174	-3,0029
131,93	-33,686	-3,8037	-3,0723
135,	-30,754	-2,7551	-2,3477
133,12	-31,897	-4,6793	-2,8199
135,	-32,084	-10,946	-2,4529
133,59	-33,05	-7,5423	-2,8713
132,94	-32,564	-9,4233	-2,9829
135,	-30,305	-5,1885	-2,3832
135,	-29,297	-9,6374	-2,4216
133,12	-31,447	-7,1127	-2,8554
135,	-30,149	-15,501	-2,2236
133,59	-30,62	-14,548	-2,6274
132,94	-31,789	-11,775	-2,8387
131,93	-31,162	-13,347	-2,9012
135,	-28,499	-11,979	-2,2773
135,	-27,571	-19,725	-2,1014
133,59	-29,476	-16,744	-2,5423
132,94	-28,468	-18,405	-2,7003
135,	-25,096	-18,025	-2,2083
135,	-27,367	-14,18	-2,1922
133,34	-26,854	-17,075	-2,4999
135,	-24,405	-23,529	-2,0594
133,59	-25,13	-22,753	-2,3248
132,94	-27,049	-20,434	-2,6632
131,93	-25,995	-21,759	-2,5733
135,	-23,656	-20,038	-2,1713
133,34	-25,414	-19,088	-2,4629
135,	-20,719	-26,832	-2,0642
133,59	-23,402	-24,526	-2,3199
132,94	-21,959	-25,827	-2,4035
135,	-21,939	-21,819	-2,1664
135,	-18,471	-24,579	-2,2201
132,15	-20,682	-23,871	-2,4603
135,	-16,591	-29,562	-2,0855
133,59	-17,51	-29,028	-2,274
132,94	-20,015	-27,361	-2,4132
135,	-16,512	-26,091	-2,2298
135,	-12,11	-31,663	-1,9938
133,59	-15,344	-30,229	-2,2856
132,9	-13,525	-31,085	-2,4325
135,	-14,355	-27,302	-2,2414
131,71	-12,461	-29,404	-2,3764
135,	-7,3709	-33,089	-1,6491
132,9	-11,22	-31,989	-2,3293
132,61	-8,0995	-32,918	-1,6861
135,	-7,399	-27,7	-2,5445
135,	-12,043	-28,186	-2,1382
131,71	-10,15	-30,288	-2,2732
132,98	-6,9501	-31,447	-1,9566
133,26	-3,7077	-33,697	-1,1574
132,61	-5,675	-33,422	-1,4445
135,	-4,9836	-28,238	-2,303
135,	-1,7156	-31,069	-1,8958
132,98	-4,5348	-31,985	-1,7151
104,	1,4836	-35,869	-0,17337
104,	-1,4836	-35,869	0,21681
104,	0,3806	-36,396	-8,1061e-002
104,	-0,77365	-36,384	3,9476e-002
104,15	0,71152	-35,124	0,13326
104,15	-0,71152	-35,124	0,30256
103,1	9,4797e-002	-34,766	0,58086
102,52	0,45081	-35,733	0,57595
104,	4,4406	-35,624	-0,60474
104,	4,1624	-36,143	-0,64474
104,	1,8629	-36,335	-0,2704
104,	3,0157	-36,275	-0,42757
102,75	4,1624	-36,143	-0,11139
104,15	2,1914	-35,063	-5,6074e-002
104,15	3,6096	-34,945	-0,22347
103,1	1,5771	-34,705	0,39152
103,38	3,8294	-35,001	-0,11505
102,52	1,9331	-35,671	0,38661
104,	7,3672	-35,136	-1,218
104,	5,6346	-35,959	-0,88678
104,	6,8292	-35,784	-1,1987
102,75	5,6346	-35,959	-0,35343
104,15	5,0794	-34,762	-0,46551
104,17	6,5647	-34,482	-0,73702
102,75	6,1664	-34,04	-0,14208
103,38	5,3016	-34,817	-0,35709
104,	10,244	-34,408	-2,1245
104,	9,4758	-35,304	-1,9284
104,	8,2812	-35,48	-1,5699
104,16	8,0016	-34,186	-1,1083
104,16	9,401	-33,825	-1,4574
103,14	9,8914	-33,582	-1,1943
102,75	7,6184	-33,736	-0,51333
103,75	8,7059	-32,686	-0,94702
104,	13,05	-33,444	-3,2368
104,	10,898	-34,881	-2,4637
104,	12,092	-34,706	-2,9125
104,16	10,809	-33,411	-1,9926
104,16	12,184	-32,926	-2,5189
101,87	12,914	-34,585	-1,5905
103,14	11,313	-33,159	-1,7296
104,	15,767	-32,252	-4,7633
104,	14,669	-33,991	-4,0159
104,	13,474	-34,166	-3,4895
104,16	13,553	-32,396	-3,0959
104,17	14,942	-31,753	-3,8414
101,87	14,296	-34,046	-2,1675
103,14	12,695	-32,62	-2,3066
103,	14,77	-32,252	-3,0053
104,	18,377	-30,84	-6,5188
104,	18,391	-32,988	-5,8949
104,	16,002	-33,339	-4,9654
104,17	16,263	-31,11	-4,7909
104,16	17,542	-30,419	-5,7777
102,58	17,391	-30,495	-3,8878
103,	16,103	-31,6	-3,9548
103,62	18,142	-30,202	-5,5891
104,05	16,75	-30,228	-4,513
104,	20,861	-29,217	-8,4225
104,	22,055	-31,878	-7,1587
104,	19,666	-32,229	-6,7009
104,16	18,806	-29,668	-6,5836
104,11	19,888	-29,09	-7,9429
102,72	20,578	-30,07	-5,527
102,58	18,666	-29,736	-4,6938
103,62	19,417	-29,443	-6,395
104,	23,202	-27,395	-10,785
104,	23,262	-31,016	-8,2565
104,11	21,093	-28,229	-9,0406
104,15	21,963	-27,417	-9,672
101,95	24,061	-28,355	-5,9198
102,72	21,785	-29,208	-6,6248
103,25	21,984	-27,465	-7,4516
103,62	20,624	-28,581	-7,4928
104,	25,385	-25,385	-13,283
104,	26,784	-29,707	-9,4171
104,	24,394	-30,057	-9,5209
104,16	23,084	-26,466	-10,936
104,16	24,129	-25,498	-12,751
101,95	25,193	-27,396	-7,1842
103,03	24,658	-24,588	-8,7928
103,25	23,116	-26,507	-8,7161
104,	27,395	-23,202	-16,624
104,	27,833	-28,658	-10,651
104,17	25,168	-24,457	-13,985
104,16	26,232	-23,344	-15,332
104,	28,599	-24,191	-11,965
101,95	26,242	-26,347	-8,4178
103,03	25,707	-23,539	-10,026
102,12	27,341	-23,181	-9,2275
104,	29,217	-20,861	-19,037
104,16	27,178	-22,222	-17,439
104,16	28,078	-21,084	-18,474
104,	29,557	-23,059	-14,072
103,03	26,666	-22,407	-12,134
103,01	28,205	-20,367	-12,343
104,12	27,008	-21,122	-14,036
102,12	28,3	-22,049	-11,335
104,	30,84	-18,377	-21,209
104,17	28,927	-19,887	-18,78
104,16	29,732	-18,674	-20,808
104,	32,606	-21,728	-13,048
104,	33,163	-18,883	-13,295
104,	30,419	-21,852	-14,378
103,01	29,067	-19,159	-12,649
102,35	31,155	-19,165	-12,636
102,12	29,162	-20,841	-11,641
104,	32,252	-15,767	-23,256
104,17	30,479	-17,411	-22,674
104,15	31,229	-16,091	-22,672
104,	33,922	-17,609	-15,162
103,01	29,826	-17,885	-14,515
102,35	31,915	-17,891	-14,503
103,28	30,666	-16,558	-16,238
102,72	31,264	-15,329	-13,917
104,	33,444	-13,05	-24,391
104,15	31,88	-14,761	-22,852
104,15	32,451	-13,458	-25,822
104,	34,574	-16,276	-15,342
104,	35,423	-13,614	-15,008
102,47	33,905	-13,691	-15,57
102,35	32,566	-16,558	-14,683
102,72	31,916	-13,996	-14,097
104,	34,408	-10,244	-26,682
104,15	32,99	-12,078	-26,777
104,15	33,452	-10,732	-27,202
104,	35,962	-12,232	-15,963
102,47	34,444	-12,309	-16,525
103,02	33,231	-10,667	-16,657
102,72	32,455	-12,614	-15,052
103,28	35,094	-10,401	-19,113
104,	35,136	-7,3672	-28,052
104,15	33,874	-9,3122	-28,537
104,15	34,224	-7,9327	-29,452
104,	36,385	-10,81	-17,299
104,	36,68	-8,0803	-17,738
103,02	33,655	-9,2454	-17,993
102,94	34,451	-7,2497	-17,783
104,09	33,481	-8,3522	-21,911
103,28	35,517	-8,9794	-20,449
104,	35,624	-4,4406	-26,686
104,15	34,528	-6,483	-29,486
104,15	34,762	-5,0794	-30,166
104,	36,984	-6,6283	-17,772
102,94	34,755	-5,7977	-17,818
102,67	36,955	-5,5194	-18,064
103,28	35,821	-7,5274	-20,483
104,	35,869	-1,4836	-25,087
104,	38,88	-2,6456	-13,603
104,	38,88	-3,8089	-13,918
104,15	34,945	-3,6096	-28,767
104,17	35,042	-2,0828	-28,355
104,	37,168	-5,1561	-16,372
102,48	34,863	-2,1486	-14,267
102,94	34,939	-4,3255	-16,418
102,29	37,866	-1,8701	-15,838
102,67	37,138	-4,0473	-16,665
104,09	34,446	-2,9819	-21,804
104,	35,869	1,4836	-25,795
104,	38,942	1,1633	-13,308
104,	38,942	-1,1633	-13,403
104,	38,942	1,5741e-014	-13,539
104,16	35,106	-0,61656	-28,156
104,16	35,099	0,82456	-28,609
102,48	34,924	-0,66635	-14,067
102,94	35,031	1,4997	-15,739
102,29	37,928	-0,38776	-15,638
102,72	37,272	1,9861	-16,432
104,	35,624	4,4406	-27,524
104,	38,88	2,6456	-14,216
104,	38,88	3,8089	-14,666
104,16	35,042	2,2914	-29,517
104,16	34,91	3,7391	-29,16
104,	37,168	5,1561	-17,604
102,94	34,97	2,982	-16,647
102,72	37,211	3,4684	-17,34
104,	35,136	7,3672	-27,397
104,16	34,732	5,1966	-29,981
104,16	34,472	6,701	-29,356
104,	36,984	6,6283	-18,426
102,99	34,611	6,4607	-18,601
102,94	34,787	4,4542	-17,468
102,72	37,027	4,9406	-18,161
104,	34,408	10,244	-26,326
104,16	34,172	8,1404	-28,408
104,11	33,972	9,3617	-30,863
104,	36,385	10,81	-16,859
104,	36,68	8,0803	-17,477
102,99	34,306	7,9127	-17,653
102,16	34,66	10,688	-16,105
103,2	33,453	9,6874	-17,852
100,98	35,941	8,4092	-14,336
104,21	33,504	8,4801	-22,266
104,	33,444	13,05	-26,012
104,11	33,55	10,781	-30,74
104,15	33,065	11,865	-27,709
104,	35,962	12,232	-16,737
102,16	34,237	12,11	-15,983
103,2	33,03	11,109	-17,73
103,2	32,294	12,939	-17,054
102,83	33,846	13,741	-17,577
104,	32,252	15,767	-24,118
104,16	32,529	13,234	-27,517
104,16	31,954	14,537	-25,435
104,	34,574	16,276	-16,43
104,	35,423	13,614	-16,545
103,2	31,755	14,321	-16,863
102,83	33,306	15,123	-17,386
104,	30,84	18,377	-20,923
104,17	31,307	15,857	-23,732
104,16	30,599	17,228	-22,998
104,	33,922	17,609	-14,727
102,99	30,618	17,562	-15,121
101,87	32,574	18,838	-13,094
103,2	31,103	15,654	-15,16
102,83	32,655	16,456	-15,683
104,	29,217	20,861	-19,389
104,16	29,844	18,488	-21,506
104,16	29,061	19,708	-20,519
104,	32,606	21,728	-13,059
104,	33,163	18,883	-13,236
104,	30,419	21,852	-14,453
102,31	29,282	21,556	-11,983
102,99	29,858	18,836	-13,63
101,87	31,815	20,112	-11,603
103,67	28,489	19,7	-15,387
104,	27,395	23,202	-16,596
104,17	28,205	20,9	-20,476
104,16	27,319	22,054	-18,017
104,	29,557	23,059	-14,411
102,31	28,42	22,764	-11,94
103,06	26,504	22,321	-12,555
103,67	27,627	20,907	-15,344
104,	25,385	25,385	-13,112
104,	27,833	28,658	-10,449
104,17	26,368	23,171	-15,267
104,15	25,36	24,312	-13,783
104,	28,599	24,191	-11,66
102,31	27,461	23,896	-9,1896
101,42	25,455	25,82	-7,3672
103,06	25,545	23,453	-9,8044
102,91	27,675	26,015	-9,701
102,75	26,212	26,214	-9,5716
104,	23,202	27,395	-11,007
104,	26,784	29,707	-9,7145
104,	24,394	30,057	-9,7611
104,15	24,312	25,36	-13,049
104,15	23,265	26,323	-11,601
101,42	24,406	26,869	-6,633
104,06	23,008	24,925	-8,9622
103,06	24,496	24,502	-9,0701
103,1	22,767	26,782	-8,4786
102,75	25,163	27,263	-8,8373
104,	20,861	29,217	-8,6033
104,	23,262	31,016	-8,391
104,15	22,135	27,281	-10,231
104,15	21,012	28,155	-8,8666
103,1	21,635	27,741	-7,1084
102,68	21,444	29,639	-6,545
102,75	24,031	28,222	-7,4672
104,	18,377	30,84	-6,5942
104,	22,055	31,878	-7,3572
104,	19,666	32,229	-6,8
104,15	19,807	29,015	-7,8328
104,15	18,615	29,794	-6,5116
103,1	18,679	29,618	-5,265
103,1	20,428	28,603	-6,0746
102,68	20,237	30,501	-5,5112
104,	15,767	32,252	-4,7186
104,	18,391	32,988	-5,8247
104,	16,002	33,339	-4,8969
104,15	17,343	30,552	-5,5363
104,15	16,091	31,229	-4,6963
103,1	17,405	30,377	-4,2897
103,94	15,534	30,944	-3,9109
102,68	18,962	31,26	-4,5359
102,94	16,357	32,484	-4,0671
104,	13,05	33,444	-3,1817
104,	14,669	33,991	-3,9966
104,	13,474	34,166	-3,4839
104,15	14,761	31,88	-3,796
104,17	13,352	32,465	-2,8813
103,17	12,785	32,491	-2,3102
103,94	14,202	31,595	-3,0106
102,94	15,025	33,135	-3,1668
104,	10,244	34,408	-2,0671
104,	10,898	34,881	-2,3763
104,	12,092	34,706	-2,8474
104,16	11,986	33,002	-2,2448
104,16	10,62	33,464	-1,859
101,87	12,914	34,585	-1,5098
103,17	11,403	33,03	-1,6737
103,21	10,037	33,928	-1,4981
102,94	13,643	33,674	-2,5303
104,	7,3672	35,136	-1,1886
104,	9,4758	35,304	-1,8983
104,	8,2812	35,48	-1,5415
104,16	9,2143	33,886	-1,3809
104,16	7,801	34,231	-0,9988
103,21	8,6149	34,351	-1,0201
104,	4,4406	35,624	-0,5112
104,	5,6346	35,959	-0,79909
104,	6,8292	35,784	-1,1409
102,75	5,6346	35,959	-0,28107
104,16	6,3648	34,536	-0,59826
104,16	4,9366	34,762	-0,35535
103,13	5,4147	34,533	-0,17253
103,21	7,1629	34,655	-0,61953
104,	1,4836	35,869	-5,8071e-002
104,	4,1624	36,143	-0,52227
104,	1,8629	36,335	-0,1789
104,	3,0157	36,275	-0,32749
102,75	4,1624	36,143	-4,2544e-003
104,16	3,4798	34,947	-7,8531e-002
104,11	2,18	35,172	6,8037e-002
103,13	3,9426	34,717	0,10429
103,14	1,515	34,994	0,47037
104,02	2,7101	33,678	0,19488
104,	-1,4836	35,869	0,33431
104,	0,3806	36,396	-2,584e-003
104,	-0,77365	36,384	0,15799
104,11	0,70011	35,233	0,24435
104,15	-0,47986	35,126	0,32941
103,14	3,2692e-002	35,055	0,64668
104,	-4,4406	35,624	0,66863
104,	-3,4072	36,238	0,49437
104,	-2,2559	36,322	0,37405
104,16	-1,9492	35,064	0,54547
104,16	-3,3682	34,943	0,78003
102,	-2,484	36,311	1,0909
103,14	-1,4496	34,994	0,86274
102,92	-3,7081	34,888	1,3195
103,92	-2,3538	34,212	0,73616
104,	-7,3672	35,136	1,2214
104,	-4,8793	36,055	0,61263
104,	-7,1547	35,671	0,76208
104,	-6,023	35,898	0,63329
104,17	-4,827	34,76	0,89829
104,17	-6,2682	34,535	1,2377
102,92	-5,1803	34,705	1,4378
103,39	-6,926	35,122	1,3322
104,	-10,244	34,408	2,5235
104,	-8,6067	35,366	1,1966
104,	-9,7219	35,068	1,6585
104,17	-7,7061	34,232	1,6722
104,16	-9,2006	33,887	2,4054
103,02	-8,431	33,506	2,6323
103,24	-10,276	33,906	2,9767
103,39	-8,378	34,817	1,7667
104,	-13,05	33,444	5,8471
104,	-12,238	34,278	1,557
104,	-11,144	34,645	2,5261
104,16	-10,606	33,464	3,273
104,16	-11,985	33,002	4,7901
103,24	-11,697	33,483	3,8444
104,	-15,767	32,252	12,041
